alert_revoltrisk_in_provinces_delayed;The following counties run a risk of having a revolt:\n$LIST$;Les comtés suivants courent un risque de révolte.\n$LIST$.;In folgenden Provinzen gibt es die Gefahr einer Rebellion:\n$LIST$ ;Nastêpuj¹ce prowincje s¹ zagro¿one buntem.\n$LIST$;Las siguientes provincias corren el riego de sufrir una rebelión.\n$LIST$;Le seguenti province sono a rischio di rivolta.\n$LIST$;A következõ provinciákon áll fent lázadás esélye.\n$LIST$;V*následujících provinciích mùže propuknout revolta.\n$LIST$;;;;;;x
alert_revoltrisk_in_provinces_instant;§YRevolts Possible§!;§YRévoltes possibles§!;§YRevolten möglich§!;§YMo¿liwoœæ buntu§!;§YPosibles rebeliones§!;Possibili rivolte;§YLázadás lehetséges§!;§YMožné revolty§!;;;;;;x
alert_revoltrisk_in_provinces_name;Revolts possible;Révoltes possibles;Es sind Revolten möglich;;Posibles revueltas;;;;;;;;;x
alert_ruler_should_marry_delayed;You should get married\n§GClick to go to Character View§!;Vous devriez vous marier.\n§GCliquez pour accéder à la vue Personnage.§!;Ihr solltet heiraten\n§GKlickt zum Aufruf der Charakteransicht§!;;Deberías casarte\n§GClic para ir a vista de personajes§!;;;;;;;;;x
alert_ruler_should_marry_instant;§YRuler Unmarried§!;§YDirigeant non marié§!;§YHerrscher ist unverheiratet§!;;§YGobernante soltero§!;;;;;;;;;x
alert_ruler_should_marry_name;Ruler unmarried;Souverain célibataire;Herrscher ist nicht vermählt;;Gobernante soltero;;;;;;;;;x
alert_should_appoint_guardian_delayed;The following children need a guardian:\n$LIST$;Les enfants suivants ont besoin d'un tuteur : \n$LIST$;Folgende Kinder benötigen einen Vormund:\n$LIST$;;Los siguientes niños necesitan un guardián:\n$LIST$;;;;;;;;;x
alert_should_appoint_guardian_instant;§Y$NUM$ Children Lack a Guardian§!;§YEnfants sans tuteur ($NUM$)§!;§Y$NUM$ Kindern fehlt ein Vormund§!;;§YHay $NUM$ niños sin guardián§!;;;;;;;;;x
alert_should_appoint_guardian_name;Children lack guardian;Enfants sans tuteur;Kein Vormund für Kinder;;Infante sin tutor;;;;;;;;;x
alert_should_nominate_heir_delayed;You should nominate successors for these titles:\n$LIST$;Vous devriez nommer des successeurs pour les titres suivants : \n$LIST$;Ihr solltet für diese Titel Nachfolger nominieren:\n$LIST$;;Deberías nombrar sucesores para estos títulos:\n$LIST$;;;;;;;;;x
alert_should_nominate_heir_instant;§YSuccessor Nomination§!;§YNomination d'un successeur§!;§YNachfolgernominierung§!;;§YDesignación de sucesores§!;;;;;;;;;x
alert_should_nominate_heir_name;Succession nomination;Nomination d'un successeur;Nachfolgenominierung;;Nominar Sucesor;;;;;;;;;x
alert_society_rank_up_possible_delayed;You have gained enough influence within your society that you can request promotion to the next rank.;Vous avez gagné assez d'influence au sein de votre société pour pouvoir demander de monter en grade.;Ihr habt innerhalb Eures Zirkels genug Einfluss gewonnen, um eine Beförderung auf den nächsten Rang verlangen zu können.;;Has ganado la influencia suficiente dentro de tu sociedad como para solicitar un ascenso al siguiente rango.;;;;;;;;;x
alert_society_rank_up_possible_instant;§YPossible to rank up in society§!;§YMontée en grade possible dans la société§!;§YMöglich, im Zirkel aufzusteigen§!;;§YPosibilidad de subir de rango en la sociedad§!;;;;;;;;;x
alert_titles_may_pass_from_realm_delayed;There are vassals with worrisome lines of succession.\nOn death, their titles might pass from your Realm:\n$LIST$;Les lignes de succession de certains vassaux sont préoccupantes.\nÀ leur mort, leurs titres risquent de quitter votre pays : \n$LIST$;Die Nachfolgesituation mancher Vasallen ist beunruhigend.\nNach ihrem Tod könnten ihre Titel aus Eurem Reich verschwinden:\n$LIST$;;Hay vasallos con inquietantes líneas de sucesión.\nA su muerte, sus títulos podrían salir de tu reino:\n$LIST$;;;;;;;;;x
alert_titles_may_pass_from_realm_instant;§YVassal Inheritance Warning§!;§YAvertissement sur la succession de certains vassaux§!;§YVasallen-Nachfolgewarnung§!;;§YAviso de herencia de vasallos§!;;;;;;;;;x
alert_titles_may_pass_from_realm_name;Vassal inheritance warning;Avertissement sur la succession de certains vassaux;Titel fällt möglicherweise an eine Person außerhalb des Reiches;;Aviso de herencia de vasallos;;;;;;;;;x
alert_too_few_clans_delayed;You hold too much land compared to the other Clans. Hand out §Y$NUM$§! counties or you might face revolts from the existing Clans as it negatively affects their §YClan Sentiment§! of you. You can also face a §YMinor Clan Rising§! revolt to seize its rightful position among the major Clans...;Nous possédons trop de terres comparé aux autres clans. Nous devons céder §Y$NUM$§! contés ou faire face à une révolte des autres clans, et peut-être même voir un clan mineur accéder à un statut de clan majeur...;Ihr besitzt im Verhältnis zu anderen Klans zu viel Land. Ihr müsst §Y$NUM$§! Grafschaften vergeben, denn sonst lauft Ihr das Risiko, dass bestehende Klans revoltieren oder kleinere Klans sich erheben, um ihren rechtmäßigen Platz an der Seite der größeren Klans einzufordern ...;;Posees demasiada tierra comparado con los otros clanes. Entrega §Y$NUM$§! condados o podrías enfrentarte a rebeliones de los clanes existentes o incluso ver un clan menor en alza apoderarse de su legítima posición entre los principales clanes...;;;;;;;;x
alert_too_few_clans_instant;§YClans Want More Land§!;§YLes clans veulent davantage de terres§!;§YKlans fordern mehr Land§!;;§YLos clanes quieren más tierra§!;;;;;;;;x
alert_too_few_clans_name;Clans Want More Land;Les clans veulent davantage de terres;Klans verlangen mehr Land;;Los clanes quieren más tierra;;;;;;;;x
alert_troops_in_foreign_territory_delayed;In $LIST$.;En $LIST$.;In $LIST$.;W $LIST$.;En $LIST$.;In $LIST$.;Itt: $LIST$.;V $LIST$.;;;;;;x
alert_troops_in_foreign_territory_instant;§YYou have troops in foreign territory.§!;§YVous avez des troupes à l'étranger.§!;§YIhr habt Truppen auf fremdem Territorium.§!;§YMasz oddzia³y na terytorium obcego pañstwa.§!;§YTenéis tropas en territorio extranjero.§!;§YHai truppe in territorio straniero.§!;§YCsapataid vannak idegen területen.§!;§YVaši vojáci se nacházejí v cizím teritoriu.§!;;;;;;x
alert_troops_in_foreign_territory_name;Troops in foreign territory;Troupes en territoire étranger;Truppen im fremden Gebiet;;Tropas en tierras extranjeras;;;;;;;;;x
alert_truce_expiring_delayed;The Following Truces are Expiring:$LIST$;Les trêves suivantes expirent : $LIST$;Die folgenden Waffenstillstände laufen aus:$LIST$;;Las siguientes treguas están expirando: $LIST$;;;;;;;;;x
alert_truce_expiring_instant;§YTruces are Expiring§!;§YDes trêves expirent§!;§YWaffenstillstände laufen aus§!;;§YLas treguas van a expirar§!;;;;;;;;;x
alert_truce_expiring_name;Truces are expiring;Des trêves s'achèvent;Waffenstillstand läuft aus;;Finalizando treguas;;;;;;;;;x
alert_vassal_levies_raised_long_delayed;The following Vassals are upset about their levies:\n$LIST$;Les vassaux suivants sont en colère à cause de leur mobilisation : \n$LIST$;Die folgenden Vasallen sind erbost darüber, wie lange ihre Aufgebote Euch bereits dienen:\n$LIST$;;Los siguientes vasallos están preocupados por sus levas:\n$LIST$;;;;;;;;;x
alert_vassal_levies_raised_long_instant;§YVassal Levies Raised too Long§!;§YLes troupes des vassaux ont été mobilisées pendant trop longtemps§!;§YAufgebot Eurer Vasallen schon zu lange in Heerfolge§!;;§YLas levas de los vasallos llevan demasiado tiempo activas§!;;;;;;;;;x
alert_vassal_levies_raised_long_name;Vassal levies raised too long;Les troupes des vassaux sont levées depuis trop longtemps;Wir beanspruchen die Streitkräfte unserer Vasallen zu lang;;Levas de los vasallos reclutadas durante mucho tiempo;;;;;;;;;x
alert_wonder_construction_paused_delayed;The following great works have paused construction:\n\n$LIST$;Construction de grands ouvrages interrompue:\n\n$LIST$;Der Bau folgender Großer Bauwerke wurde pausiert:\n\n$LIST$;;Se ha detenido la construcción de estas grandes obras:\n\n$LIST$;;;;;;;;x
alert_wonder_construction_paused_instant;§YGreat Work Construction Paused§!;§YConstruction de grand ouvrage interrompue§!;§YKonstruktion des Großen Bauwerks pausiert§!;;§YConstrucción de gran obra detenida§!;;;;;;;;x
alert_wonder_construction_paused_name;Paused great work construction;Construction de grand ouvrage interrompue;Bau des Großen Bauwerks pausiert;;Construcción de gran obra detenida;;;;;;;;x
alert_you_can_create_titles_delayed;The following titles can be created:\n$LIST$;Les titres suivants peuvent être créés : \n$LIST$;Folgende Titel können geschaffen werden:\n$LIST$;;Pueden crearse los siguientes títulos:\n$LIST$;;;;;;;;;x
alert_you_can_create_titles_instant;§Y$NUM$ Title(s) can be Created§!;§YTitres pouvant être créés ($NUM$)§!;§YTitel können erstellt werden: $NUM$§!;;§YPueden crearse $NUM$ título(s)§!;;;;;;;;;x
alert_you_can_create_titles_name;Can create titles;Des titres peuvent être créés;Es können Titel geschaffen werden;;Puedes crear títulos;;;;;;;;;x
alert_you_can_usurp_titles_delayed;The following titles can be usurped:\n$LIST$;Les titres suivants peuvent être usurpés : \n$LIST$;Folgende Titel können übernommen werden:\n$LIST$;;Pueden usurparse los siguientes títulos:\n$LIST$;;;;;;;;;x
alert_you_can_usurp_titles_instant;§Y$NUM$ Title(s) can be Usurped§!;§YTitres pouvant être usurpés ($NUM$)§!;§YTitel können übernommen werden: $NUM$§!;;§YPueden usurparse $NUM$ título(s)§!;;;;;;;;;x
alert_you_can_usurp_titles_name;Can usurp titles;Des titres peuvent être usurpés;Es können Titel usurpiert werden;;Puedes usurpar títulos;;;;;;;;;x
