#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
POPE_AIREASON_MODIFIER_MY_LOVER_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s §YLover§!;[FromFrom.Get_Le_TitledFirstName] est l'§Yamant[FromFrom.Get_E]§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist [FromFrom.Getderdie] §YLiebhaber[FromFrom.GetinFemale]§! von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es §Yamante§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_PARENT;[From.GetTitledFirstName] is the child of [Root.GetTitledFirstName];[From.Get_Le_TitledFirstName] est l'enfant [Root.Get_du_TitledFirstName];[From.GetTitledFirstName] ist das Kind von [Root.GetTitledFirstName];;[From.GetTitledFirstName] es hijo de [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_PARENT_TARGET;[From.GetTitledFirstName] is the child of [FromFrom.GetTitledFirstName];[From.Get_Le_TitledFirstName] est l'enfant [FromFrom.Get_du_TitledFirstName];[From.GetTitledFirstName] ist das Kind von [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] es hijo de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_RIVAL;[Root.GetTitledFirstName] is [From.GetTitledFirstName]'s §YRival§!;[Root.Get_Le_TitledFirstName] est [Root.GetLeLa] §Yrival[Root.Get_E]§! [From.Get_du_TitledFirstName];[Root.GetTitledFirstName] ist der Rivale von [From.GetTitledFirstName];;[Root.GetTitledFirstName] es §Yrival§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_RIVAL_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s §YRival§!;[FromFrom.Get_Le_TitledFirstName] est [FromFrom.GetLeLa] §Yrival[FromFrom.Get_E]§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist der §YRivale§! von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es §Yrival§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_NAPOLEON_RULER;[Root.GetTitledFirstName] denied the Church's authority;[Root.Get_Le_TitledFirstName] a renié l'autorité de l'Église;[Root.GetTitledFirstName] lehnte die Autorität der Kirche ab;;[Root.GetTitledFirstName] negó la autoridad de la Iglesia;;;;;;;;x
POPE_AIREASON_MODIFIER_NAPOLEON_RULER_TARGET;[FromFrom.GetTitledFirstName] denied the Church's authority;[FromFrom.Get_Le_TitledFirstName] a renié l'autorité de l'Église;[FromFrom.GetTitledFirstName] lehnte die Autorität der Kirche ab;;[FromFrom.GetTitledFirstName] negó la autoridad de la Iglesia;;;;;;;;x
POPE_AIREASON_MODIFIER_OPINION_RULER;[From.GetTitledFirstName]'s §YOpinion§! of [Root.GetTitledFirstName];L'§Yopinion§! [From.Get_du_TitledFirstName] envers [Root.Get_le_TitledFirstName];§YMeinung§! von [From.GetTitledFirstName] über [Root.GetTitledFirstName];;Opinión de [From.GetTitledFirstName] sobre [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_OPINION_RULER_TARGET;[From.GetTitledFirstName]'s §YOpinion§! of [FromFrom.GetTitledFirstName];L'§Yopinion§! [From.Get_du_TitledFirstName] envers [FromFrom.Get_le_TitledFirstName];§YMeinung§! von [From.GetTitledFirstName] über [FromFrom.GetTitledFirstName];;Opinión de [From.GetTitledFirstName] de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_PET_POPE;[Root.GetTitledFirstName] is my liege;[Root.Get_Le_TitledFirstName] est m[Root.GetOnA] [Root.GetLordLady] lige;[Root.GetTitledFirstName] ist mein Lehnsherr;;[Root.GetTitledFirstName] es mi [Root.GetLordLady];;;;;;;;x
POPE_AIREASON_MODIFIER_PET_POPE_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s liege;[FromFrom.Get_Le_TitledFirstName] est [FromFrom.GetLeLa] [FromFrom.GetLordLady] lige [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist der Lehnsherr von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es el señor de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_PLEDGED_TO_CRUSADE;[Root.GetTitledFirstName] has pledged [Root.GetHerHis] help on the coming §YCrusade§!;[Root.Get_Le_TitledFirstName] a promis son aide dans la §Ycroisade§! à venir;[Root.GetTitledFirstName] hat [Root.GetHerHis]e Hilfe für den kommenden §YKreuzzug§! versprochen;;[Root.GetTitledFirstName] ha prometido ayudar en la próxima §Ycruzada§!;;;;;;;;x
POPE_AIREASON_MODIFIER_PLEDGED_TO_CRUSADE_TARGET;[FromFrom.GetTitledFirstName] has pledged [FromFrom.GetHerHis] help on the coming §YCrusade§!;[FromFrom.Get_Le_TitledFirstName] a promis son aide dans la §Ycroisade§! à venir;[FromFrom.GetTitledFirstName] hat [FromFrom.GetHerHis]e Hilfe für den kommenden §YKreuzzug§! versprochen;;[FromFrom.GetTitledFirstName] ha prometido ayudar en la próxima §Ycruzada§!;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE;[Root.GetTitledFirstName] controls a large §YRealm§!;[Root.Get_Le_TitledFirstName] contrôle un grand §Ypays§!;[Root.GetTitledFirstName] kontrolliert ein großes §YReich§!;;[Root.GetTitledFirstName] controla un gran §Yreino§!;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_IMPERIAL;[Root.GetTitledFirstName] controls a vast §YRealm§!;[Root.Get_Le_TitledFirstName] contrôle un immense §Ypays§!;[Root.GetTitledFirstName] kontrolliert ein gewaltiges §YReich§!;;[Root.GetTitledFirstName] controla un §Yreino§! extenso;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_TARGET;[FromFrom.GetTitledFirstName]'s §YRealm Size§!;La §Ytaille du pays§! [FromFrom.Get_du_TitledFirstName];§YReichsgröße§! von [FromFrom.GetTitledFirstName];;§Ytamaño del reino§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_TARGET_TINY;[FromFrom.GetTitledFirstName]'s §YRealm Size§!;La §Ytaille du pays§! [FromFrom.Get_du_TitledFirstName];§YReichsgröße§! von [FromFrom.GetTitledFirstName];;§Ytamaño del reino§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE;[Root.GetTitledFirstName] is §YCharitable§!;[Root.Get_Le_TitledFirstName] est §Ycharitable§!;[Root.GetTitledFirstName] ist §Ywohltätig§!;;[Root.GetTitledFirstName] es §Ycaritativo§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE_NEGATIVE;[Root.GetTitledFirstName] is §YCharitable§!;[Root.Get_Le_TitledFirstName] est §Ycharitable§!;[Root.GetTitledFirstName] ist §Ywohltätig§!;;[Root.GetTitledFirstName] es §Ycaritativ[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YCharitable§!;[FromFrom.Get_Le_TitledFirstName] est §Ycharitable§!;[FromFrom.GetTitledFirstName] ist §Ywohltätig§!;;[FromFrom.GetTitledFirstName] es §Ycaritativ[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE_TARGET;[FromFrom.GetTitledFirstName] is §YCharitable§!;[FromFrom.Get_Le_TitledFirstName] est §Ycharitable§!;[FromFrom.GetTitledFirstName] ist §Ywohltätig§!;;[FromFrom.GetTitledFirstName] es §Ycaritativ[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE;[Root.GetTitledFirstName] is §YChaste§!;[Root.Get_Le_TitledFirstName] est §Ychaste§!;[Root.GetTitledFirstName] ist §Ykeusch§!;;[Root.GetTitledFirstName] es §Ycasto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_NEGATIVE;[Root.GetTitledFirstName] is §YChaste§!;[Root.Get_Le_TitledFirstName] est §Ychaste§!;[Root.GetTitledFirstName] ist §Ykeusch§!;;[Root.GetTitledFirstName] es §Ycast[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YChaste§!;[FromFrom.Get_Le_TitledFirstName] est §Ychaste§!;[FromFrom.GetTitledFirstName] ist §Ykeusch§!;;[FromFrom.GetTitledFirstName] es §Ycast[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_TARGET;[FromFrom.GetTitledFirstName] is §YChaste§!;[FromFrom.Get_Le_TitledFirstName] est §Ychaste§!;[FromFrom.GetTitledFirstName] ist §Ykeusch§!;;[FromFrom.GetTitledFirstName] es §Ycast[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CYNICAL;[Root.GetTitledFirstName] is §YCynical§!;[Root.Get_Le_TitledFirstName] est §Ycynique§!;[Root.GetTitledFirstName] ist §Yzynisch§!;;[Root.GetTitledFirstName] es §Ycínic[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CYNICAL_TARGET;[FromFrom.GetTitledFirstName] is §YCynical§!;[FromFrom.Get_Le_TitledFirstName] est §Ycynique§!;[FromFrom.GetTitledFirstName] ist §Yzynisch§!;;[FromFrom.GetTitledFirstName] es §Ycínic[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT;[Root.GetTitledFirstName] is §YDiligent§!;[Root.Get_Le_TitledFirstName] est §Ydiligent[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Yfleißig§!;;[Root.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_NEGATIVE;[Root.GetTitledFirstName] is §YDiligent§!;[Root.Get_Le_TitledFirstName] est §Ydiligent[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Yfleißig§!;;[Root.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YDiligent§!;[FromFrom.Get_Le_TitledFirstName] est §Ydiligent[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Yfleißig§!;;[FromFrom.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_TARGET;[FromFrom.GetTitledFirstName] is §YDiligent§!;[FromFrom.Get_Le_TitledFirstName] est §Ydiligent[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Yfleißig§!;;[FromFrom.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ENVIOUS;[Root.GetTitledFirstName] is §YEnvious§!;[Root.Get_Le_TitledFirstName] est §Yenvieu[Root.GetXSe]§!;[Root.GetTitledFirstName] ist §Yneidisch§!;;[Root.GetTitledFirstName] es §Yenvidios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ENVIOUS_TARGET;[FromFrom.GetTitledFirstName] is §YEnvious§!;[FromFrom.Get_Le_TitledFirstName] est §Yenvieu[FromFrom.GetXSe]§!;[FromFrom.GetTitledFirstName] ist §Yneidisch§!;;[FromFrom.GetTitledFirstName] es §Yenvidios[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_FACTIONS_AGAINST_ANTIPOPE;[Root.GetTitledFirstName] is opposing an §YAntipope§!;[Root.Get_Le_TitledFirstName] s'oppose à un §Yantipape§!;[Root.GetTitledFirstName] widersetzt sich einem §YGegenpapst§!;;[Root.GetTitledFirstName] se enfrenta a un §Yantipapa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GLUTTONOUS;[Root.GetTitledFirstName] is §YGluttonous§!;[Root.Get_Le_TitledFirstName] est §Yglouto[Root.GetNNne]§!;[Root.GetTitledFirstName] ist §Ygefräßig§!;;[Root.GetTitledFirstName] es §Yglot[Root.GetOnOna]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GLUTTONOUS_TARGET;[FromFrom.GetTitledFirstName] is §YGluttonous§!;[FromFrom.Get_Le_TitledFirstName] est §Yglouto[FromFrom.GetNNne]§!;[FromFrom.GetTitledFirstName] ist §Ygefräßig§!;;[FromFrom.GetTitledFirstName] es §Yglot[FromFrom.GetOnOna]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GREEDY;[Root.GetTitledFirstName] is §YGreedy§!;[Root.Get_Le_TitledFirstName] est §Ycupide§!;[Root.GetTitledFirstName] ist §Ygierig§!;;[Root.GetTitledFirstName] es §Ycodicios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GREEDY_TARGET;[FromFrom.GetTitledFirstName] is §YGreedy§!;[FromFrom.Get_Le_TitledFirstName] est §Ycupide§!;[FromFrom.GetTitledFirstName] ist §Ygierig§!;;[FromFrom.GetTitledFirstName] es §Ycodicios[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_ASKED_MONEY_ALREADY;[Root.GetTitledFirstName] has already been granted a loan from the Holy See;[Root.Get_Le_TitledFirstName] a déjà un prêt du Saint-Siège;[Root.GetTitledFirstName] wurde bereits ein Darlehen von Heiligen Stuhl gewährt;;[Root.GetTitledFirstName] ya recibió un préstamo de la Santa Sede;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_REQUESTED_EXCOM_ALREADY;[Root.GetTitledFirstName] has recently requested an Excommunication;[Root.Get_Le_TitledFirstName] a récemment demandé une excommunication;[Root.GetTitledFirstName] hat kürzlich eine Exkommunikation erbeten;;[Root.GetTitledFirstName] solicitó recientemente una excomunión;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_SAINTLY_BLOODLINE;[Root.GetTitledFirstName] is a §YSaint§!'s descendant;[Root.Get_Le_TitledFirstName] est un[Root.Get_E] descendant[Root.Get_E] d'un §Ysaint§!;[Root.GetTitledFirstName] ist Nachkomme eines §YHeiligen§!;;[Root.GetTitledFirstName] es descendiente de un §Ysanto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_SAINTLY_BLOODLINE_TARGET;[FromFrom.GetTitledFirstName] is a §YSaint§!'s descendant;[FromFrom.Get_Le_TitledFirstName] un[FromFrom.Get_E] descendant[FromFrom.Get_E] d'un §Ysaint§!;[FromFrom.GetTitledFirstName] ist Nachkomme eines §YHeiligen§!;;[FromFrom.GetTitledFirstName] es descendiente de un §Ysanto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE;[Root.GetTitledFirstName] is §YHumble§!;[Root.Get_Le_TitledFirstName] est §Yhumble§!;[Root.GetTitledFirstName] ist §Yehrlich§!;;[Root.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_NEGATIVE;[Root.GetTitledFirstName] is §YHumble§!;[Root.Get_Le_TitledFirstName] est §Yhumble§!;[Root.GetTitledFirstName] ist §Ybescheiden§!;;[Root.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YHumble§!;[FromFrom.Get_Le_TitledFirstName] est §Yhumble§!;[FromFrom.GetTitledFirstName] ist §Ybescheiden§!;;[FromFrom.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_TARGET;[FromFrom.GetTitledFirstName] is §YHumble§!;[FromFrom.Get_Le_TitledFirstName] est §Yhumble§!;[FromFrom.GetTitledFirstName] ist §Yehrlich§!;;[FromFrom.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_BABY;[FromFrom.GetTitledFirstName] is an §YInfant§!;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] enfant en bas âge;[FromFrom.GetTitledFirstName] ist ein §YKleinkind§!;;[FromFrom.GetTitledFirstName] es un §Ybebé§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_CHILD;[FromFrom.GetTitledFirstName] is a §YChild§!;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] §Yenfant§!;[FromFrom.GetTitledFirstName] ist ein §YKind§!;;[FromFrom.GetTitledFirstName] es un §Yniño§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_FEMALE;[FromFrom.GetTitledFirstName] is a §YWoman§!;[FromFrom.Get_Le_TitledFirstName] est une §Yfemme§!;[FromFrom.GetTitledFirstName] ist eine §YFrau§!;;[FromFrom.GetTitledFirstName] es una §Ymujer§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_KINSLAYER;[Root.GetTitledFirstName] is a §YKinslayer§!;[Root.Get_Le_TitledFirstName] est un[Root.Get_E] §Yparricide§!;[Root.GetTitledFirstName] ist ein §YKönigsmörder§!;;[Root.GetTitledFirstName] es un[Root.GetXA] §Ymataparientes§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_MALE;[FromFrom.GetTitledFirstName] is a §YMan§!;[FromFrom.Get_Le_TitledFirstName] est un §Yhomme§!;[FromFrom.GetTitledFirstName] ist ein §YMann§!;;[FromFrom.GetTitledFirstName] es un §Yhombre§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_SINNER;[Root.GetTitledFirstName] is a §YSinner§!;[Root.Get_Le_TitledFirstName] est dans le péché;[Root.GetTitledFirstName] ist ein §YSünder§!;;[Root.GetTitledFirstName] es §Ypecador[Root.GetXA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND;[Root.GetTitledFirstName] is §YKind§!;[Root.Get_Le_TitledFirstName] est §Ygenti[Root.GetLLle]§!;[Root.GetTitledFirstName] ist §Ygütig§!;;[Root.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_NEGATIVE;[Root.GetTitledFirstName] is §YKind§!;[Root.Get_Le_TitledFirstName] est §Ygenti[Root.GetLLle]§!;[Root.GetTitledFirstName] ist §Ygütig§!;;[Root.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YKind§!;[FromFrom.Get_Le_TitledFirstName] est §Ygenti[FromFrom.GetLLle]§!;[FromFrom.GetTitledFirstName] ist §Ygütig§!;;[FromFrom.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_TARGET;[FromFrom.GetTitledFirstName] is §YKind§!;[FromFrom.Get_Le_TitledFirstName] est §Ygenti[FromFrom.GetLLle]§!;[FromFrom.GetTitledFirstName] ist §Ygütig§!;;[FromFrom.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_LUSTFUL;[Root.GetTitledFirstName] is §YLustful§!;[Root.Get_Le_TitledFirstName] fait preuve de §Yluxure§!;[Root.GetTitledFirstName] ist §Ylüstern§!;;[Root.GetTitledFirstName] es §Ylujurios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_LUSTFUL_TARGET;[FromFrom.GetTitledFirstName] is §YLustful§!;[FromFrom.Get_Le_TitledFirstName] fait preuve de §Yluxure§!;[FromFrom.GetTitledFirstName] ist §Ylüstern§!;;[FromFrom.GetTitledFirstName] muestra §Ylujuria§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_NO_PRIEST_EXCOMMUNICATION_DEMANDED;[FromFrom.GetTitledFirstName] is a §YPriest§!;[FromFrom.Get_Le_TitledFirstName] est un §Yprêtre§!;[FromFrom.GetTitledFirstName] ist ein §YPriester§!;;[FromFrom.GetTitledFirstName] es un §Ysacerdot[FromFrom.GetTeTisa]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_OPPOSES_EXCOMMUNICATED_LIEGE;[Root.GetTitledFirstName] is opposing an §YExcommunicated§! ruler;[Root.Get_Le_TitledFirstName] s'oppose à un seigneur §Yexcommunié§!;[Root.GetTitledFirstName] widersetzt sich einem §Yexkommunizierten§! Herrscher;;[Root.GetTitledFirstName] se enfrenta a un gobernante §Yexcomulgado§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT;[Root.GetTitledFirstName] is §YPatient§!;[Root.Get_Le_TitledFirstName] est §Ypatient[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygeduldig§!;;[Root.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_NEGATIVE;[Root.GetTitledFirstName] is §YPatient§!;[Root.Get_Le_TitledFirstName] est §Ypatient[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygeduldig§!;;[Root.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YPatient§!;[FromFrom.Get_Le_TitledFirstName] est §Ypatient[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygeduldig§!;;[FromFrom.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_TARGET;[FromFrom.GetTitledFirstName] is §YPatient§!;[FromFrom.Get_Le_TitledFirstName] est §Ypatient[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygeduldig§!;;[FromFrom.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PIETY;[Root.GetTitledFirstName]'s §YPiety§!;La §Ypiété§! [Root.Get_du_TitledFirstName];§YPietät§! von [Root.GetTitledFirstName];;§YPiedad§! de [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PIETY_TARGET;[FromFrom.GetTitledFirstName]'s §YPiety§!;La §Ypiété§! [FromFrom.Get_du_TitledFirstName];§YPietät§! von [FromFrom.GetTitledFirstName];;§YPiedad§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROTECTS_ANTIPOPE;I want [FromFrom.GetTitledFirstName]'s §YAntipope§! deposed;Je veux que l'§Yantipape§! [FromFrom.Get_du_TitledFirstName] soit déposé;Ich möchte, dass der §YGegenpapst§! von [FromFrom.GetTitledFirstName] abgesetzt wird;;Quiero destronar al §Yantipapa§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROUD;[Root.GetTitledFirstName] is §YProud§!;[Root.Get_Le_TitledFirstName] est §Yfi[Root.GetErEre]§!;[Root.GetTitledFirstName] ist §Ystolz§!;;[Root.GetTitledFirstName] es §Yorgullos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROUD_TARGET;[FromFrom.GetTitledFirstName] is §YProud§!;[FromFrom.Get_Le_TitledFirstName] est §Yfi[FromFrom.GetErEre]§!;[FromFrom.GetTitledFirstName] ist §Ystolz§!;;[FromFrom.GetTitledFirstName] es §Yorgullos[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_SLOTHFUL;[Root.GetTitledFirstName] is §YSlothful§!;[Root.Get_Le_TitledFirstName] est §Yparesseu[Root.GetXSe]§!;[Root.GetTitledFirstName] ist §Yfaul§!;;[Root.GetTitledFirstName] es §Yperezos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_SLOTHFUL_TARGET;[FromFrom.GetTitledFirstName] is §YSlothful§!;[FromFrom.Get_Le_TitledFirstName] est §Yparesseu[FromFrom.GetXSe]§!;[FromFrom.GetTitledFirstName] ist §Yfaul§!;;[FromFrom.GetTitledFirstName] es §Yperezos[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE;[Root.GetTitledFirstName] is §YTemperate§!;[Root.Get_Le_TitledFirstName] est §Ytempéré[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygemäßigt§!;;[Root.GetTitledFirstName] es §Ycomedido§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_NEGATIVE;[Root.GetTitledFirstName] is §YTemperate§!;[Root.Get_Le_TitledFirstName] est §Ytempéré[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygemäßigt§!;;[Root.GetTitledFirstName] es §Ycomedid[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YTemperate§!;[FromFrom.Get_Le_TitledFirstName] est §Ytempéré[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygemäßigt§!;;[FromFrom.GetTitledFirstName] es §Ycomedid[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_TARGET;[FromFrom.GetTitledFirstName] is §YTemperate§!;[FromFrom.Get_Le_TitledFirstName] est §Ytempéré[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygemäßigt§!;;[FromFrom.GetTitledFirstName] es §Ycomedid[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_WROTH;[Root.GetTitledFirstName] is §YWroth§!;[Root.Get_Le_TitledFirstName] fait preuve de §Ycolère§!;[Root.GetTitledFirstName] ist §Yzornig§!;;[Root.GetTitledFirstName] es §Ycoléric[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_WROTH_TARGET;[FromFrom.GetTitledFirstName] is §YWroth§!;[FromFrom.Get_Le_TitledFirstName] fait preuve de §Ycolère§!;[FromFrom.GetTitledFirstName] ist §Yzornig§!;;[FromFrom.GetTitledFirstName] es §Ycoléric[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS;[Root.GetTitledFirstName] is §YZealous§!;[Root.Get_Le_TitledFirstName] a du §Yzèle§!;[Root.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[Root.GetTitledFirstName] es §Yceloso§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_NEGATIVE;[Root.GetTitledFirstName] is §YZealous§!;[Root.Get_Le_TitledFirstName] a du §Yzèle§!;[Root.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[Root.GetTitledFirstName] es §Ycelos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YZealous§!;[FromFrom.Get_Le_TitledFirstName] a du §Yzèle§!;[FromFrom.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[FromFrom.GetTitledFirstName] es §Yfanátic[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_TARGET;[FromFrom.GetTitledFirstName] is §YZealous§!;[FromFrom.Get_Le_TitledFirstName] a du §Yzèle§!;[FromFrom.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[FromFrom.GetTitledFirstName] es §Ycelos[FromFrom.GetOA]§!;;;;;;;;x
