#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

REMOVE_RIVAL_EFFECT;The rivalry between §Y$WHO$§! and §Y$OTHER$§! ends\n;La rivalité entre §Y$WHO$§! et §Y$OTHER$§! n'est plus\n;Die Rivalität zwischen §Y$WHO$§! und §Y$OTHER$§! ist beendet\n;;La rivalidad entre §Y$WHO$§! y §Y$OTHER$§! termina\n;;;;;;;;;x

SET_GRAPHICAL_CULTURE;Set graphical culture to §Y$NAME$§!;Régler l'apparence culturelle à §Y$NAME$§!;Wechsel der kulturspezifischen Grafik zu §Y$NAME$§!;;Establecer cultura gráfica a §Y$NAME$§!;;;;;x

SET_VARIABLE;Set §Y$VAR$§! to §Y$VALUE$§!;Fixe '§Y$VAR$§!' à §Y$VALUE$§!;§Y$VAR$§! auf §Y$VALUE$§! setzen;;Fijar §Y$VAR$§! en §Y$VALUE$§!;;;;;;;;;x
CHANGE_VARIABLE;Change §Y$VAR$§! by §Y$VALUE$§!;Changer §Y$VAR$§! de §Y$VALUE$§!;§Y$VAR$§! um §Y$VALUE$§! ändern;;Cambiar §Y$VAR$§! con §Y$VALUE$§!;;;;;;;;;x
DIVIDE_VARIABLE;Divide §Y$VAR$§! by §Y$VALUE$§!;Diviser §Y$VAR$§! par §Y$VALUE$§!;§Y$VAR$§! durch §Y$VALUE$§! teilen;;Dividir §Y$VAR$§! entre §Y$VALUE$§!;;;;;;;;;x
MODULO_VARIABLE;Modulo §Y$VAR$§! by §Y$VALUE$§!;Modulo §Y$VAR$§! par §Y$VALUE$§!;Modulo §Y$VAR$§! mit §Y$VALUE$§!;;Modulo §Y$VAR$§! por §Y$VALUE$§!;;;;;;;;;x
MULTIPLY_VARIABLE;Multiply §Y$VAR$§! by §Y$VALUE$§!;Multiplier §Y$VAR$§! par §Y$VALUE$§!;§Y$VAR$§! mit §Y$VALUE$§! multiplizieren;;Multiplicar §Y$VAR$§! por §Y$VALUE$§!;;;;;;;;;x
SUBTRACT_VARIABLE;Subtract §Y$VALUE$§! from §Y$VAR$§!;Soustraire §Y$VALUE$§! de §Y$VAR$§!;§Y$VAR$§! von §Y$VALUE$§! subtrahieren;;Restar §Y$VALUE$§! de §Y$VAR$§!;;;;;;;;;x

EARNS_NICKNAME;Will be known as;Sera célèbre sous le nom de;Wird bekannt werden als;;Será conocido como;;;;;;;;;x
LOSES_NICKNAME;Will no longer be known as;Ne sera plus connu sous le nom de;Ist nicht länger bekannt als;;Ya no se conocerá más como;;;;;;;;;x

SET_JOB_ACTION_EFFECT;Is sent to $LOCATION|Y$ to $ACTION|Y$\n;Se rend en $LOCATION|Y$ pour $ACTION|Y$\n;Wird nach $LOCATION|Y$ geschickt mit folgendem Zweck: $ACTION|Y$\n;;Fue enviado a $LOCATION|Y$ para $ACTION|Y$\n;;;;;;;;;x

destroy_settlement;§Y$SETTLEMENT$§! will be destroyed;La propriété '§Y$SETTLEMENT$§!' sera détruite;§Y$SETTLEMENT$§! wird zerstört;;§Y$SETTLEMENT$§!serán destruidos;;;;;;;;;x

make_capital_holding;§Y$SETTLEMENT$§! will become the primary settlement in §Y$COUNTY$§!\n;§Y$SETTLEMENT$§! deviendra la propriété principale de §Y$COUNTY$§!\n;§Y$SETTLEMENT$§! wird zur Hauptsiedlung von §Y$COUNTY$§!\n;;§Y$SETTLEMENT$§! se convertirá en el principal asentamiento de §Y$COUNTY$§!;;;;;;;;;x

REMOVE_TRIBUTARY_EFFECT;§Y$TRIBUTARY$§! stops being a tributary of §Y$OVERLORD$§!;§Y$TRIBUTARY$§! n'est plus tributaire de §Y$OVERLORD$§!;§Y$TRIBUTARY$§! ist nun nicht mehr gegenüber §Y$OVERLORD$§! tributpflichtig;;§Y$TRIBUTARY$§! deja de ser tributario de §Y$OVERLORD$§!;;;;;;;;;x

REMOVE_PREVIOUS_SUZERAIN;Remove any previous suzerain of §Y[This.GetTitledFirstName]§!\n;Retire tout ancien suzerain [This.Get_du_TitledFirstNameJ]\n;Absetzung aller ehemaligen Lehnsherren von §Y[This.GetTitledFirstName]§!\n;;Quite todo soberano anterior de §Y[This.GetTitledFirstName]§!\n;;;;;;;;;x

set_government_type;Government is changed to §Y$GOVERNMENT$§!\n;Le type de gouvernement est changé en §Y$GOVERNMENT$§!\n;Regierungsform ist nun §Y$GOVERNMENT$§!\n;;Gobierno se cambia a §Y$GOVERNMENT$§!\n;;;;;;;;;x

SPAWN_UNIT_EFFECT_FORCED_LOOTING;These troops will always be raiding.;L'unique activité de ces troupes est le pillage.;Diese Truppen befinden sich immer auf Plünderung.;;Estas tropas siempre asaltarán.;;;;;;;;;x
SPAWN_UNIT_EFFECT_FORCED_NOT_LOOTING;These troops cannot raid.;Ces troupes ne peuvent pas piller.;Diese Truppen können nicht plündern.;;Estas tropas no pueden asaltar.;;;;;;;;;x
SPAWN_UNIT_EFFECT_LOOTING;These troops will start off as raiders.;Ces troupes débuteront leur activité par le pillage.;Diese Truppen starten als Plünderer.;;Estas tropas comenzarán como invasores.;;;;;;;;;x
SPAWN_UNIT_EFFECT_MAINTENANCE_FREE;Maintenance Free;Entretien gratuit;Unterhaltsfrei;;Sin necesidad de mantenimiento;;;;;;;;;x
SPAWN_UNIT_EFFECT_NON_REINFORCING;Non Reinforcing;Ne se renforce pas;Erhält keine Verstärkung;;Sin refuerzo;;;;;;;;;x
SPAWN_UNIT_EFFECT_REINFORCE_RATE;Reinforce Speed: §Y$RATE$%§!;Vitesse des renforts : §Y$RATE$%§!;Verstärkungsgeschwindigkeit: §Y$RATE$%§!;;Velocidad de refuerzos: §Y$RATE$%§!;;;;;;;;;x
SPAWN_UNIT_EFFECT;A §Y$NUM_TROOPS$§!-men regiment arrives in §Y$WHERE$§!;Un régiment fort de §Y$NUM_TROOPS$§! hommes arrive en §Y$WHERE$§!;Ein §Y$NUM_TROOPS$§! Mann starkes Regiment erreicht §Y$WHERE$§!;;Un regimiento de §Y$NUM_TROOPS$§! personas llega a §Y$WHERE$§!;;;;;;;;;x
SPAWN_UNIT_EFFECT_MAINTENANCE;Monthly Maintenance: §R$COST$§!¤;Entretien mensuel : §R$COST$§!¤;Monatlicher Unterhalt: §R$COST$§!¤;;Mantenimiento Mensual: §R$COST$§!¤;;;;;;;;;x
SPAWN_UNIT_EFFECT_SHIPS;§Y$NUM_SHIPS$§! ships arrive in §Y$WHERE$§!;Une flotte forte de §Y$NUM_SHIPS$§! navires arrive en §Y$WHERE$§!;§Y$NUM_SHIPS$§! Schiffe erreichen §Y$WHERE$§!;;§Y$NUM_SHIPS$§! barcos llegan a §Y$WHERE$§!;;;;;;;;;x

CREATE_EXTRA_HOLDING_EFFECT;Creates a $TYPE|Y$ in $LOCATION|Y$\n;Crée une propriété de type '$TYPE|Y$' en $LOCATION|Y$\n;Baut $TYPE|Y$ in $LOCATION|Y$\n;;Crear $TYPE|Y$ en $LOCATION|Y$\n;;;;;;;;;x
DESTROY_EXTRA_HOLDING_EFFECT;The $TYPE|Y$ in $LOCATION|Y$ is destroyed;La propriété de type '$TYPE|Y$' est détruite en $LOCATION|Y$;$TYPE|Y$ in $LOCATION|Y$ wurde zerstört;;El $TYPE|Y$ en $LOCATION|Y$ fue destruido;;;;;;;;x

SEIZE_EXTRA_HOLDING_EFFECT;§Y$TAKER$§! seizes the §Y$PROV$§! $TYPE$;§Y$TAKER$§! s'empare de la propriété de type '$TYPE$' en §Y$PROV$§!;§Y$TAKER$§! beschlagnahmt $TYPE$ in §Y$PROV$§!;;§Y$TAKER$§! toma §Y$PROV$§! $TYPE$;;;;;;;;x

CREATE_FEUD;$ACTOR|Y$ and $RECIPIENT|Y$ will be dragged into a feud;$ACTOR|Y$ et $RECIPIENT|Y$ seront impliqués dans une querelle;$ACTOR|Y$ und $RECIPIENT|Y$ werden in eine Fehde verwickelt;;$ACTOR|Y$ y $RECIPIENT|Y$ se verán arrastrados a una pelea;;;;;;;;;x

SET_SPECIAL_TITLE_DESC;§Y$CHARACTER$§! gains the title §Y$TITLE$§!\n;§Y$CHARACTER$§! obtient le titre de §Y$TITLE$§!\n;§Y$CHARACTER$§! erhält den Titel §Y$TITLE$§!\n;;§Y$CHARACTER$§! gana el título de §Y$TITLE$§!\n;;;;;;;;x
REMOVE_SPECIAL_TITLE_DESC;§Y$CHARACTER$§! loses the title §Y$TITLE$§!\n;§Y$CHARACTER$§! perd le titre de §Y$TITLE$§!\n;§Y$CHARACTER$§! verliert den Titel §Y$TITLE$§!\n;;§Y$CHARACTER$§! pierde el título de §Y$TITLE$§!\n;;;;;;;;x

SET_TITLE_NOMAD_EFFECT;§Y$TITLE$§! becomes a nomad title\n;§Y$TITLE$§! devient un titre nomade\n;§Y$TITLE$§! wird zu einem Nomadentitel\n;;§Y$TITLE$§!se convierte en un título nómada\n;;;;;;;;x
UNSET_TITLE_NOMAD_EFFECT;§Y$TITLE$§! will no longer be a nomad title\n;§Y$TITLE$§! ne sera plus un titre nomade\n;§Y$TITLE$§! wird kein Nomadentitel mehr sein\n;; §Y$TITLE$§! ya no será un título nómada\n;;;;;;;;x

POPULATION_EFFECT;$DIRECTION|U$ $VALUE$ Population\n;$DIRECTION|U$ $VALUE$ de population\n;$DIRECTION|U$ $VALUE$ Bevölkerung\n;;$DIRECTION|U$ $VALUE$ población\n;;;;;;;;;x

POPULATION_EFFECT_SCALED;$DIRECTION|U$ $VALUE$ of Population\n;$DIRECTION|U$ $VALUE$ en population;$DIRECTION|U$ $VALUE$ der Bevölkerung;;$DIRECTION|U$ $VALUE$ de la población;;;;;;;;;x

SET_DIVINE_BLOOD;The §Y$DYNASTY$§! Dynasty is now considered of Divine Blood\n;La dynastie §Y$DYNASTY$§! est désormais considérée comme une dynastie de sang divin.\n;Die §Y$DYNASTY$§!-Dynastie gilt nun als Dynastie von göttlichem Blut\n;;La dinastía §Y$DYNASTY$§! ahora se considera de sangre divina\n;;;;;;;;;x
UNSET_DIVINE_BLOOD;The §Y$DYNASTY$§! Dynasty is no longer considered of Divine Blood\n;La dynastie §Y$DYNASTY$§! n'est plus considérée comme une dynastie de sang divin.\n;Die §Y$DYNASTY$§!-Dynastie gilt nun nicht mehr als Dynastie von göttlichem Blut\n;;La dinastía §Y$DYNASTY$§! ya no se considera de sangre divina;;;;;;;;;x

ADD_ALLIANCE_EFFECT_DAYS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ days\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ jours\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Tage\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ días\n;;;;;;;;;x
ADD_ALLIANCE_EFFECT_MONTHS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ months\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ mois\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Monate\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ meses\n;;;;;;;;;x
ADD_ALLIANCE_EFFECT_YEARS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ years\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ années\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Jahre\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ años\n;;;;;;;;;x

ADD_FAVOR_EFFECT;$TARGET|Y$ owes $CHARACTER|Y$ a favor;$TARGET|Y$ doit une faveur à $CHARACTER|Y$;$TARGET|Y$ schuldet $CHARACTER|Y$ einen Gefallen;;$TARGET|Y$ debe un favor a $CHARACTER|Y$;;;;;;;;;x
REMOVE_FAVOR_EFFECT;$TARGET|Y$ no longer owes $CHARACTER|Y$ a favor;$TARGET|Y$ ne doit plus de faveur à $CHARACTER|Y$;$TARGET|Y$ schuldet $CHARACTER|Y$ keinen Gefallen mehr;;$TARGET|Y$ ya no debe un favor a $CHARACTER|Y$;;;;;;;;;x

UNIT_REINFORCE_EFFECT;Army is reinforced by $PERC|Y$ of maximum army size\n;Les troupes commandées obtiennent $PERC|Y$ de renforts\n;Befehligte Truppen werden um $PERC|Y$ verstärkt\n;;Los soldados comandados son reforzados por $PERC|Y$\n;;;;;;;;;x
UNIT_INVERTREINFORCE_EFFECT;Army loses $PERC|Y$ of maximum army size\n;$PERC|Y$ des troupes commandées sont éliminées\n;$PERC|Y$ der befehligten Truppen sind gefallen\n;;$PERC|Y$ de los soldados comandados es asesinado\n;;;;;;;;;x

UNIT_MORALE_EFFECT;Troops gain $PERC|Y$ morale\n;Les troupes bénéficient de $PERC|Y$ en moral\n;Truppen erhalten $PERC|Y$ Moral\n;;Los soldados logran $PERC|Y$ moral\n;;;;;;;;;x

CUT_MERCENARY_CREATOR_RELATION;$MERCENARY|Y$ cut the relation with $CREATOR|Y$;$MERCENARY|Y$ a rompu ses relations avec $CREATOR|Y$;$MERCENARY|Y$ hat die Beziehungen zu $CREATOR|Y$ abgebrochen;;$MERCENARY|Y$ cortó a la relación con $CREATOR|Y$;;;;;;;;;x
CUT_MERCENARY_CREATOR_RELATION_NOT;$MERCENARY|Y$ did not cut the relation with $CREATOR|Y$;$MERCENARY|Y$ n'a pas rompu ses relations avec $CREATOR|Y$;$MERCENARY|Y$ hat die Beziehungen zu $CREATOR|Y$ nicht abgebrochen;;$MERCENARY|Y$ no cortó la relación con $CREATOR|Y$;;;;;;;;;x

ENABLE_COUNCIL_VOTING_ON_ISSUE;$ISSUE|Y$ can be voted on by the council\n;Le Conseil peut voter sur $ISSUE|Y$\n;$ISSUE|Y$ ist zur Abstimmung durch den Rat freigegeben\n;;$ISSUE|Y$ puede ser votado por el Consejo\n;;;;;;;;;x
DISABLE_COUNCIL_VOTING_ON_ISSUE;$ISSUE|Y$ can not be voted on by the council\n;Le Conseil ne peut pas voter sur $ISSUE|Y$\n;$ISSUE|Y$ ist zur Abstimmung durch den Rat nicht freigegeben\n;;$ISSUE|Y$ no puede ser votado por el Consejo\n;;;;;;;;;x

SET_SIPHON_FACTOR_TO_EFFECT;The payment factor for $TITLE|Y$ is set to §Y$VALUE$%§!;Le facteur de paiement pour $TITLE|Y$ est fixé à §Y$VALUE$%§!;Zahlungsfaktor für $TITLE|Y$ wird festgelegt auf §Y$VALUE$%§!;;El factor de pago $TITLE|Y$ está fijado en §Y$VALUE$%§!;;;;;;;;;x

STEAL_POPULATION_SCALED_EFFECT;Steal $PERCENTAGE|Y%$ §YPopulation§! from $FROM|Y$ to $TO|Y$\n;S'empare de $PERCENTAGE|Y%$ de la §Ypopulation§! de $FROM|Y$ pour $TO|Y$\n;$PERCENTAGE|Y%$ der §YBevölkerung§! aus $FROM|Y$ stehlen und nach $TO|Y$ bringen\n;;Robar $PERCENTAGE|Y%$ §YPoblación§! de $FROM|Y$ a $TO|Y$\n;;;;;;;;;x

REMOVE_GUARDIAN_EFFECT;$GUARDIAN|Y$ stops being the guardian of $WHO|Y$\n;$GUARDIAN|Y$ abandonne la tutelle de $WHO|Y$\n;$GUARDIAN|Y$ hört auf, der Vormund von $WHO|Y$ zu sein\n;;$GUARDIAN|Y$ deja de ser el tutor de $WHO|Y$\n;;;;;;;;;x

CANCEL_CRUSADE_EFFECT;The Crusade will be canceled;La croisade sera annulée;Der Kreuzzug wird abgesagt;;Se cancelará la cruzada;;;;;;;;;x

CHANGE_CRUSADE_POT_EFFECT;The Crusade War Chest for $TYPE|Y$ changes by $AMOUNT|+0$;Les coffres de guerre de type '$TYPE|Y$' de la croisade change de $AMOUNT|+0$;Die $TYPE|Y$-Kriegskasse des Kreuzzugs ändert sich um $AMOUNT|+0$;;El cofre de guerra de $TYPE|Y$ de la cruzada cambia en $AMOUNT|+0$;;;;;;;;;x

CLEAR_BANISH_REASONS_EFFECT;No longer has a reason to banish $WHO|Y$;N'a plus de raison de bannir $WHO|Y$;Hat nicht länger einen Grund $WHO|Y$ zu verbannen;;Ya no tiene motivo para desterrar a $WHO|Y$;;;;;;;;;x
CLEAR_EXECUTE_REASONS_EFFECT;No longer has a reason to execute $WHO|Y$;N'a plus de raison d'exécuter $WHO|Y$;Hat nicht länger einen Grund $WHO|Y$ hinzurichten;;Ya no tiene motivo para ejecutar a $WHO|Y$;;;;;;;;;x
CLEAR_INTERMARRY_EFFECT;Religion's intermarriage policy cleared;Politique de mariage interreligieux retirée;Religionspolitik der Mischehe gelöscht;;Despejada la política de matrimonios mixtos de la religión;;;;;;;;;x
CLEAR_PRISON_REASONS_EFFECT;No longer has a reason to imprison $WHO|Y$;N'a plus de raison d'emprisonner $WHO|Y$;Hat nicht länger einen Grund $WHO|Y$ einzusperren;;Ya no tiene motivo para tener en la cárcel a $WHO|Y$;;;;;;;;;x
CLEAR_REVOKE_REASONS_EFFECT;No longer has a reason to revoke titles from $WHO|Y$;N'a plus de raison de révoquer de titres à $WHO|Y$;Hat nicht länger einen Grund $WHO|Y$ Titel zu entziehen;;Ya no tiene motivo para revocar títulos de $WHO|Y$;;;;;;;;;x

CREATE_BLOODLINE_EFFECT;Becomes known as the founder of a §YBloodline§!, giving the following effects: \n$EFFECT$\n;Devient connu en tant que fondateur d'une §Ylignée§!, lui accordant les effets suivants: \n$EFFECT$\n;Wird als Begründer der §YBlutlinie§! bekannt, was folgende Auswirkung hat: \n$EFFECT$\n;;Es conocido como fundador del §Ylinaje§!, dando los efectos siguientes: \n$EFFECT$\n;;;;;;;;;x

CRUSADE_DISTRIBUTE_POT;Distribute $FRACTION|%Y0$ of the Crusade War Chest;Distribue $FRACTION|%Y0$ des coffres de guerre de la croisade;Verteilt $FRACTION|%Y0$ der Kriegskasse des Kreuzzugs;;Distribuye un $FRACTION|%Y0$ del Cofre de guerra de la cruzada;;;;;;;;;x
CRUSADE_DISTRIBUTE_POT_TYPED;Distribute $FRACTION|%Y0$ of the Crusade $TYPE|Y$ War Chest;Distribue $FRACTION|%Y0$ des coffres de guerre de type '$TYPE|Y$' de la croisade;Verteilt $FRACTION|%Y0$ der $TYPE|Y$-Kriegskasse des Kreuzzugs;;Distribuye un $FRACTION|%Y0$ del Cofre de guerra de $TYPE|Y$ de la cruzada;;;;;;;;;x
CRUSADE_DISTRIBUTE_POT_WITH_TARGET;Distribute $FRACTION|%Y0$ of the Crusade War Chest to $TARGET|Y$;Distribue $FRACTION|%Y0$ des coffres de guerre de la croisade à $TARGET|Y$;Verteilt $FRACTION|%Y0$ der Kriegskasse des Kreuzzugs an $TARGET|Y$;;Distribuye un $FRACTION|%Y0$ del Cofre de guerra de la cruzada a $TARGET|Y$;;;;;;;;;x
CRUSADE_DISTRIBUTE_POT_WITH_TARGET_TYPED;Distribute $FRACTION|%Y0$ of the Crusade $TYPE|Y$ War Chest to $TARGET|Y$;Distribue $FRACTION|%Y0$ des coffres de guerre de type '$TYPE|Y$' de la croisade à $TARGET|Y$;Verteilt $FRACTION|%Y0$ der $TYPE|Y$-Kriegskasse des Kreuzzugs an $TARGET|Y$;;Distribuye un $FRACTION|%Y0$ del Cofre de guerra de $TYPE|Y$ de la cruzada a $TARGET|Y$;;;;;;;;;x

DESTROY_BLOODLINE_EFFECT;The $BLOODLINE|Y$ bloodline fades into obscurity;La lignée $BLOODLINE|Y$ s'éteint;Die $BLOODLINE|Y$ Blutlinie verschwindet in die Vergessenheit;;El linaje $BLOODLINE|Y$ se pierde en la oscuridad;;;;;;;;;x

NAMED_CHARACTER_CREATED;$TYPE$ named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!\n;$TYPE$ s'appelant §Y$NAME$§! arrive à la Cour de §Y$EMPLOYER$§!\n;$TYPE$ mit dem Namen §Y$NAME$§! trifft am Hof von §Y$EMPLOYER$§! ein\n;;$TYPE$ de nombre §Y$NAME$§! se presenta en la corte de §Y$EMPLOYER$§!;;;;;;;;x

PLEDGE_CRUSADE_DEFENSE_EFFECT;§Y[Root.GetTitledFirstName]§! pledges [Root.GetHerHis] troops in defense against the Crusade;[Root.Get_Le_TitledFirstNameJ] promet d'engager ses troupes dans la défense contre la croisade;§Y[Root.GetTitledFirstName]§! verpflichtet [Root.GetHerHis]e Truppen zur Verteidigung gegen den Kreuzzug;;§Y[Root.GetTitledFirstName]§! promete tropas para la defensa contra la cruzada;;;;;x
UNPLEDGE_CRUSADE_DEFENSE_EFFECT;§Y[Root.GetTitledFirstName]§! retracts [Root.GetHerHis] pledge to defend against the Crusade;[Root.Get_Le_TitledFirstNameJ] revient sur sa promesse d'engager ses troupes dans la défense contre la croisade;§Y[Root.GetTitledFirstName]§! zieht [Root.GetHerHis]e Verpflichtung, gegen den Kreuzzug zu verteidigen, zurück;;§Y[Root.GetTitledFirstName]§! se desdice de la promesa de defensa contra la cruzada;;;;;x

PLEDGE_CRUSADE_PARTICIPATION_EFFECT;§Y[Root.GetTitledFirstName]§! pledges [Root.GetHerHis] troops to the Crusade;[Root.Get_Le_TitledFirstNameJ] engage ses troupes dans la croisade;§Y[Root.GetTitledFirstName]§! verspricht [Root.GetHerHis]e Truppen dem kommenden Kreuzzug;;§Y[Root.GetTitledFirstName]§! promete sus tropas para la cruzada;;;;;x
UNPLEDGE_CRUSADE_PARTICIPATION_EFFECT;§Y[Root.GetTitledFirstName]§! retracts [Root.GetHerHis] pledge to the Crusade;[Root.Get_Le_TitledFirstNameJ] rompt sa promesse d'engagement dans la croisade;§Y[Root.GetTitledFirstName]§! zieht [Root.GetHerHis] Versprechen für den kommenden Kreuzzug zurück;;§Y[Root.GetTitledFirstName]§! se desdice de la promesa a la cruzada;;;;;x

REMOVE_BLOODLINE_MEMBER_EFFECT;$MEMBER|Y$ is no longer known as being a part of the $BLOODLINE|Y$ bloodline;$MEMBER|Y$ n'est plus reconnu comme membre de la  lignée $BLOODLINE|Y$;$MEMBER|Y$ ist nicht länger Teil der $BLOODLINE|Y$ Blutlinie;;$MEMBER|Y$ ya no es conocido como parte del $BLOODLINE|Y$ linaje;;;;;;;;;x

REMOVE_DYNASTY_MODIFIER_EFFECT;$MODIFIER|Y$ will be removed from the $DYNASTY|Y$ Dynasty;Le modificateur '$MODIFIER|Y$' sera retiré de la dynastie $DYNASTY|Y$;$MODIFIER|Y$ wird von der $DYNASTY|Y$-Dynastie entfernt;;Se retirará $MODIFIER|Y$ de la dinastía $DYNASTY|Y$;;;;;;;;;x

REMOVE_FROM_BLOODLINE_EFFECT;$MEMBER|Y$ is no longer known as being a part of the $BLOODLINE|Y$ bloodline;N'est plus reconnu comme membre de la lignée $BLOODLINE|Y$;Gehört nicht länger zur Blutlinie	 $BLOODLINE|Y$;;Ya no es conocido como parte de los lineja $BLOODLINE|Y$;;;;;;;;;x

REMOVE_INTERMARRY_EFFECT;Religion can no longer intermarry with $RELIGION|Y$ characters;La religion ne permet plus le mariage avec des personnes de foi $RELIGION|Y$;Religion kann jetzt KEINE Ehen mit §Y$RELIGION$en§! eingehen;;Religión ahora no permite matrimonios mixtos con $RELIGION|Y$;;;;;;;;;x

REMOVECONSORTEFFECT_MALE;$CONSORT|Y$ will no longer be a consort of $WHO|Y$\n;$CONSORT|Y$ ne sera plus un concubin de $WHO|Y$\n;$CONSORT|Y$ ist nicht länger der Konkubinator von $WHO|Y$\n;;$CONSORT|Y$ ya no será concubino de $WHO|Y$\n;;;;;;;;;x

SET_AI_AGGRESSION_EFFECT;AI aggression set to $VALUE|Y%$;L'agressivité de l'IA est fixée à $VALUE|Y%$;KI-Aggression ist auf $VALUE|Y%$ gesetzt;;Agresión de IA fijada en $VALUE|Y%$;;;;;;;;;x

SET_ALLOW_LOOTING_EFFECT;The religion now allows raiding;La religion permet maintenant le pillage;Die Religion erlaubt jetzt Plünderungen;;La religión ahora permite asaltos;;;;;;;;;x
SET_NOT_ALLOW_LOOTING_EFFECT;The religion now does NOT allow raiding;La religion ne permet plus le pillage;Die Religion erlaubt jetzt KEINE Plünderungen;;La religión ahora NO permite asaltos;;;;;;;;;x

SET_ALLOW_RIVER_MOVEMENT_EFFECT;The religion now allows river movement;La religion permet maintenant les déplacements fluviaux;Die Religion erlaubt jetzt das BBefahren von Flüssen;;La religión ahora permite movimiento fluvial;;;;;;;;;x
SET_NOT_ALLOW_RIVER_MOVEMENT_EFFECT;The religion now does NOT allow river movement;La religion ne permet plus les déplacements fluviaux;Die Religion erlaubt jetzt NICHT das Befahren von Flüssen;;La religión ahora NO permite movimiento fluvial;;;;;;;;;x

SET_AUTOCEPHALY_EFFECT;Religion now has autocephaly;La religion est autocéphale;Religion hat jetzt Autokephalie;;Religión ahora tiene autocefalia;;;;;;;;;x
SET_NOT_AUTOCEPHALY_EFFECT;Religion now does NOT have autocephaly;La religion n'est pas autocéphale;Religion hat jetzt KEINE Autokephalie;;Religión ahora NO tiene autocefalia;;;;;;;;;x

SET_BROTHER_SISTER_MARRIAGE_EFFECT;Religion now allows brother-sister marriages;La religion permet maintenant des mariages entre frère et soeur;Religion erlaubt jetzt Bruder-Tochter-Hochzeiten;;Religión ahora permite matrimonios de hermanos;;;;;;;;;x
SET_NOT_BROTHER_SISTER_MARRIAGE_EFFECT;Religion now does NOT allow brother-sister marriages;La religion ne permet plus de mariages entre frère et soeur;Religion erlaubt jetzt KEINE Bruder-Tochter-Hochzeiten;;Religión ahora NO permite matrimonios de hermanos;;;;;;;;;x

SET_CAN_CALL_CRUSADE_EFFECT;Religion head can now call Crusades;Le chef religieux peut maintenant appeler des croisades;Religionsoberhaupt kann jetzt Kreuzzüge ausrufen;;Líder religioso ahora puede hacer llamamientos a la cruzada;;;;;;;;;x
SET_NOT_CAN_CALL_CRUSADE_EFFECT;Religion head can now not call Crusades;Le chef religieux ne peut plus appeler des croisades;Religionsoberhaupt kann jetzt KEINE Kreuzzüge ausrufen;;Líder religioso ahora NO puede hacer llamamientos a la cruzada;;;;;;;;;x

SET_CAN_EXCOMMUNICATE_EFFECT;Religion now allows excommunication;La religion permet maintenant l'excommunication;Religion erlaubt jetzt die Exkommunizierung;;Religión ahora permite excomunión;;;;;;;;;x
SET_NOT_CAN_EXCOMMUNICATE_EFFECT;Religion now does NOT allow excommunication;La religion ne permet plus l'excommunication;Religion erlaubt jetzt NICHT die Exkommunizierung;;Religión ahora NO permite excomunión;;;;;;;;;x

SET_CAN_GRANT_CLAIM_EFFECT;Religion head can now grant claims;Le chef religieux accorde maintenant des revendications;Religionsoberhaupt kann jetzt Ansprüche bewilligen;;Líder religioso ahora puede conceder derechos;;;;;;;;;x
SET_NOT_CAN_GRANT_CLAIM_EFFECT;Religion head can now NOT grant claims;Le chef religieux n'accorde plus de revendications;Religionsoberhaupt kann jetzt KEINE Ansprüche bewilligen;;Líder religioso ahora NO puede conceder derechos;;;;;;;;;x

SET_CAN_GRANT_DIVORCE_EFFECT;Religion head can now grant divorces;Le chef religieux peut maintenant accorder des divorces;Religionsoberhaupt kann jetzt Scheidungen gewähren;;Líder religioso ahora puede conceder divorcios;;;;;;;;;x
SET_NOT_CAN_GRANT_DIVORCE_EFFECT;Religion head can now NOT grant divorces;Le chef religieux ne peut plus accorder de divorces;Religionsoberhaupt kann jetzt KEINE Scheidungen gewähren;;Líder religioso ahora NO puede conceder divorcios;;;;;;;;;x

SET_CAN_GRANT_INVASION_EFFECT;Religion head can now grant invasions;Le chef religieux accorde maintenant des invasions;Religionsoberhaupt kann jetzt Invasionen bewilligen;;Líder religioso ahora puede conceder invasiones;;;;;;;;;x
SET_NOT_CAN_GRANT_INVASION_EFFECT;Religion head can now NOT grant invasions;Le chef religieux n'accorde plus d'invasions;Religionsoberhaupt kann jetzt KEINE Invasionen bewilligen;;Líder religioso ahora NO puede conceder invasiones;;;;;;;;;x

