#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

adopt_republicanism;Found Merchant Republic;Fonder une république marchande;Handelsrepublik gründen;;Fundar una República Mercante;;;;;;;;;x
tb_hillfort_1_desc;A simple earthen hillfort will provide limited defence against our enemies.;Un fort rudimentaire en terre battue construit sur une colline fournit une défense limitée contre nos ennemis.;Eine einfache, aus Erde aufgeschüttete Hügelfestung bietet gewissen Schutz vor Feinden.;;Un simple castro de adobe proporcionará una defensa limitada contra nuestros enemigos.;;;;;;;;;x
tb_hillfort_2_desc;With wooden palisades our hillfort will provide even more defence.;Avec une palissade en bois, notre fort sera mieux défendu.;Durch eine Holzpalisade bietet unsere Hügelfestung noch mehr Schutz.;;Con empalizadas de madera nuestro castro ofrecerá una mayor defensa.;;;;;;;;;x
tb_hillfort_3_desc;Reinforcing our wooden palisades with stone will strengthen the fort.;Une palissade en bois renforcée par de la pierre renforcera notre fort.;Eine Verstärkung der Holzpalisade würde unsere Festung noch besser schützen.;;Reforzando nuestras empalizadas de madera con piedras fortaleceremos la fortaleza.;;;;;;;;;x
tb_hillfort_4_desc;With the use of stone walls our hillfort will stand strong.;Grâce à ses murs de pierre, notre fort sera résistant.;Die Verwendung von Stein wird unsere Hügelfestung stärken.;; Con el uso de muros de piedra, nuestro poblado fortificado se mantendrá fuerte.;;;;;;;;;x
tb_market_town_1;Market Village;Village marchand;Marktdorf;;Aldea Comercial;;;;;;;;;x
tb_market_town_1_desc;Establishing a permanent village in our settlement is essential in order to improve our trade.;Établir un village permanent dans notre colonie est essentiel pour le développement du commerce.;Die Gründung eines Dorfes ist entscheidend für die Förderung des Handels in unserer Siedlung.;;Para mejorar nuestro comercio, es de vital importancia que establezcamos un pueblo estable en nuestro asentamiento.;;;;;;;;;x
tb_market_town_2;Market Town;Ville marchande;Marktstädtchen;;Ciudad Comercial   ;;;;;;;;;x
tb_market_town_2_desc;Further expanding the village to a town will allow even more inhabitants to settle down to improve our trade.;Agrandir le village pour en faire une ville permettra à davantage d'habitants de s'installer, ce qui développera le commerce.;Der Ausbau des Dorfes zu einem Städtchen erlaubt die Ansiedlung weiterer Einwohner. Dies fördert den Handel.;;Impulsar una expansión de aldea a ciudad, permitirá albergar más habitantes y mejorar nuestro comercio.;;;;;;;;;x
tb_market_town_3;Market City;Cité marchande;Marktstadt;;Metrópoli Comercial;;;;;;;;;x
tb_market_town_3_desc;With some coin, the town will grow into a city with many traders and will improve our trade.;Avec un peu d'investissement, la ville deviendra une cité. Elle abritera de nombreux commerçants, et notre commerce ne s'en portera que mieux.;Durch eine kleine Investition wird aus dem Städtchen eine Stadt, die viele Händler anzieht und unseren Handel fördert.;;Con algunas monedas, la ciudad se convertirá en una metrópoli con multitud de comerciantes y mejorará nuestro comercio.;;;;;;;;;x
tb_market_town_4;Large Market City;Grande cité marchande;Große Marktstadt;;Gran Metrópoli Comercial;;;;;;;;;x
tb_market_town_4_desc;The city will grow large and hold many trade posts, as any trade centre ought to.;La cité va grandir et accueillir de nombreux comptoirs.;Die Stadt wird sich entwickeln und viele Handelsniederlassungen gründen, so wie es bei einem Handelszentrum üblich ist.;;La ciudad crecerá de manera sustancial y albergará muchos puestos comerciales, como todo centro comercial que se precie.;;;;;;;;;x
tb_militia_barracks_desc;This is where our settlers readies for war.;C'est ici que nos colons se préparent à la guerre.;Hier bereiten sich unsere Siedler auf den Krieg vor.;;Aquí es donde nuestros aldeanos se preparan para la guerra.;;;;;;;;;x
tb_practice_range_1;Practice Range;Camp de tir;Schießplatz;;Campo de Prácticas;;;;;;;;;x
tb_practice_range_2;Practice Range;Camp de tir;Schießplatz;;Campo de Prácticas;;;;;;;;;x
tb_practice_range_3;Practice Range;Camp de tir;Schießplatz;;Campo de Prácticas;;;;;;;;;x
tb_practice_range_4;Practice Range;Camp de tir;Schießplatz;;Campo de Prácticas;;;;;;;;;x
tb_practice_range_desc;The tribal archers meet here to compete and to practice their marksmanship skills.;Les archers tribaux se rendent ici pour s'affronter et s'entraîner.;Hier versammeln sich die Bogenschützen des Stammes, um ihre Zielsicherheit zu verbessern.;;Los arqueros tribales se encuentran aquí para competir y practicar su puntería.;;;;;;;;;x
tb_steppe_barracks_1;Barracks;Camp militaire;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_2;Barracks;Camp militaire;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_3;Barracks;Camp militaire;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_4;Barracks;Camp militaire;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_stable_1;Stable;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_2;Stable;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_3;Stable;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_4;Stable;Écurie;Ställe;;Establo;;;;;;;;;x
tb_training_grounds_desc;Our militia assembles here to train and arm themselves.;Nos miliciens viennent ici s'entraîner et s'armer.;Hier versammelt sich unsere Miliz zu Übungen und zur Bewaffnung.;;        Nuestra milicia se congrega aquí para armarse y entrenarse.;;;;;;;;;x
tb_war_camp_1;War Camp;Camp militaire;Kriegslager;;Campamento de guerra;;;;;;;;;x
tb_war_camp_2;War Camp;Camp militaire;Kriegslager;;Campamento de guerra;;;;;;;;;x
tb_war_camp_3;War Camp;Camp militaire;Kriegslager;;Campamento de guerra;;;;;;;;;x
tb_war_camp_4;War Camp;Camp militaire;Kriegslager;;Campamento de guerra;;;;;;;;;x
tb_war_camp_desc;This is where the tribal warriors gather to hone their skills in preparation for times of war.;C'est ici que les guerriers tribaux s'entraînent en préparation de la guerre.;Hier sammeln sich die Stammeskrieger, um in Vorbereitung auf den Krieg ihre Kampfkünste zu verbessern.;;Aquí es donde los guerreros tribales se reúnen para perfeccionar sus habilidades para los tiempos de guerra.;;;;;;;;;x
title_appointed_regent;Designated Regent;Régent désigné;Ernannter Regent;; Regente Nombrado;;;;;;;;;x
title_appointed_regent_desc;This character will become the Regent if one is needed.;Ce personnage deviendra régent s'il en faut un.;Diese Person wird im Bedarfsfall zum Regenten ernannt.;;Este personaje se convertirá en el Regente si es necesario;;;;;;;;;x
TITLE_USURPTION_TEMPORARY_TITLE;Neither temporary title holders nor their vassals can usurp any titles;Ni les titulaires de titres temporaires ni leurs vassaux ne peuvent usurper un titre.;Weder Halter von temporären Titel noch ihre Vasallen können Titel übernehmen.;; Ni los poseedores de títulos temporales ni sus vasallos pueden usurpar ningún título.;;;;;;;;;x
TRAIT_OPINION_TRIBAL;Tribal Opinion: $VALUE$;Opinion de la part des personnages tribaux : $VALUE$;Stammesmeinung: $VALUE$;;Opinión tribal: $VALUE$;;;;;;;;;x
tribal_organization_0_desc;With low organization chiefs have barely any control over their vassals.;En raison de cette faible organisation, les chefs ont peu de contrôle sur leurs vassaux.;Bei geringer Stammesorganisation sind die Häuptlinge beinahe machtlos gegenüber ihren Vasallen.;;Con una baja organización, los jefes no tienen apenas control sobre sus vasallos.;;;;;;;;;x
tribal_organization_1_desc;Chiefs have limited power over their vassals.;Les chefs ont un pouvoir limité sur leurs vassaux.;Häuptlinge haben beschränkte Macht über ihre Vasallen.;;Los jefes tienen un poder limitado sobre sus vasallos.;;;;;;;;;x
tribal_organization_2_desc;The power of vassals and liege chiefs are somewhat balanced.;La répartition des pouvoirs entre les vassaux et leur chef est relativement équilibrée.;Die Macht von Vasallen und Häuptlingen ist einigermaßen ausgeglichen.;;El poder de los vasallos y el de los señores feudales están equilibrados.;;;;;;;;;x
tribal_organization_3_desc;Chiefs are gaining in power over their vassals.;Les chefs gagnent de l'influence sur leurs vassaux.;Die Macht der Häuptlinge über ihre Vasallen nimmt zu.;;Los jefes están ganando poder sobre sus vasallos.;;;;;;;;;x
tribal_organization_4_desc;Chiefs have control over their vassals, with laws similar to that of feudal lords.;Les chefs ont le contrôle de leurs vassaux avec des lois comparables à celles des seigneurs féodaux.;Häuptlinge kontrollieren ihre Vasallen mit Gesetzen, die jenen der feudalen Fürsten gleichen.;;Los jefes tienen control sobre sus vasallos, con leyes parecidas a las de los señores feudales.;;;;;;;;;x
tribal_organization_desc;Tribal Organization is the counterpart to the feudal Crown Authority laws. However, even highly organized tribes have low control over their vassals.;L'organisation tribale est le pendant des lois féodales touchant à l'autorité de la Couronne. Cependant, même les tribus les plus organisées n'ont que peu de contrôle sur leurs vassaux.;Stammesorganisation ist das Äquivalent zur feudalen Kronautorität. Allerdings haben selbst gutorganisierte Stämme nur wenig Kontrolle über ihre Vasallen.;;La Organización Tribal es la homóloga a las leyes de la Autoridad de la Corona feudal. No obstante, hasta las tribus mejor organizadas tienen poco control sobre sus vasallos.;;;;;;;;;x
TRIBAL_VASSAL_TAX_MODIFIER;Tribal Vassal Tax;Impôt de la part des vassaux tribaux;Stammesvasallensteuer;;Impuesto Vasallo Tribal;;;;;;;;;x
TRIBAL_VIEW_ON_TRAIT;Tribal view on $TRAIT$: $VALUE$;Opinion de la part des personnages tribaux sur le trait '$TRAIT$' : $VALUE$;Haltung eines Stammes gegenüber $TRAIT$: $VALUE$;; Vista tribal en $TRAIT$: $VALUE$;;;;;;;;;x
tut_0a_15;Vassal Limit. Going over the limit will have a negative effect on the amount of taxes and levies you get from your vassals, and you might lose the grip of your vassals upon death. Remedy this by giving your vassals higher tier titles to allow them to have vassals on their own. Hover over the number to see where the limit is coming from.;Nombre limite de vassaux. Le dépasser aura un impact négatif sur les impôts et les troupes que vous recevrez de vos vassaux. De plus, certains pourraient se rebeller à votre mort. Remédiez à cette situation en donnant à vos vassaux des titres plus élevés pour leur permettre d'avoir eux-mêmes des vassaux. Placez votre pointeur sur le nombre pour comprendre d'où provient cette restriction.;Vasallenlimit: Wenn Ihr das Limit überschreitet, hat dies einen negativen Effekt auf die Steuer- und Truppentribute von Euren Vasallen. Nach Eurem Tod verliert Ihr außerdem unter Umständen die Kontrolle über bestimmte Vasallen. Ihr könnt dies verhindern, indem Ihr Euren Vasallen höhere Titel verleiht, so dass sie eigene Vasallen haben können. Bewegt die Maus über die Zahl, um zu erfahren, wie sich das Limit errechnet.;;Límite de Vasallos. Superar el límite tendrá un efecto negativo en la cantidad de impuestos recaudados y levas conseguidas de tus vasallos y, tras la muerte, puede que pierdas el control de tus vasallos. Esto se soluciona concediendo a tus vasallos títulos de más alto rango que les permitan tener sus propios vasallos. Pasa el cursor por encima el número para ver de dónde sale el límite.;;;;;;;;;x
tut_4a_8;If we for example want to make a character to like us a bit more, we can grant them an honorary title. Click the 'award honorary title' button. The Court Jester title is not very nice to give someone if you want to stay on their good side. Click Keeper of the Swans instead.;Si par exemple nous voulons que quelqu'un nous apprécie un peu plus, nous pouvons lui donner un titre honorifique. Cliquez sur 'donner un titre honoraire'. Le titre de bouffon de la cour n'est pas le meilleur choix si vous voulez que cette personne vous apprécie. Donnez-lui plutôt le titre de gardien des cygnes.;Wenn wir beispielsweise unser Ansehen bei einer bestimmten Person erhöhen möchten, können wir ihr einen Ehrentitel verleihen. Klickt hierzu auf die Schaltfläche "Ehrentitel verleihen". Es wäre nicht besonders nett, jemandem, der uns gewogen bleiben soll, den Titel Hofnarr zu verleihen. Klickt stattdessen auf "Königlicher Schwanenhüter".;;Si, por ejemplo, queremos a un personaje de gustarnos un poco más, le podemos conceder un título honorario. Haz clic en el botón "conceder título honorario". El título de Bufón de la Corte no es el más adecuado para concederlo a alguien a quien quieres caer bien. En vez de ello haz clic en Cuidador de los Cisnes.;;;;;;;;;x
tut_5a_21;You have the organization bar, the disband unit button and the split (create new unit) button. Then you have information on the number of ships, and towards the bottom we have the load capacity. This is how many troops will fit on the ships in this fleet. Unfortunately this number is a smaller number than the number of men in your current army, so select the army again. ;Ici se trouve la barre d'organisation, le bouton de démantèlement et le bouton de division (créer une unité). Ensuite se trouvent des données sur le nombre de navires, et plus bas, la charge utilisable. Cette dernière valeur correspond aux troupes que vous pouvez transporter avec cette flotte. Malheureusement, ce nombre est inférieur au nombre de soldats que vous possédez. Sélectionnez votre armée de nouveau.;Hier findet Ihr die Verwaltungsleiste, eine Schaltfläche zur Truppenauflösung sowie eine Schaltfläche zum Aufteilen (und Neuerstellen) einer Einheit. Außerdem gibt es Informationen über die Anzahl der Schiffe und im unteren Bereich auch über die Ladekapazität der Flotte. Sie gibt Aufschluss darüber, wie viele Soldaten auf die Schiffe geladen werden können. Leider ist diese Zahl kleiner als die der Männer in Eurer derzeitigen Armee, Ihr müsst die Armee also noch einmal auswählen.;;Tienes la barra de organización, el botón de disolver unidad y el botón dividir (crear nueva unidad). Así tienes información sobre el número de barcos y en la parte inferior tenemos la capacidad de carga. Éste es el número de tropas que caben en los barcos de esta flota. Desafortunadamente este número es menor al número de hombres que actualmente conforman tu ejército, así que selecciona el ejército de nuevo.;;;;;;;;;x
vassal_zun_judgement_decision;Have [Root.GetTitledFirstName] judged by Zun;Faire juger [Root.Get_le_TitledFirstName] par Zun;Lasst Zun ein Urteil über [Root.GetTitledFirstName] fällen;; Hacer juzgar a [Root.GetTitledFirstName] por Zun;;;;;;;;;x
vassal_zun_judgement_decision_desc;By having [Root.GetTitledFirstName] thrown into a pit in the middle of the desert, [Root.GetSheHe] shall be exposed to Zun for days and will be most likely given the 'justice' that [Root.GetSheHe] deserves.;En faisant jeter [Root.Get_le_TitledFirstName] dans un puits au beau milieu du désert, vous [Root.GetLeLa] soumettrez au jugement de Zun pendant plusieurs jours. [Root.GetIlElleCap] recevra alors la 'justice' qu'il mérite.;Indem wir [Root.GetTitledFirstName] in einer Grube mitten in der Wüste schmachten lassen, wo [Root.GetSheHe] tagelang Zun ausgesetzt sein wird, dürfte [Root.Getihmihr] die "Gerechtigkeit" zuteil werden, die [Root.GetSheHe] verdient.;;Habiendo arrojado a [Root.GetTitledFirstName] en un pozo en medio del desierto, estará expuesto a Zun durante días y obtendrá, más probablemente, la "justicia" que se merece.;;;;;;;;;x
vice_royalty_desc;Emperors can grant kingdoms or duchies to vassals as Viceroyalties. Such grants are not inherited and will revert back to the emperor when the Viceroy dies - a handy way of staying below your Vassal Limit.;Les empereurs peuvent donner des royaumes ou des duchés à leurs vassaux en tant que vice-royautés. Ces concessions ne sont pas héréditaires et reviennent à l'empereur à la mort du vice-roi. Une manière bien commode de ne pas dépasser votre limite de vassaux.;Kaiser können Vasallen mit Königreichen oder Herzogtümer belehnen, die dann als Vizekönigreiche gelten. Diese Lehen werden nicht vererbt, sondern fallen an den Kaiser zurück, wenn der Vizekönig stirbt. So ist es leichter, unter dem Vasallenlimit zu bleiben.;;Los emperadores pueden conceder reinos o ducados a los vasallos como Virreinatos. Otorgamientos como éste no se heredan y volverán al emperador cuando muera el virrey -una manera práctica de permanecer por debajo de tu Límite de Vasallos.;;;;;;;;;x
viking_age_cb_tooltip;Characters of Germanic religion now get new Casus Bellis.;Les personnages de religion germanique ont désormais un nouveau casus belli.;Charaktere germanischer Religionen erhalten nun neue Kriegsgründe.;;Ahora los personajes de la religión germánica consiguen nuevos CB:s;;;;;;;;;x
WAR_NAME_DECADENCE_USURPTION;$ORDER$$FIRST_ADJ$ Decadence Usurption;$ORDER$Usurpation $FIRST_ADJ$ par décadence;$ORDER$$FIRST_ADJ$e Dekadenz-Usurpation;;$ORDER$$FIRST_ADJ$ Usurpación de Decadencia;;;;;;;;;x
WELCOME_TEXT;In the game, you can play as any medieval ruler at any point in time, from a lowly count to a great emperor. When your character dies, you will need an heir to take over, and so on, down the ages. Unlike most other games, the starting situation is historical - and thus completely unbalanced. Check the estimated difficulty of a ruler before you start playing!;En jeu, vous pouvez jouer le rôle de n'importe quel souverain médiéval à n'importe quelle période, du petit comte jusqu'au grand empereur. Lorsque votre personnage meurt, votre héritier prend la relève, et ainsi de suite à travers les âges. À la différence des autres jeux, le contexte de départ est historique, et donc totalement déséquilibré. Pensez à vérifier la difficulté associée à un souverain avant de l'incarner !;Im Spiel könnt Ihr jeden mittelalterlichen Herrscher zu jedem beliebigen Zeitpunkt auswählen. Jedes Mal, wenn Eure Spielfigur stirbt, benötigt Ihr einen Erben, der Euer Erbe weiterführt. Anders als bei anderen Spielen ist die Ausgangssituation historisch und damit unausgewogen. Beachtet vor dem Start eines neuen Spiels die Einschätzung des Schwierigkeitsgrad des Herrschers, den Ihr auswählen möchtet!;;En el juego, puedes jugar como gobernante medieval de cualquier época, ya sea como modesto conde o como gran emperador. Cuando muera tu personaje, precisarás un heredero que tome el poder, y así sucesivamente a lo largo del tiempo. A diferencia de la mayoría de juegos, la situación inicial es histórica, por lo tanto totalmente desequilibrada. ¡Comprueba la estimación de dificultad de un gobernante antes de empezar a jugar!;;;;;;;;;x
winter_soldier_desc;This character has mastered the art of fighting during winter and knows how to turn the fierce elements into an advantage.;Ce personnage a maîtrisé l'art du combat hivernal et sait comment utiliser la nature hostile à son avantage.;Dieser Charakter ist ein Meister der Kriegsführung im Winter und weiß, wie man die unbarmherzigen Elemente zu seinem Vorteil einsetzen kann.;; Este personaje ha dominado el arte de la lucha durante el invierno y sabe cómo sacar partido de la fuerza de los elementos.;;;;;;;;;x
zun_judgement;Being Judged by Zun;Est jugé par Zun;Wartet auf das Urteil von Zun;;Siendo Juzgado por Zun;;;;;;;;;x
