AbrahamDLC;Sons of Abraham;Les Fils d'Abraham (Sons of Abraham);Sons of Abraham;;Hijos de Abraham;;;;;;;;;x
DLC_INTERESTING_CHAR_baudouin_latin_DESC;"Baudouin I was the first emperor of the Latin Empire. Before that, he was Baudouin of Flanders, one of the most prominent leaders of the Fourth Crusade. The sack of Constantinople and conquest of large parts of the Byzantine Empire laid the foundation of the Latin Empire."\n;Baudouin Ier fut le premier empereur de l'Empire latin. Avant cela, il était Baudouin de Flandre, l'un des plus éminents meneurs de la quatrième croisade. Le sac de Constantinople et la conquête de grandes parties de l'Empire byzantin ont jeté les bases de l'Empire latin. \n;"Baudouin I. war der erste Kaiser des Lateinischen Reiches. Davor war er Baudouin von Flandern, einer der bekanntesten Führer des Vierten Kreuzzugs. Die Plünderung Konstantinopels und die Eroberung großer Teile des Byzantinischen Reiches legten den Grundstein für das Lateinische Kaiserreich."\n;;Balduino fue el primer emperador del Imperio latino. Antes Balduino de Flandes, uno de los principales líderes de la Cuarta cruzada. El saqueo de Constantinopla y la conquista de grandes partes del Imperio bizantino pusieron los cimientos del Imperio latino.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_bjorn_ironside_DESC;"The ‘Ironside’ nickname stems from the legends that he never got wounded in battle due to the witchcraft his mother had used to make him invulnerable. The tales mentioning King Björn were written long after his reign and contained mythological elements, making the reliability of the source unproven."\n;Le surnom de 'Côtes-de-Fer' vient de la légende selon laquelle il n'a jamais été blessé au combat grâce à la sorcellerie que sa mère avait utilisée pour le rendre invulnérable. Les contes mentionnant le roi Björn ont été écrits longtemps après son règne et contenaient des éléments mythologiques, ce qui a fait douter de la fiabilité de la source. \n;"Der Spitzname "Eisenseite" leitet sich von den Legenden ab die besagen, dass er im Kampf durch die Zauberei seiner Mutter nie verwundet wurde. Die Erzählungen über König Björn wurden lange nach seiner Herrscher geschrieben und enthalten mythologische Elemente, die die Zuverlässigkeit der Quelle unbewiesen machen."\n;;El apodo de "Costilla de hierro" proviene de la leyenda de que nunca fue herido en la batalla debido a la brujería que empleó su madre para hacerlo invulnerable. Los cuentos que mencionan al rey Björn se escribieron mucho después de su reinado y contenían elementos mitológicos, lo que quita fiabilidad a la fuente.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_boleslaw_DESC;"King Boleslaw II of Poland had many nicknames, 'the Generous' and 'the Bold' are two examples. Boleslaw II is considered to be one of the most capable Piast rulers as he was the first Polish monarch to produce his coinage in quantity high enough to replace the foreign coins."\n;Le roi Boleslaw II de Pologne a eu beaucoup de surnoms, « le Généreux » et « le Téméraire » en sont deux exemples. Il est considéré comme l'un des souverains Piast les plus capables car il fut le premier monarque polonais à produire sa monnaie en quantité suffisante pour remplacer les pièces étrangères. \n;"König Boleslaw II. von Polen hatte viele Spitznamen. "Der Großzügige" und "Der Kühne" sind zwei Beispiele. Boleslaw II. gilt als einer der fähigsten der Piastenfürsten, da er der erste polnische Monarch war, der seine Münze in solch einer Menge produzierte, die ausreichte, um die ausländischen Münzen zu ersetzen."\n;;El Rey Boleslao II de Polonia tuvo muchos apodos, como el Generoso y el Temerario. Boleslao II es considerado uno de los Piastas más capaces, ya que fue el primer monarca polaco que acuñó suficiente cantidad de moneda como para reemplazar las monedas extranjeras.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_charlemagne_DESC;"Charlemagne, also known as King Karl I. He became king following his father's death, and initially had his brother as co-ruler, Carloman I. The suspicious sudden death of his brother's was the first steps for Charlemagne towards acquiring the Holy Roman Empire."\n;Charlemagne et son frère Carloman I devinrent rois après la mort de leur père. La mort subite suspecte de son frère fut la première étape pour Charlemagne vers la conquête de ce qui deviendra le Saint-Empire romain. \n;"Karl der Große, auch bekannt als König Karl I. wurde nach dem Tod seines Vaters König und hatte zunächst seinen Bruder Karlmann I. als Mitherrscher. Der verdächtige plötzliche Tod seines Bruders war der erste Schritt Karl des Großen zum Erwerb des Heiligen Römischen Reiches."\n;;Carlomagno, también conocido como rey Carlos. Se convirtió en rey a la muerte de su padre y al principio cogobernó con su hermano Carlomán. La sospechosa muerte repentina de su hermano fue el primer paso de Carlomagno para lograr lo que sería el Sacro Imperio Romano.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_DATE;Date: $ERA$, $YEAR$ AD;Date : $ERA$, $YEAR$ ap. J-C;Datum: $ERA$, $YEAR$ n. Chr.;;Fecha: $ERA$, $YEAR$ d.C.;;;;;;;;;x
DLC_INTERESTING_CHAR_dawit_II_DESC;"The Kingdom of Axum was a trading empire located in northern Ethiopia. It was a significant trade post on the commercial route between the Roman Empire and Ancient India. It’s also claimed to be the resting place of the Ark of the Covenant and the purported home of the Queen of Sheba."\n;Le royaume d'Aksoum était un empire commercial situé dans le nord de l'Éthiopie. C'était un important comptoir sur la route commerciale entre l'Empire romain et l'Inde. Ce serait également la dernière demeure de l'Arche de l'Alliance et le pays de la Reine de Saba. \n;"Das Königreich Axum war ein Handelsimperium im Norden Äthiopiens. Es war ein wichtiger Handelsposten auf der Handelsroute zwischen dem Römischen Reich und dem Alten Indien. Es wird auch behauptet, dass es die Ruhestätte der Bundeslade und die angebliche Heimat der Königin von Sava ist."\n;;El reino de Aksum fue un imperio comercial situado al norte de Etiopía. Fue un puesto comercial significante en la ruta entre el Imperio romano y la antigua India. También se afirma que ahí descansaba el Arca de la alianza, y es el supuesto hogar de la reina de Saba.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_dharmapala_DESC;"Dharmapala was the son of Gopala, the founder of the Pala Dynasty, the empire located in the Bengal region in the Indian Subcontinent. He significantly expanded the size of the Pala empire during his reign, and made his dynasty the most powerful of all in the northern and eastern India."\n;Dharmapala était le fils de Gopala, le fondateur de la dynastie Pala, l'empire situé dans la région du Bengale du sous-continent indien. Il a considérablement augmenté la taille de l'empire pendant son règne et a fait de sa dynastie la plus puissante du nord et de l'est de l'Inde. \n;"Dharmapala war der Sohn von Gonpala, dem Gründer der Pala-Dynastie und dem Reich in der Bengal-Region auf dem indischen Subkontinent. Er vergrößerte das Reich während seiner Herrschaft beträchtlich und machte seine Dynastie zur mächtigsten aller nördlichen und östlichen Inder."\n;;Dharmapala era hijo de Gopala, fundador de la dinastía Pala, el imperio situado en la región de Bengala del subcontinente indio. Aumentó significativamente el tamaño del Imperio pala durante su reinado, e hizo de su dinastía la más poderosa de todas al norte y este de la India.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_doge_oberto_DESC;"Located in the north Ligurian Sea, Genoa was an independent state from 1005 and is one of the essential historic ports on the Mediterranean. Through participation in the Crusades, Genoese gained additional soil in Northern Africa, the Middle East, and other areas."\n;Située au nord de la mer Ligurienne, Gênes était un État indépendant depuis 1005 et est l'un des ports historiques essentiels de la Méditerranée. Lors des croisades, les Génois ont gagné des terres supplémentaires en Afrique du Nord, au Moyen-Orient et dans d'autres régions. \n;"Genua liegt im Norden des Ligurischen Meeres und war 1005 ein unabhängiger Staat und einer der wichtigsten historischen Häfen im Mittelmeer. Durch die Teilnahme an den Kreuzzügen erlange Genua zusätzliches Land in Nordafrika, dem Nahen Osten und anderen Gebieten."\n;;Situada en el norte del Mar de Liguria, Génova fue un estado independiente desde 1005 y es uno de los puertos históricos esenciales del Mediterráneo. Mediante la participación en las Cruzadas, los genoveses ganaron terrenos extras en el Norte de África, Oriente Medio y otras áreas.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_el_cid_DESC;Rodrigo Díaz de Vivar, known as the folk-hero El Cid, was a Castilian military leader in medieval Spain. His famous military campaigns helped expand Castilian territory, and even after his exile, he returned to the Christian service fighting for his former Lord.;Rodrigo Díaz de Vivar, connu comme le héros populaire El Cid, était un chef militaire castillan de l'Espagne médiévale. Ses fameuses campagnes militaires ont permis d'élargir le territoire castillan et, même après son exil, il est retourné au service des chrétiens en combattant pour son ancien seigneur. Il a ordonné le siège de Valence qui tombe en 1094.;Rodrigo Díaz de Vivar, auch als Volksheld El Cid bekannt, war ein kastilischer Heerführer im mittelalterlichen Spanien. Seine berühmten Feldzüge trugen zur Erweiterung des kastilischen Territoriums bei und selbst nach seinem Exil kehrte er zum christlichen Dienst zurück und kämpfte für seinen früheren Herren.;;Rodrigo Díaz de Vivar, conocido como El Cid, fue un líder militar castellano de la España medieval. Sus famosas campañas militares ayudaron a extender el territorio castellano, e incluso tras ser exiliado, siguió sirviendo al bando cristiano luchando por su antiguo señor.;;;;;;;;;x
DLC_INTERESTING_CHAR_enrico_DESC;"Enrico Dandolo, a famous blind Patrician, 41st Doge of Venice but the first to swear an oath of office as he took on the role. Renowned for his leadership in the Fourth Crusade, Enrico is remembered to have ushered an era of prosperity to the Venetian Republic."\n;Enrico Dandolo, un célèbre patricien aveugle, 41e Doge de Venise mais le premier à prêter serment et à assumer ce rôle. Réputé pour son talent de meneur dans la quatrième croisade, Enrico est connu pour avoir apporté une ère de prospérité à la République de Venise. \n;"Enrico Dandolo ist ein berühmter blinder Patrizier, 41. Doge von Venedig und der erste, der einen Amtseid geleistet hat, als er die Rolle übernahm. Er war bekannt für seine Führungsstärke im Vierten Kreuzzug und man erinnert sich an Enrico als jemanden, der eine Ära des Wohlstands in der Republik von Venedig eingeläutet hat."\n;;Enrico Dandolo, famoso patricio ciego, 41º dux de Venecia, pero el primero en jurar su cargo al asumirlo. Reconocido por su liderazgo en la Cuarta Cruzada, Enrico es recordado por haber marcado el comienzo de una era de prosperidad para la república veneciana.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_erik_the_heathen_DESC;"Erik Årsäll is a semi-historical king of Sweden said to be the pagan contender for the Swedish throne after the death of King Stenkil. The war changed the kingdom and Christianity was disturbed to a high degree."\n;Erik Årsäll est un roi semi-historique de la Suède qui aurait été le prétendant païen au trône de Suède après la mort du roi Stenkil. La guerre a changé le royaume et le christianisme a été fortement perturbé. \n;"Erik Årsäll ist ein halbhistorischer König von Schweden, der nach dem Tod von König Stenkil als heidnischer Anwärter auf den schwedischen Thron galt. Der Krieg veränderte das Königreich und das Christentum wurde in hohen Maße gestört."\n;;Erik Årsäll es un rey semihistórico de Suecia, el supuesto pretendiente pagano por el trono sueco tras la muerte del rey Stenkil. La guerra cambió el reino y afectó en gran medida al cristianismo.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_fernando_of_castille_DESC;"Ferdinand III, nicknamed the Saint (El Santo), was one of the most successful kings of Castile and León but also the mastermind of the most expansive campaign of Reconquista. He led a twenty-year onslaught against the al-Andalus, taking all the Muslim part of Spain but the Emirate of Granada."\n;Ferdinand III, surnommé le Saint (El Santo), fut l'un des rois les plus réputés de Castille et León mais aussi le cerveau de la plus grande campagne de la Reconquista. Il a mené une attaque pendant vingt ans contre al-Andalus, prenant toute la partie musulmane de l'Espagne à l'exception de l'Émirat de Grenade. \n;"Ferdinand III, auch als der Heilige (El Santo) bekannt, war einer der erfolgreichsten Könige von Kastillien und León und auch derjenige, der die Reconquista plante. Er führte einen zwanzigjährigen Angriff geben al-Andalus, wobei er den gesamten muslimischen Teil Spaniens, abgesehen vom Emirat Granadas, übernahm."\n;;Fernando III, llamado el Santo, no solo fue uno de los reyes más exitosos de Castilla y León, sino también el cerebro de la campaña más expansiva de la Reconquista. Lanzó un embate de 20 años contra Al Ándalus, tomando todas las tierras musulmanas de España, salvo el emirato de Granada.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_garcia_DESC;"Being the youngest of three, García was given Galicia and Seville, while his eldest brother Sancho II received the Kingdom of Castile. His other brother, Alfonso VI, inherited the Kingdom of León. He was imprisoned by his siblings as they sought to capture his realm."\n;Étant le plus jeune des trois, García a reçu la Galice et Séville, tandis que son frère aîné, Sancho II, reçut le Royaume de Castille. Son autre frère, Alfonso VI, a hérité du Royaume de León. Il a été emprisonné par ses frères et soeurs lorsqu'ils cherchaient à s'emparer de son royaume. \n;"Als jüngster der drei Kinder erhielt Garcia Galizien und Sevilla, während sein ältester Bruder Sancho II. das Königreich von Kastillien erhielt. Sein anderer Bruder Alfons VI. erbte das Königreich von León. Garcia wurde von seinen Geschwistern eingesperrt, als sie versuchten sein Reich zu erobern."\n;;García, al ser el más joven de los tres hermanos, recibió Galicia y Sevilla. Mientras que su hermano mayor, Sancho II, recibió el reino de Castilla. Su otro hermano, Alfonso VI, heredó el reino de León. Fue encerrado por sus hermanos cuando intentaron conquistar su reino.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_genghis_khan_DESC;"Born as Temüjin, Genghis Khan was the founder of the Mongol Empire. He launched the Mongol invasions that conquered most of Eurasia. Many feared the Great Genghis Khan for his large-scale massacres of the civilian populations and supposedly unstoppable army."\n;Né Temüjin, Gengis Khan était le fondateur de l'Empire mongol. Il a lancé les invasions mongoles et conquit la majeure partie de l'Eurasie. Il était craint pour ses massacres à grande échelle des populations civiles et de l'armée réputée inarrêtable. \n;"Als Temüdschin geboren war Dschingis Khan der Gründer des mongolischen Reiches. Er begann die mongolischen Invasionen, die den größten Teil von Eurasien eroberten. Viele fürchteten den Großen Dschingis Khan wegen seiner großangelegten Massaker an der Zivilbevölkerung und seiner angeblich unaufhaltbaren Armee."\n;;Nacido con el nombre de Temujin, Gengis Kan fue el fundador del Imperio mongol. Él lanzó las invasiones mongolas que conquistaron la mayor parte de Eurasia. Muchos temían al Gran Gengis Kan por sus grandes masacres de la población civil y su ejército supuestamente imparable.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_gudrod_DESC;"Gudrød may have been a son or nephew of the King of Dublin. Little is known about him until he successfully took the island of Man from Fingal in 1079. Eventually, Gudrød was ousted from Dublin and fled to Islay, where he died in the plague of 1095."\n;Gudrød était peut-être un fils ou un neveu du roi de Dublin. On sait peu de choses de lui jusqu'à ce qu'il réussisse à prendre l'île de Man des mains de Fingal en 1079. Finalement, il fut évincé de Dublin et s'enfuit à Islay, où il mourut pendant la peste de 1095. \n;"Gudrød war ein Sohn oder Neffe des Königs von Dublin. Über ihn ist wenig bekannt, bis er 1079 die Insel Man erfolgreich von Fingal übernahm. Schließlich wurde Gudrød aus Dublin vertrieben und floh nach Islay, wo er bei der Pest von 1095 starb."\n;;Gudrød puede haber sido hijo o sobrino del rey de Dublín. Poco se sabe de él hasta que consiguió arrebatar la isla de Man  a Fingal l en 1079. Finalmente, Gudrød fue expulsado de Dublín y huyó a Islay, donde murió de peste en 1095.;;;;;;;;;x
DLC_INTERESTING_CHAR_guy_de_lusignan_DESC;Guy de Lusignan became king of Jerusalem in 1186 succeeding his step-son Baldwin V. Jerusalem fell into the hands of the Ayyubids after Guy's capture in Battle of Hattin. With his release, he besieged Acre, an act which rallied the Kings of Europe to begin the Third Crusade.;Guy de Lusignan devint roi de Jérusalem en 1186, succédant à son beau-fils Baudouin V. Jérusalem tomba aux mains des Ayyoubides peu après la capture de Guy lors de la bataille de Hattin. Après sa libération un an plus tard, il assiégea Acre, un acte qui a rallié les rois d'Europe pour commencer la troisième croisade.;Guy de Lusignan wurde 1186 als Nachfolger seines Stiefsohns Baldwin V. König von Jerusalem. Jerusalem fiel kurz nach Guys Gefangennahme in der Schlacht von Hattin in die Hände der Ayyubiden. Nach seiner Freilassung ein Jahr später belagerte er Acre, womit die Könige von Europa den dritten Kreuzzug begannen.;;Guido de Lusignan se convirtió en rey de Jerusalén en 1186, tras suceder a su hijastro Balduino V. Jerusalén cayó en manos de los ayyubíes tras la captura de Guido en la batalla de Hattin. Cuando fue liberado, sitió Acre, un acto que animó a los reyes de Europa a comenzar la Tercera cruzada.;;;;;;;;;x
DLC_INTERESTING_CHAR_henry_II_DESC;"Henry II was a driven man who was involved in many intrigues during his reign. While focused on restoring the lands of his grandfather, Henry I, his family was plotting on how they would inherit the realm."\n;Henri II était un homme déterminé impliqué dans de nombreux complots pendant son règne. Tandis qu'il se focalisait sur la restauration des terres de son grand-père Henri Ier, sa famille complotait sur la façon dont elle pourrait hériter du royaume. \n;"Heinrich II. war ein getriebener Mann, der während seiner Herrschaft in viele Intrigen verwickelt war. Während er sich darauf konzentrierte, wie er das Land seines Großvaters Heinrich I. wiederherstellt, planten seine Familienmitglieder bereits, wie sie das Reich erben würden."\n;;Enrique II fue un hombre impulsivo que se involucró en muchas intrigas durante su reinado. Mientras se centraba en restaurar las tierras de su abuelo, Enrique I, su familia conspiraba por la herencia del reino.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_herbert_DESC;"In 1066 the formerly great dynasty of Charlemagne had been reduced to ruling one mere County in France. Herbert's son, Eudes, would come to be the last living male member of the dynasty, dying without having produced any children while having earned the nickname ‘the Insane.’"\n;En 1066, l'ancienne grande dynastie de Charlemagne avait été réduite à gouverner un simple comté en France. Le fils d'Herbert, Eudes, devint le dernier homme vivant de la dynastie, mourant sans avoir engendré d'enfants et tout en ayant reçu le surnom de « fou ». \n;"Im Jahr 1066 wurde die ehemals große Dynastie von Karl dem Großen zu einer Grafschaft in Frankreich reduziert. Herberts Sohn Eudes würde das letzte lebende männliche Mitglied der Dynastie sein, ohne Kinder und während er sich den Spitznamen "der Wahnsinnige" verdient hatte."\n;;En 1066, la antaño gran dinastía carolingia se ha visto reducida a un solo condado de Francia. Eudes, hijo de Heriberto, sería el último varón de la dinastía al morir sin haber descendencia y ganándose el apodo de el Loco.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_Ioannes_DESC;"Ioannes II Komnenos was the second Byzantine Emperor to rule during the Komnenian restoration. He was a pious and dedicated monarch who focused on rebuilding the empire from the damage it had suffered from the battle of Manzikert. The empire's population recovered greatly."\n;Ioannes II Komnenos fut le deuxième empereur byzantin à régner pendant la restauration comnène, un monarque pieux et dévoué qui se concentra sur la reconstruction de l'empire après les dégâts de la bataille de Manzikert. \n;"Johannes II. Komnenos war der zweite byzantinische Kaiser, der während der Komnenianischen Restauration herrschte. Er war ein frommer und hingebungsvoller Monarch, der sich darauf konzentrierte, das Reich von dem Schaden, das es durch die Schlacht von Manzikert erlitten hatte, wieder aufzubauen. Die Bevölkerung des Reiches erholte sich stark."\n;;Juan II Comneno fue el segundo de los emperadores bizantinos de la restauración comnena . Monarca piadoso y dedicado, se centró en reconstruir el imperio tras los daños sufridos en la batalla de Mazinkert. La población del imperio se recuperó en gran número. \n;;;;;;;;;x
DLC_INTERESTING_CHAR_ivar_the_boneless_DESC;"There are multiple theories for how this Viking leader got the nickname 'the boneless.' Some say it was the result of a curse, and others think it's the result of miscommunication. While the sagas detail his physical disability, they also highlight his mastery of strategy as he invaded what is now England."\n;Il y a de multiples théories sur la façon dont ce chef viking a reçu le surnom « le Désossé ». Certains disent que c'est le résultat d'une malédiction et d'autres pensent que c'est le résultat d'un manque de communication. Alors que les sagas détaillent son handicap physique, elles soulignent aussi sa maîtrise de la stratégie puisqu'il a envahi ce qui deviendra l'Angleterre. \n;"Es gibt verschiedene Theorien darüber, wie dieser Wikingeranführer den Spitznamen "der Knochenlose" erhielt. Einige sagen, dass es das Ergebnis eines Fluchs war und andere, dass es das Ergebnis von Missverständnissen sei. Obwohl die Sagen seine körperliche Behinderung beschreiben, betonen sie auch seine Beherrschung der Militärstrategie, als er in das heutige England eindrang."\n;;Hay múltiples teorías sobre cómo este líder vikingo obtuvo el apodo de 'el Deshuesado'. Algunos dicen que fue el resultado de una maldición y otros piensan que es el resultado de un error de comunicación. Si bien las sagas detallan su discapacidad física, también destacan su dominio de la estrategia al invadir lo que hoy es Inglaterra.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_jimofuta_DESC;"The Zunbil was a royal dynasty that ruled from the 7th century in Zabulistan, the south of the Hindu Kush in present southern Afghanistan region. The dynasty worshipped the sun, which had parallels with the Hindu god, Surya. Their reign lasted until the Saffarid conquest in 870 AD."\n;Les Zunbil étaient une dynastie royale qui régna à partir du VIIe siècle au Zaboulistan, au sud de l'Hindou Kouch dans la région actuelle du sud de l'Afghanistan. La dynastie adorait le soleil, analogue au dieu hindouiste, Surya. Leur règne a duré jusqu'à la conquête saffaride en 870 AD. \n;"Die Zunbil waren eine adlige Dynastie, die ab dem 7. Jahrhundert in Zabulistan, dem Süden des Hindukusch im heutigen Südafghanistan, regierten. Die Dynastie verehrte die Sonne, was Parallelen zum hinduistischen Gott Surya hatte. Ihre Herrschaft dauerte bis zur Eroberung durch die Saffariden im Jahr 870 n. Chr. an."\n;;Zunbil fue una dinastía real que gobernó desde el siglo VII en Zabulistán, al sur del Hindu Kush, sur del actual Afganistán. Esta dinastía adoraba al dios sol Zun, que tenía paralelismos con el dios hindú Surya. Su reinado duró hasta la conquista saffarí  en el año 870 d.C.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_kaiser_heinrich_DESC;"Heinrich IV is considered to be one of the most influential and important figures of the 11th century. One of the most famous events in his reign was the Investiture Controversy with the Papacy which made him unpopular with the church. He was excommunicated five times by three different popes."\n;Heinrich IV est considéré comme l'une des figures les plus influentes et les plus importantes du XIe siècle. L'un des événements les plus célèbres de son règne fut la controverse de l'investiture dans laquelle la papauté le rendit impopulaire auprès du clergé. Il a été excommunié cinq fois par trois papes différents. \n;"Heinrich IV. gilt als einer der einflussreichsten und bedeutendsten Persönlichkeiten des 11. Jahrhunderts. Eines der berühmtesten Ereignisse seiner Amtszeit war der Investiturstreit mit dem Papsttum, der ihn bei der Kirche unbeliebt machte. Er wurde fünfmal von drei verschiedenen Päpsten exkommuniziert."\n;;Enrique IV está considerado como una de las figuras más influyentes e importantes del siglo XI. Uno de los acontecimientos más famosos de su reinado fue la Controversia de la Investidura con el papado, lo que le hizo impopular en la iglesia, y fue excomulgado cinco veces por tres papas distintos.;;;;;;;;;x
DLC_INTERESTING_CHAR_kara_khitai_DESC;"Zhilugu's reign was plagued by numerous rebellions in the realm. A notable uprising was one instigated by Kuchlug in 1210, he rebelled against his father-in-law, seizing the treasury. Zhilugu defeated Kuchlug, but the Khagan was ambushed and captured by Kuchlug."\n;Le règne de Zhilugu fut confronté à de nombreuses rébellions. Un soulèvement notable a été un instigué par Kuchlug en 1210, qui s'est rebellé contre son beau-père et emparé du trésor. Zhilugu a vaincu Kuchlug, mais le Khagan a été pris en embuscade et capturé par Kuchlug. \n;"Zhilugus Herrschaft wurde von zahlreichen Aufständen geplagt. Einer der bemerkenswertesten Aufstände war der von Kuchlug im Jahr 1210, der gegen seinen Schwiegervater rebellierte und die Schatzkammer beschlagnahmte. Zhilugu besiegte Kuchlug, doch der Khagan wurde von Kuchlug überfallen und gefangen genommen."\n;;El reinado de Zhilugu estuvo plagado de numerosas rebeliones. Un levantamiento notable fue el instigado por Kuchlug en 1210, que se rebeló contra su suegro, apoderándose del tesoro. Zhilugu derrotó a Kuchlug, pero el kagan cayó en una emboscada y fue  capturado por Kuchlug.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_khagan_ozbeg_DESC;"Sultan Mohammed Özbeg, was the longest-reigning khan of the Golden Horde under its peak. He assumed the throne upon the death of his uncle Tokhta, and at first, many were against him. Özbeg spread Islam among his people and onwards, all future khans of the Golden Horde were Muslim."\n;Le sultan Mohammed Özbeg était le khan au plus long règne de la Horde d'Or à son apogée. Il a occupé le trône à la mort de son oncle Tokhta, et au début, beaucoup de personnes étaient contre lui. Il répandit l'islam parmi son peuple, et après lui, tous les khans de la Horde d'Or furent musulmans. \n;"Sultan Mohammed Özbeg war der am längsten regierende Khan der Goldenen Horde in ihrem Höhepunkt. Er nahm den Thron nach dem Tod seines Onkels Tohtu an und anfänglich waren viele gegen ihn. Özberg verbreitete den Islam in seinem Volk und alle zukünftigen Khane der Goldenen Horde waren Muslime."\n;;El sultán Mohammed Uzbeg fue el kan más longevo de la Horda de Oro en su cénit. Asumió el trono tras la muerte de su tío Toqta y al principio había mucha gente en su contra. Uzbeg difundió el islam entre su gente y en adelante, todos los futuros kanes de la Horda de Oro fueron musulmanes.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_maharaja_krishna_DESC;"Krishna I was the 2nd Emperor of the Rashtrakuta Empire. How exactly Krishna came to power is a discussed topic, some believe that he usurped the throne from his nephew Dantidurga, others think he ascended the throne after the death of Dantidurga."\n;Krishna Ier fut le 2e empereur de l'Empire des Rashtrakuta. Son accession au pouvoir est un sujet discuté. Certains croient qu'il a usurpé le trône de son neveu Dantidurga, tandis que d'autres qu'il est monté sur le trône après sa mort. \n;"Krishna I. war 2. Kaiser des Rashtrakuta Reiches. Wie genau Krishna an die Macht kam, ist unklar. Einige glauben, dass er den Thron seines Neffen Dantidurga unrechtmäßig übernommen hat und andere, dass er nach dem Tod von Dantidurga den Thron bestieg."\n;;Krishna I fue el segundo emperador del Imperio rashtrakuta. Se discute cómo llego al poder: algunos creen que usurpó el trono de su sobrino Dantidurga, otros creen que ascendió al trono tras la muerte de Dantidurga.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_maharaja_somesvara_DESC;"Somesvara I was the king of the Western Chalukyas. He launched several successes military conquests in Central India, expanding his vast empire. Near the end of his life, he contracted an incurable disease. Somesvara committed ritual suicide by drowning himself in the Tungabhadra river at Kuruvatti."\n;Somesvara I était le roi des Chalukyas occidentaux. Il a réussi plusieurs conquêtes militaires en Inde centrale, élargissant son vaste empire. Vers la fin de sa vie, il a contracté une maladie incurable. Il a commis un suicide rituel en se noyant dans la rivière Tungabhadra à Kuruvatti. \n;"Someshvara I. war der König des westlichen Chalukyas. Er begann mehrere militärische Eroberungen in Zentralasien und erweiterte sein dadurch sein riesiges Reich. Gegen Ende seines Lebens erkrankte er an einer unheilbaren Krankheit. Someshvara beging rituellen Selbstmord, indem er sich im Fluss Tungabhadra in Kuruvatt ertränkte."\n;;Somesvara I fue rey de los chalukya occidentales. Realizó varias campañas militares exitosas en el centro de la India, expandiendo su vasto imperio. Al final de sus días contrajo una enfermedad incurable, así que se suicidó ritualmente ahogándose en el río Tungabhadra, en Kuruvatti.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_manasseh_DESC;"Menasseh ben Zebulun was a Turkic Jewish ruler that most likely ruled in the late ninth century. As with other Bulanid rulers, it is unclear whether Menasseh was a spiritual ruler with limited powers or if his tasks were administration and military affairs."\n;Menasseh ben Zebulun était un dirigeant juif turcique qui a probablement régné à la fin du IXe siècle. Comme pour d'autres dirigeants bulanides, on ne sait pas si c'était un dirigeant spirituel avec des pouvoirs limités ou si ses tâches étaient administratives et militaires. \n;"Menasseh ben Zebulun war ein türkisch-jüdischer Herrscher, der wahrscheinlich im späten neunten Jahrhundert herrschte. WIe bei anderen bulanidischen Herrschern ist unklar, ob Menesseh ein geistlicher Herrscher mit begrenzten Befugnissen war oder ob seine Aufgaben auch bei der Verwaltung und dem Militär lagen."\n;;Manasés ben Zabulón fue un gobernante judío túrcico que probablemente reinara a finales del siglo IX. Igual que pasa con los otros  gobernantes bulánidas, no queda claro si Manasés fue un gobernante espiritual con poderes limitados o si se encargaba de administración y asuntos militares.\n;;;;;;;;;x
DLC_INTERESTING_CHAR_matilda_DESC;"Known as La Gran Contessa, Matilda is remembered for her military accomplishments. As a firm supporter of Pope Gregory VII, she protected the Church from Emperor Henry IV who wished to inflict the finishing blow on the Church as a result of the Investiture Controversy."\n;Connue sous le nom de 'La Gran Contessa', on se souvient de Mathilde pour ses exploits militaires. En tant que fervente partisane du pape Grégoire VII, elle protégea l'Église contre l'empereur Henri IV qui voulait porter le coup fatal à l'Église à la suite de la controverse sur l'investiture. \n;"Bekannt als Marktgräfin ist Matilda für ihre militärischen Leistungen bekannt. Als überzeuge Anhängerin von Papst Gregor VII. schütze sie die Kirche vor Kaiser Heinrich IV. der der Kirche durch den Investiturstreit den finalen Schlag versetzen wollte."\n;;Matilde, conocida como La gran condesa, es recordada por sus logros militares. Firme defensora del papa Gregorio VII, protegió la Iglesia del emperador Enrique IV, que buscaba dar el golpe final a la misma como resultado de la Controversia de la investidura.\n;;;;;;;;;x
