administration;Administration;Administration;Verwaltung;;Administración;;;;;;;;;x
succ_elective_gavelkind_desc;The titles of the ruler are divided among his children and the primary heir, who is elected from among the members of the ruling dynasty. The law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Destruction of titles under any form of Gavelkind succession is not allowed. On succession in kingdoms and empires, new kingdoms might be created for younger sons if possible. Junior heirs always get the choice to declare independence without a war.;Les titres du dirigeant sont répartis parmi ses enfants et son héritier principal, qui est élu parmi les membres de la dynastie dirigeante. La loi basée sur la primogéniture s'applique. Vous ne perdez pas de prestige si vous avez des fils sans terres et vous pouvez avoir un domaine §Y30%§! plus grand. Il n'est pas permis de détruire des titres qui sont régis par la succession par partage salique. Concernant la succession des royaumes et des empires, de nouveaux royaumes peuvent être créés pour les plus jeunes fils dans la mesure du possible. Les héritiers plus jeunes ont toujours le choix de déclarer l'indépendance sans guerre.;Die Titel des Herrschers werden unter seinen Kinder und dem Haupterben aufgeteilt, der aus den Mitgliedern der herrschenden Dynastie gewählt wird. Nach dem Gesetz erbt der Erstgeborene. Ihr bekommt keine Prestigestrafe für landlose Söhne und dürft eine um §Y30%§! größere Domäne haben. Die Vernichtung von Titeln ist nicht erlaubt. Bei der Nachfolge in König- und Kaiserreichen können, falls möglich, für jüngere Söhne neue Königreiche gegründet werden. Jüngere Erben haben immer die Wahl, ohne Krieg die Unabhängigkeit zu erklären.;;Los títulos del gobernante se reparten entre sus hijos y su principal heredero, que es elegido de entre los miembros de la dinastía reinante. La ley señala, por defecto, al primogénito. Aunque tengas hijos sin tierras, no recibirás ninguna penalización de Prestigio, y puedes obtener una terratenencia un ¡§Y30%§! mayor. No se permite la destrucción de títulos bajo ninguna forma de la sucesión Gavelkind. En la sucesión en reinos e imperios, se pueden crear nuevos reinos destinados a los hijos menores, a ser posible. Los herederos más pequeños siempre tienen la opción de declarar la independencia sin una guerra.;;;;;;;;;x
succ_feudal_elective;Elective Monarchy;Monarchie élective;Wahlmonarchie;;Elección;;;;;;;;;x
succ_feudal_elective_desc;The ruler and each lower rank vassal (i.e. the dukes if the ruler is a king) can nominate a successor from among themselves and legitimate children and siblings of the ruler. Dukes are valid electors in both kingdoms and empires. Elective Succession is very popular with the vassals, but they will not approve if their liege personally holds too many elector titles.;Le souverain et chaque vassal de rang inférieur (à savoir, les ducs si le souverain est un roi) peuvent nommer un successeur et légitimer les enfants ou frères et soeurs du souverain. Les ducs sont des électeurs dans les royaumes comme dans les empires. La succession élective est très appréciée des vassaux, sauf si leur seigneur lige détient un trop grand nombre de titres d'électeur.;Der Herrscher und alle im Rang niederen Vasallen (z. B. Herzöge, wenn der Herrscher ein König ist) können einen Nachfolger aus ihren eigenen Reihen, den legitimen Kindern und den Geschwistern des Herrschers nominieren. Herzöge sind in König- und Kaiserreichen gültige Kurfürsten. Die Wahlmonarchie ist bei den Vasallen äußerst beliebt, aber es gefällt ihnen nicht, wenn ihr Lehnsherr zu viele Kurfürstentitel bekleidet.;;El soberano y cada vasallo de rango inferior (por ejemplo, los duques si el soberano es un rey) pueden nominar a un sucesor entre ellos y conceder derechos a los hijos y hermanos del soberano. Los duques son electores válidos en reinos e imperios. La sucesión por elección es muy popular entre los vasallos, pero no estarán de acuerdo si su señor posee demasiados títulos de elección.;;;;;;;;;x
succ_gavelkind;Gavelkind;Partage salique;Erbteilung;;Partes iguales;;;;;;;;;x
succ_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child. Destruction of titles while under Gavelkind succession is not allowed.;Les titres du seigneur sont répartis entre ses enfants, le titre le plus prestigieux revenant à l'aîné. Si le seigneur n'a pas d'enfant, c'est la succession par primogéniture qui s'applique. Vous ne subissez aucune pénalité de prestige lorsque vous avez des fils sans terre, et pouvez posséder un domaine §Y30%§! plus grand. La loi de partage salique est très appréciée de tous, sauf de l'aîné des enfants. De plus, vous ne pouvez pas détruire de titre lorsque la loi du partage salique est en vigueur.;Die Titel des Herrschers werden an seine Kinder vererbt, wobei das älteste den Primärtitel erhält. Wenn der Herrscher keine erbberechtigten Kinder hat, so gilt das Ältestenrecht. Ihr erhaltet keinen Prestigeabzug für landlose Söhne und Eure Domäne kann §Y30%§! größer sein. Erbteilung ist bei allen Kindern, bis auf das älteste, beliebt. Die Zerstörung von Titeln ist unter dem Erbteilungs-Nachfolgerecht nicht erlaubt.;;Los títulos del soberano se reparten entre sus hijos, siendo el primogénito el que ostenta el principal. Si el soberano no tiene hijos que puedan heredar, la ley recurre a la primogenitura. No sois penalizado en Prestigio por tener hijos sin tierras y vuestra heredad puede ser un §Y30%§! mayor. Gavelkind, que es la división de la herencia entre todos los hijos, es muy popular salvo entre los primogénitos. No está permitida la destrucción de títulos bajo la sucesión Gavelkind.;;;;;;;;;x
succ_hre_elective;Princely Elective;Succession princière élective;Heilige Feudalwahl;;Electiva sacra feudal;;;;;;x
succ_hre_elective_desc;The Emperor and the seven Prince-Electors can nominate a successor from among themselves, any legitimate children and siblings of the ruler, as well as any other major De Jure vassal of the Empire, as long as they share the same religion with the current Emperor. If an historical elector title is held by infidels or does not exist, another dejure vassal will take its place. If the Empire is run under §YPapal Investiture§! or by a §YDogmatic§! religion, the Prince-Bishops hold a greater sway over the election. [GetPrincelyElectorsList];L'empereur et les sept princes-électeurs peuvent désigner un successeur parmi eux, les enfants légitimes et frères et soeurs du souverain, ainsi que tout autre vassal de jure majeur de l'empire, du moment qu'ils partagent la même religion. Si un titre d'électeur historique est détenu par des infidèles ou n'existe pas, un autre vassal de jure prend sa place. Si l'empire a établi l'§Yinvestiture papale§! ou a une religion §Ydogmatique§!, les princes-évêques exercent une plus grande influence sur les élections. [GetPrincelyElectorsList];Der Kaiser und die sieben Kurfürsten können einen Nachfolger aus sich selbst, allen legitimen Kindern und Geschwistern des Herrschers und allen anderen großen De-Jure-Vasallen des Reiches ernennen, solange diese die gleiche Religion haben. Wenn ein historischer Wählertitel von einem Ungläubigen gehalten wird oder nicht existiert, wird ein anderer De-Jure-Vasall an seine Stelle treten. Wenn das Reich unter §YPäpstlicher Investitur§! steht oder von einer §Ydogmatischen§! Religion geführt wird, haben die Fürstbischöfe mehr Einfluss auf die Wahl. [GetPrincelyElectorsList];;El emperador y los siete príncipes electores pueden nombrar a un sucesor de entre ellos, hijos legítimos y hermanos del gobernante, así como de cualquier otro vasallo de iure importante del Imperio, siempre y cuando comparta la misma religión. Si el título de un elector histórico está en manos de infieles o no existe, otro vasallo de iure tomará su lugar. Si el Imperio está dirigido por §Yinvestidura papal§! o una religión §Ydogmática§!, los príncipes-obispos tendrán mayor influencia sobre la elección.;;;;;;;;;x
succ_nomadic;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;;;;;;;;;x
succ_nomad_succession;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;;;;;;;;;x
succ_nomad_succession_desc;Under Nomad Succession, the son or brother with the most Prestige normally inherits, but prestigious Clan leaders also stand a chance if their Population is bigger than the Khagan's. Wrong-culture characters are disqualified and adults have precedence over children. If the Khagan's primary heir is still a child, the Khaganate is lost to one of the Clan chiefs. Clan chiefs with more Prestige than the heir get Claims on the Khaganate.;En succession nomade, le fils ou le frère possédant le plus haut prestige hérite normalement de la fonction, mais les chefs de clans prestigieux en ont aussi la possibilité si leur population est plus importante que celle du khagan. Les prétendants qui ne sont pas de la bonne culture sont disqualifiés et les adultes ont la priorité sur les enfants. Si l'héritier principal du khagan est encore enfant, le commandement du khanagat est confié à un autre chef de clan. Les chefs de clans qui possèdent un prestige plus élevé que l'héritier reçoivent une revendication sur le khanagat.;Bei der Nomadenerbfolge erbt für gewöhnlich derjenige Sohn oder Bruder mit dem meisten Prestige. Aber Klanführer mit viel Prestige haben ebenfalls eine Chance, wenn ihre Bevölkerung größer ist als die des Khagans. Personen, die nicht der gleichen Kultur angehören, kommen nicht in Frage. Erwachsene erhalten den Vorzug gegenüber Kindern. Sollte der Thronfolger des Khagans noch ein Kind sein, fällt das Khaganat an einen der Stammeshäuptlinge. Alle Klanhäuptlinge mit mehr Prestige als der Erbe erhalten einen Anspruch auf das Khaganat.;;Según la sucesión nómada, normalmente hereda el hijo o hermano con más prestigio. pero los líderes más prestigiosos de los clanes también tienen una oportunidad si su población es mayor que la del kagan. Los personajes de la cultura incorrecta están descalificados y los adultos tienen prioridad sobre los niños. Si el heredero principal del kagan todavía es un niño, el kaganato se pierde en favor de uno de los jefes del clan. Los jefes de clanes con más prestigio que el heredero pueden reclamar el kaganato.;;;;;;;;;x
succ_offmap_succession;Confucian Bureaucracy;Bureaucratie confucéenne;Konfuzianische Bürokratie;;Burocracia confuciana;;;;;;;;;x
succ_offmap_succession_desc;A new Governor arrives from China each time the old one dies. The Governor is always a competent steward.;Un nouveau gouverneur arrive de Chine à chaque fois que le précédent meurt. C'est toujours un intendant compétent.;Ein neuer Gouverneur erscheint jedes Mal, wenn der alte stirbt. Der Gouverneur ist immer ein fähiger Kämmerer.;;Un gobernador nuevo llega de China cuando muere el anterior. El gobernador siempre es un administrador competente.;;;;;;;;;x
succ_open_elective;Elective Republic;Succession élective républicaine;Freie Wahl;;Elección abierta;;;;;;;;;x
succ_open_elective_desc;All vassals and courtiers get a vote and decide on a successor from among themselves.;Tous les vassaux et les courtisans peuvent voter et choisir un successeur parmi eux.;Alle Vasallen und Höflinge können wählen und über einen Nachfolger aus ihren Reihen abstimmen.;;Todos los vasallos y cortesanos tienen derecho a votar y a decidir un sucesor entre ellos.;;;;;;;;;x
succ_papal_succession;Papal Succession;Succession pontificale;Päpstliche Nachfolge;;Sucesión papal;;;;;;;;;x
succ_papal_succession_desc;The Pope is elected by the College of Cardinals depending on age, piety, popularity and other factors.;Le Pape est élu par le Collège des Cardinaux selon son âge, sa piété, sa popularité, entre autres facteurs.;Der Papst wird vom Kardinalskollegium aufgrund von Alter, Pietät, Beliebtheit und anderen Faktoren gewählt.;;El Papa es elegido por el Colegio Cardenalicio en función de su edad, piedad, popularidad y otros factores.;;;;;;;;;x
succ_patrician_elective;Patrician Elective;Élection patricienne;Patrizierfolge;;Patricio Electo;;;;;;;;;x
succ_patrician_elective_desc;This is the succession type in the great naval Merchant Republics. The next Doge is determined from among the heads of the five grand Patrician families depending on Age, Prestige, and invested Campaign Funds.;C'est le type de succession en vigueur dans les grandes républiques thalassocratique marchandes. Le prochain doge est choisi pami les chefs des cinq grandes familles de la ville selon des critères d'âge, de prestige et des fonds investis dans le fonds de campagne.;Dies ist der Erbfolge-Typ in der großen Marinehandels-Republik. Der nächste Doge wird unter den fünf großen Patrizierfamilien bestimmt, abhängig von Alter, Prestige und den investierten Wahlkampffonds.;;Es el tipo de sucesión de las grandes Repúblicas Mercantes navales. El próximo Dux se elige de entre los jefes de las cinco grandes familias patricias en función de su Edad, Prestigio, y Fondos de Campaña.;;;;;;;;;x
succ_primogeniture;Primogeniture;Primogéniture;Primogenitur;;Primogenitura;;;;;;;;;x
succ_primogeniture_desc;The oldest child of the ruler inherits all titles. Your successor will like the law, but other members of your dynasty will slightly disapprove.;L'aîné du souverain hérite de tous ses titres. Votre successeur appréciera cette loi, mais les autres membres de votre dynastie la désapprouveront.;Das älteste Kind des Herrschers erbt sämtliche Titel. Eurem Nachfolger wird das Gesetz gefallen, die anderen Mitglieder Eurer Dynastie werden es eher leicht missbilligen.;;El hijo mayor del soberano hereda todos los títulos. A tu sucesor le gustará la ley, mientras que a otros miembros de tu dinastía no les parecerá del todo bien.;;;;;;;;;x
succ_seniority;Seniority;Ancienneté;Senioratsprinzip;;Veteranía;;;;;;;;;x
succ_seniority_desc;The oldest member of the dynasty inherits all titles. Your oldest child will greatly disapprove of this law, but all other members of the dynasty will approve.;Le plus vieux membre de la dynastie hérite de tous les titres. Contrairement aux autres membres de la dynastie, votre aîné désapprouvera cette loi.;Das älteste Mitglied der Dynastie erbt sämtliche Titel. Euer ältestes Kind wird dieses Gesetz stark missbilligen, allen anderen Mitgliedern der Dynastie dagegen wird es gefallen.;;El miembro más antiguo hereda todos los títulos. El hijo mayor no estará nada de acuerdo con esta ley, pero sí los demás miembros de la dinastía.;;;;;;;;;x
succ_tanistry;Tanistry;Tanistrie;Thanwahl;;Tanistría;;;;;;;;;x
succ_tanistry_desc;The ruler and all vassals at one and two ranks below can nominate an heir - the Tanist - from among the members of the ruler's dynasty. Vassals will tend to favor older members from other branches of the family, especially claimants.;Le seigneur et tous ses vassaux (à deux rangs en dessous de lui) peuvent nommer un héritier, le taniste, parmi les membres de la dynastie du seigneur. Les vassaux auront tendance à favoriser des membres plus âgés issus d'autres branches de la famille, et plus particulièrement les prétendants.;Der Herrscher und alle Vasallen ein oder zwei Ränge darunter können einen Erben - den Than - aus den Mitgliedern der Dynastie des Herrschers nominieren. Vasallen bevorzugen ältere Mitglieder aus entfernten Zweigen der Dynastie, vor allem wenn ein Anspruch besteht.;;El gobernante y todos los vasallos de uno o dos rangos inferiores pueden nombrar un heredero -el tanista- entre los miembros de la dinastía del gobernante. Los vasallos tenderán a favorecer a miembros más ancianos de otras ramas de la familia, especialmente a los pretendientes. ;;;;;;;;;x
succ_turkish_succession;Open;Succession ouverte;Offen;;Abierta;;;;;;;;;x
succ_turkish_succession_desc;The most powerful child of the ruler succeeds, though other influential children are likely to intervene... The law is very popular with your offspring, with the exception of the oldest one. The rest of your dynasty also approves.;L'enfant le plus puissant du dirigeant lui succède, mais ses autres enfants influents sont susceptibles d'interférer... Cette loi est très appréciée des enfants, sauf de l'aîné. Les autres membres de la dynastie l'approuvent également.;Das mächtigste Kind des Herrschers tritt dessen Nachfolge an, obwohl andere mächtige Kinder wahrscheinlich einschreiten werden ... Bis auf Euer ältestes Kind finden all Eure Kinder dieses Gesetz sehr gut. Auch der Rest Eurer Dynastie stimmt ihm zu.;;Hereda el hijo más poderoso del gobernante, aunque es muy probable que también intervengan otros hijos influyentes… Es una ley muy popular entre tus descendientes, salvo el mayor. El resto de tu dinastía también la aprueba.;;;;;x
succ_ultimogeniture;Ultimogeniture;Ultimogéniture;Ultimogenitur;;Ultimogenitura;;;;;;;;;x
succ_ultimogeniture_desc;This succession law is the opposite of the far more common Primogeniture. With Ultimogeniture, the youngest child inherits.;Cette règle de succession est l'inverse de la primogéniture si commune. Dans le cas de l'ultimogéniture, c'est le plus jeune enfant qui devient l'héritier.;Dieses Erbfolgerecht ist das Gegenteil der Primogenitur. Bei der Ultimogenitur erbt das jüngste Kind.;;Esta ley de sucesión se opone a la mucho más frecuente primogenitura. En la ultimogenitura, el heredero es el hijo más joven.;;;;;;;;;x
succession_voting_power;Council Authority;Autorité du Conseil;Ratsautorität;;Autoridad del Consejo;;;;;;;;;x
succession_voting_power_0;Limited Council Authority;Autorité limitée du Conseil;Begrenzte Ratsautorität;;Autoridad limitada del Consejo;;;;;;;;;x
succession_voting_power_0_desc;The ruler has full authority over choice of succession law and can fire council members at will.\n;Le dirigeant décide seul de la loi de succession et peut révoquer les membres du Conseil à sa guise.\n;Der Herrscher hat die Autorität zur Wahl der Nachfolgeregelung und kann Ratsmitglieder auf Gutdünken entlassen.\n;;El gobernante tiene autoridad completa para elegir la ley de sucesión y puede despedir a miembros del Consejo en la voluntad. \n;;;;;;;;;x
succession_voting_power_0_effect_tooltip;§YPowerful Vassals§! can be fired from the §YCouncil§!\nDisables the §YElective Monarchy§! law for Indian and Muslim religions\nCan now change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! peuvent être révoqués du §YConseil§!\nDésactive la loi de §Ymonarchie élective§! pour les religions indienne et musulmane\nLa loi de succession peut désormais être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können vom §YRat§! ausgeschlossen werden.\nDeaktiviert das Gesetz der §YWahlmonarchie§! für indische und muslimische Religionen.\nDie Nachfolge kann geändert werden, auch wenn §YWahlmonarchie§! etabliert ist.;;§YVasallos poderosos§! puede ser despedido del §YConsejo§!\nDesactiva la ley de §YMonarquia Electiva§! para las religiones india y musulmana\nAhora puede cambiar la sucesión si se instituye §YMonarquía Electiva§!.;;;;;;;;;x
succession_voting_power_0_option;Limited;Limitée;Begrenzt;;Limitada;;;;;;;;;x
succession_voting_power_1;Full Council Authority;Autorité absolue du Conseil;Vollständige Ratsautorität;;Autoridad total del Consejo;;;;;;;;;x
succession_voting_power_1_desc;The Council's authority reaches its peak, with the ruler unable to fire council members at will and unable to completely control the succession of the realm.\n;L'autorité du Conseil est absolue, le dirigeant ne pouvant ni révoquer ses membres à sa guise ni avoir un contrôle total sur la succession du royaume.\n;Die Autorität des Rates ist hoch und der Herrscher kann keine Mitglieder auf Gutdünken entlassen oder die Nachfolge des Reiches kontrollieren.\n;;La autoridad del Consejo alcanza su pico, con el gobernante incapaz de despedir a miembros del Consejo según su voluntad e incapaz de controlar totalmente la sucesión del reino. \n;;;;;;;;;x
succession_voting_power_1_effect_tooltip;§YPowerful Vassals§! cannot be fired from the §YCouncil§!\nEnables the §YElective Monarchy§! law for Indian and Muslim religions\nCan no longer change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! ne peuvent pas être révoqués du §YConseil§!\nPermet la loi de succession par §Ymonarchie élective§! pour les religions indiennes et musulmanes\nLa loi de succession ne peut plus être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können nicht vom §YRat§! ausgeschlossen werden.\nAktiviert das Gesetz der §YWahlmonarchie§! für indische und muslimische Religionen.\nDie Nachfolge kann nicht geändert werden, wenn §YWahlmonarchie§! etabliert ist.;;§YVasallo poderoso§! no puede ser despedido del §YConsejo§! \nActiva la ley de §YMonarquia Electiva§! para las religiones india y musulmana\nNo se puede volver a cambiar la sucesión si se instituye §YMonarquia Electiva§!.;;;;;;;;;x
succession_voting_power_1_option;Full;Absolue;Voll;;Total;;;;;;;;;x
succession_voting_power_desc;The Council's authority in regards to the right of holding office and voting for succession.;L'autorité du Conseil s'étend à la tenue de son siège et au vote de succession.;Die Autorität des Rates in Hinsicht auf das Recht zum Amt und die Wahl des Nachfolgers.;;La autoridad del Consejo acerca del derecho al cargo y votar sobre la sucesión.;;;;;;;;;x
tanistry;Tanistry;Tanistrie;Thanwahl;;Tanistría;;;;;;;;;x
tax_levy_law_feudal;Noble;Noblesse;Adlige;;Noble;;;;;;;;;x
tax_levy_law_feudal_0;Heavily Tax Focused Noble Obligations;Obligations nobles - Impôt lourd;Adelspflichten: deutlicher Steuerfokus;;Obligaciones nobles profundamente centradas en los impuestos;;;;;;;;;x
tax_levy_law_feudal_0_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_1;Tax Focused Noble Obligations;Obligations nobles - Impôt modéré;Adelspflichten: Steuerfokus;;Obligaciones nobles centradas en los impuestos;;;;;;;;;x
tax_levy_law_feudal_1_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_2;Slightly Tax Focused Noble Obligations;Obligations nobles - Léger impôt;Adelspflichten: leichter Steuerfokus;;Obligaciones nobles ligeramente centradas en los impuestos;;;;;;;;;x
tax_levy_law_feudal_2_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_3;Tax Shifted Noble Obligations;Obligations nobles - Très léger impôt;Adelspflichten: minimaler Steuerfokus;;Obligaciones nobles favorables a los impuestos;;;;;;;;;x
tax_levy_law_feudal_3_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_4;Balanced Noble Obligations;Obligations nobles - Équilibre;Adelspflichten: ausgeglichen;;Obligaciones noble equilibradas;;;;;;;;;x
tax_levy_law_feudal_4_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_5;Levy Shifted Noble Obligations;Obligations nobles - Très légère levée;Adelspflichten: minimaler Truppenfokus;;Obligaciones nobles favorables a las levas;;;;;;;;;x
tax_levy_law_feudal_5_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_6;Slightly Levy Focused Noble Obligations;Obligations nobles - Légère levée;Adelspflichten: leichter Truppenfokus;;Obligaciones nobles ligeramente centradas en las levas;;;;;;;;;x
tax_levy_law_feudal_6_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_7;Levy Focused Noble Obligations;Obligations nobles - Levée modérée;Adelspflichten: Truppenfokus;;Obligaciones nobles centradas en las levas;;;;;;;;;x
tax_levy_law_feudal_7_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_8;Heavily Levy Focused Noble Obligations;Obligations nobles - Forte levée;Adelspflichten: deutlicher Truppenfokus;;Obligaciones nobles profundamente centradas en las levas;;;;;;;;;x
tax_levy_law_feudal_8_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_feudal_desc;Noble Obligation Laws;Lois d'obligations nobles;Adelspflichten;;Leyes de la obligación de la nobleza;;;;;;;;;x
tax_levy_law_iqta;Iqta;Iqtâ;Iqta;;Iqta;;;;;;;;;x
tax_levy_law_iqta_0;Heavily Tax Focused Iqta Obligations;Obligations nobles (iqtâ) - Impôt lourd;Iqtapflichten: deutlicher Steuerfokus;;Obligaciones Iqta profundamente centradas en los impuestos;;;;;;;;;x
tax_levy_law_iqta_0_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_1;Tax Focused Iqta Obligations;Obligations nobles (iqtâ) - Impôt modéré;Iqtapflichten: Steuerfokus;;Obligaciones Iqta centradas en los impuestos;;;;;;;;;x
