EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTDESC_RIP_11046_GENERAL_14;[FromFrom.GetTitledFirstName] spent many hours studying the stars before informing you that in order for your strength to return, you had to fast for the better half of a fortnight.;[FromFrom.Get_Le_TitledFirstName] a passé de nombreuses heures à étudier les astres avant de vous dire que pour que vous retrouviez votre force, vous deviez jeûner pendant une semaine.;[FromFrom.GetTitledFirstName] verbrachte viele Stunden damit, die Sterne zu beobachten und teilte Euch dann mit, dass Ihr beinahe zwei Wochen lang fasten solltet, um wieder zu Kräften zu kommen.;;[FromFrom.GetTitledFirstName] pasó muchas horas estudiando las estrellas antes de informarte que para recuperar las fuerzas, tendrás que ayunar durante más de una quincena.;;;;;;;;;x
EVTDESC_RIP_11046_GENERAL_15;[FromFrom.GetTitledFirstName] strapped you to a chair and had you sleep sitting upright for days.;[FromFrom.Get_Le_TitledFirstName] vous a attaché à une chaise et vous a fait dormir en position assise pendant des jours. ;[FromFrom.GetTitledFirstName] schnallte Euch an einem Stuhl fest und zwang Euch, mehrere Nächte lang im Sitzen zu schlafen.;;[FromFrom.GetTitledFirstName] te ató a una silla y te hizo dormir erguido durante días.;;;;;;;;;x
EVTDESC_RIP_11046_GENERAL_16;[FromFrom.GetTitledFirstName] kept you up late for days, stargazing with [FromFrom.GetHerHim]. "To reconnect with the moon", [FromFrom.GetSheHe] said.;[FromFrom.Get_Le_TitledFirstName] vous a fait veiller tard pendant des jours pour contempler les étoiles avec [FromFrom.GetLuiElle]. « Pour se reconnecter avec la lune », vous dit-[FromFrom.GetIlElle].;[FromFrom.GetTitledFirstName] hielt Euch bis tief in die Nächte hinein wach, um gemeinsam den Sternenhimmel zu beobachten. "Um die Verbindung mit dem Mond wiederherzustellen", erklärte [FromFrom.GetSheHe].;;[FromFrom.GetTitledFirstName] te mantuvo despiert[Root.GetOA] hasta tarde durante días, mirando las estrellas con [FromFrom.GetElElla]. «Para volver a conectar con la luna», dijo.;;;;;;;;;x
EVTDESC_RIP_11046_HEADACHE_1;For your headache [FromFrom.GetTitledFirstName] handed you a cup of what looked like hot water with red flakes in it and told you to drink it slowly.;Pour vos migraines, [FromFrom.Get_le_TitledFirstName] vous a tendu une tasse de ce qui avait l'air d'être de l'eau chaude avec des flocons rouges et vous a dit de le boire doucement.;Gegen Eure Kopfschmerzen gab [FromFrom.GetTitledFirstName] Euch eine Tasse mit etwas, das wie heißes Wasser mit roten Flocken aussah, und wies Euch an, es langsam zu trinken.;;Para tu dolor de cabeza [FromFrom.GetTitledFirstName] te da una copa de algo que parecía agua caliente con copos rojos y te dice que lo bebas despacio.;;;;;;;;;x
EVTDESC_RIP_11046_HEADACHE_2;To relieve your headache [FromFrom.GetTitledFirstName] ordered you to lay down and rest for the afternoon.;Pour soulager vos migraines, [FromFrom.Get_le_TitledFirstName] vous a ordonné de vous reposer pour le reste de l'après-midi.;Um Eure Kopfschmerzen zu lindern, wies [FromFrom.GetTitledFirstName] Euch an, den Nachmittag im Bett zu verbringen.;;Para aliviarte el dolor de cabeza [FromFrom.GetTitledFirstName] te ordenó colocar y descansar para la tarde.;;;;;;;;;x
EVTDESC_RIP_11046_HEADACHE_3;[FromFrom.GetTitledFirstName] filled your pillows with dried branches of lavender and peppermint, hoping it would relieve your headache. It smelled lovely.;[FromFrom.Get_Le_TitledFirstName] a rempli vos oreillers avec des branches séchées de lavande et de menthe poivrée, espérant que cela soulagera votre migraine. Cela sent très bon.;[FromFrom.GetTitledFirstName] füllte Eure Kissen mit getrockneten Lavendel- und Pfefferminzzweigen, in der Hoffnung, Eure Kopfschmerzen würden dadurch verfliegen. Die Kissen rochen zauberhaft.;;[FromFrom.GetTitledFirstName] llenó tus almohadas de ramas secas de lavanda y hierbabuena, esperando que aliviase tu dolor de cabeza. Olía maravillosamente.;;;;;;;;;x
EVTDESC_RIP_11046_HORSE_1;[FromFrom.GetTitledFirstName] affixed a small bag filled with oats to your face and advised you to eat them all.;[FromFrom.Get_Le_TitledFirstName] a posé un petit sac rempli d'avoine près de votre tête et vous a conseillé de tout manger.;[FromFrom.GetTitledFirstName] hat Euch einen kleinen Sack voller Hafer umgehängt und Euch angewiesen, alles zu fressen.;;[FromFrom.GetTitledFirstName] pone una bolsita llena de avena y te aconseja que te la comas toda.;;;;;;;;;x
EVTDESC_RIP_11046_HORSE_2;[FromFrom.GetTitledFirstName] rubbed a liniment all over your body. After an initially painful warmth, it felt quite soothing.;[FromFrom.Get_Le_TitledFirstName] a appliqué un liniment sur tout votre corps. Après une chaleur douloureuse, cela eut un effet apaisant.;[FromFrom.GetTitledFirstName] hat Euren gesamten Körper mit einer Salbe eingeschmiert. Nach der schmerzenden Hitze zu Beginn fühlt Ihr Euch schon viel besser.;;[FromFrom.GetTitledFirstName] te frota un linimento por todo el cuerpo. Tras un calor doloroso al principio, luego sienta bastante calmante.;;;;;;;;;x
EVTDESC_RIP_11046_HORSE_3;[FromFrom.GetTitledFirstName] turned [FromFrom.GetHerHis] back and suddenly kicked you full in the chest.;[FromFrom.Get_Le_TitledFirstName] vous a tourné le dos et vous a frappé en pleine poitrine.;[FromFrom.GetTitledFirstName] drehte sich um und trat Euch urplötzlich heftig gegen die Brust.;;[FromFrom.GetTitledFirstName] se da la vuelta y de repente te golpea el pecho con el pie.;;;;;;;;;x
EVTDESC_RIP_11046_HORSE_4;[FromFrom.GetTitledFirstName] took you out to a meadow and had you roll on your back in the grass.;[FromFrom.Get_Le_TitledFirstName] vous a fait sortir dans une prairie et vous a fait vous rouler sur le dos dans l'herbe.;[FromFrom.GetTitledFirstName] brachte Euch auf eine Weide und befahl Euch, auf dem Rücken im Gras herumzurollen.;;[FromFrom.GetTitledFirstName] te lleva a una pradera y hace que te tumbes sobre la hierba.;;;;;;;;;x
EVTDESC_RIP_11046_HORSE_5;[FromFrom.GetTitledFirstName] spent several hours brushing your hair, it was very relaxing.;[FromFrom.Get_Le_TitledFirstName] a passé plusieurs heures à brosser votre pelage, c'était très relaxant.;[FromFrom.GetTitledFirstName] kämmte stundenlang Eure Haare, was sehr entspannend war.;;[FromFrom.GetTitledFirstName] pasa varias horas cepillándote el pelo, fue muy relajante.;;;;;;;;;x
EVTDESC_RIP_11046_MALAISE_1;To reduce your malaise [FromFrom.GetTitledFirstName] told you to stop worrying and to start delegating your tasks.;Afin de réduire vos malaises, [FromFrom.Get_le_TitledFirstName] vous a dit d'arrêter de vous inquiéter et de commencer à déléguer vos responsabilités.;Um Euer Unwohlsein zu bekämpfen, riet [FromFrom.GetTitledFirstName] Euch dazu, Euch nicht zu sorgen und Eure Aufgaben anderen zuzuteilen.;;Para reducir tu malestar, [FromFrom.GetTitledFirstName] te dijo que dejases de preocuparte y empezases a delegar tareas.;;;;;;;;;x
EVTDESC_RIP_11046_MALAISE_2;[FromFrom.GetTitledFirstName] told you [FromFrom.GetSheHe] had had [FromFrom.GetHerHis] assistant plant some onions. The first to bloom would tell us whether to stop the ointment or not. Until then you rub the sticky stuff onto your chest.;[FromFrom.Get_Le_TitledFirstName] vous dit qu'[FromFrom.GetIlElle] a demandé à son assistant de planter des oignons. Le premier à fleurir nous dira s'il faut arrêter l'onguent. D'ici là, vous appliquerez la substance collante sur votre poitrine.;Der Assistent von [FromFrom.GetTitledFirstName] pflanzte einige Zwiebeln. Die erste, die in Blüte stehen würde, sollte Aufschluss darüber geben, ob Ihr das Heilmittel weiterhin verwenden solltet oder nicht. Bis dahin müsst Ihr Euren Oberkörper regelmäßig mit dieser klebrigen Substanz einreiben.;;[FromFrom.GetTitledFirstName] te dice que ha hecho a su ayudante plantar algunas cebollas. La primera que florezca nos dirá si hay que parar con los ungüentos o no. Hasta entonces, tienes que frotarte esa mezcla pegajosa en el pecho.;;;;;;;;;x
EVTDESC_RIP_11046_MALAISE_3;To treat your malaise [FromFrom.GetTitledFirstName] ordered you to eat plenty of fatty and well-spiced food.;Pour traiter votre malaise, [FromFrom.Get_le_TitledFirstName] vous a ordonné de manger beaucoup de nourriture grasse et bien épicée.;Gegen Euer Unwohlsein verschrieb [FromFrom.GetTitledFirstName] Euch jede Menge fettiger und gut gewürzter Speisen.;;Para tratar tu malestar, [FromFrom.GetTitledFirstName] te ordenó comer un montón de comida grasa y muy especiada.;;;;;;;;;x
EVTDESC_RIP_11046_RASH_1;[FromFrom.GetTitledFirstName] clad your bed in wet grass and told you to sleep on this nature's embrace against your rash.;[FromFrom.Get_Le_TitledFirstName] a recouvert votre lit d'herbe humide et vous a dit de dormir sur cette étreinte de la nature afin de soigner votre rougeur irritante.;[FromFrom.GetTitledFirstName] bedeckte Euer Bett mit nassem Gras und wies Euch an, in dieser naturnahen Umgebung zu schlafen, um Euren Ausschlag zu lindern.;;[FromFrom.GetTitledFirstName] revistió tu cama de hierba mojada y te dijo que durmieses al abrazo de la naturaleza para responder a la erupción.;;;;;;;;;x
EVTDESC_RIP_11046_RASH_2;[FromFrom.GetTitledFirstName] gave you a stern look. "Remember to use this poultice on your rash every midnight. [Root.Religion.GetRandomGodNameCap] alone won't aid you.";[FromFrom.Get_Le_TitledFirstName] vous jeta un regard sévère. « Rappelez-vous d'appliquer ce cataplasme sur votre rougeur irritante chaque minuit. Sans cela, [Root.Religion.GetRandomGodName] ne vous sera d'aucuns secours ».;[FromFrom.GetTitledFirstName] blickte Euch durchdringend an. "Denkt daran, diesen Umschlag immer um Mitternacht auf Euren Ausschlag zu legen. [Root.Religion.GetRandomGodNameCap] alleine wird Euch nicht helfen.";;[FromFrom.GetTitledFirstName] te miró con severidad. «Acordaos de utilizar esta cataplasma en vuestra erupción todas las medianoches. [Root.Religion.GetRandomGodName] solo no os ayudará».;;;;;;;;;x
EVTDESC_RIP_11046_RASH_3;[FromFrom.GetTitledFirstName] gave you a jar containing a mixture made from goat's milk and the fat of a boar to smear on your rashes.;[FromFrom.Get_Le_TitledFirstName] vous a donné une jarre contenant une mixture faite à partir de lait de chèvre et de graisse de sanglier à appliquer sur votre rougeur irritante.;[FromFrom.GetTitledFirstName] reichte Euch einen Topf mit einer Mischung aus Ziegenmilch und Wildschweinfett, die Ihr auf Euren Ausschlag auftragen sollt.;;[FromFrom.GetTitledFirstName] te dio un recipiente que contenía una mezcla hecha de leche de cabra y grasa de jabalí para que te la eches en tus erupciones.;;;;;;;;;x
EVTDESC_RIP_11046_VOMITING_1;To stop you from vomiting [FromFrom.GetTitledFirstName] told you to sleep with an acorn under your pillow.;Pour faire cesser vos vomissements, [FromFrom.Get_le_TitledFirstName] vous a dit de dormir avec un gland sous votre oreiller.;Um Eure Übelkeit zu bekämpfen, wies [FromFrom.GetTitledFirstName] Euch an, mit einer Eichel unter dem Kopfkissen zu schlafen.;;Para impedir tus vómitos, [FromFrom.GetTitledFirstName] te dijo que durmieses con una bellota bajo de la almohada.;;;;;;;;;x
EVTDESC_RIP_11046_VOMITING_2;To remedy your vomiting [FromFrom.GetTitledFirstName] rubbed a lovely scented oil on every servant of your court. "It's not your fault they are filthy, my [Root.GetLordLady]".;Pour remédier à vos vomissements, [FromFrom.Get_le_TitledFirstName] a appliqué une huile parfumée sur chaque serviteur de votre Cour. « Ce n'est pas de votre faute s'ils sont crasseux, M[Root.GetOnA][Root.GetLordLady] ».;Gegen Eure Übelkeit rieb [FromFrom.GetTitledFirstName] all Eure Höflinge mit angenehm duftendem Öl ein. "Es ist nicht Eure Schuld, dass sie so schmutzig sind.";;Para curar tus vómitos, [FromFrom.GetTitledFirstName] frotó a todos los criados de tu corte con un aceite perfumado encantador. «No es culpa vuestra que estén sucios, mi [Root.GetLordLady]».;;;;;;;;;x
EVTDESC_RIP_11046_VOMITING_3;To keep you from vomiting [FromFrom.GetTitledFirstName] had you drink a tall glass of a rare onion water following each of your meals.;Pour faire cesser vos vomissements, [FromFrom.Get_le_TitledFirstName] vous fait boire du jus d'oignon après chaque repas.;[FromFrom.GetTitledFirstName] befahl Euch, nach jeder Mahlzeit ein großes Glas mit seltenem Zwiebelwasser zu trinken, um Eurer Übelkeit Herr zu werden.;;Para que dejes de vomitar, [FromFrom.GetTitledFirstName] te hacer beber un vaso alto de agua de una cebolla rara después de todas las comidas.;;;;;;;;;x
EVTDESC_RIP_11047_1;[FromFrom.GetFirstName] sat you in front of a tall mirror and lit a circle of candles around you. "We need to contact the other you", [FromFrom.GetSheHe] stated casually. When you raised your eyebrows at [FromFrom.GetHerHim] [FromFrom.GetSheHe] placed a hand on your shoulder. "This will... alter you.";[FromFrom.GetFirstName] vous assoit en face d'un grand miroir et allume des bougies placées en cercle autour de vous. « Nous avons besoin de contacter l'autre vous », vous dit-[FromFrom.GetIlElle] avec désinvolture. Alors que vous sourcillez, [FromFrom.GetIlElle] place une main sur votre épaule. « Cela va vous... changer », ajoute-t-[FromFrom.GetIlElle].;[FromFrom.GetFirstName] setzte Euch vor einen hohen Spiegel und zündete um Euch herum einen Kreis aus Kerzen an. "Wir müssen Kontakt mit Eurem anderen Ich herstellen", informierte [FromFrom.GetSheHe] Euch beiläufig. Als Ihr daraufhin ungläubig zu [FromFrom.GetHerHim] hinübersaht, legte [FromFrom.GetSheHe] Euch die Hand auf die Schulter. "Das wird Euch ... verändern.";;[FromFrom.GetFirstName] te sienta enfrente de un espejo largo y enciende un círculo de velas a tu alrededor. Necesitamos contactar con el otro vos», dice como si nada. Cuando [FromFrom.GetRleRla] miras con extrañeza, pone una mano en tu hombro. «Esto os… alterará».;;;;;;;;;x
EVTDESC_RIP_11047_2;Confined to your bed, the servants told you that the smoke from the pyre could be seen for miles. The lives of over two dozen fine animals had been ended in the night, in a grand sacrifice. As per [FromFrom.GetTitledFirstName]'s orders, you have been rubbing your skin with the ashes for a fortnight.;Confiné[Root.Get_E] au lit, les domestiques vous ont dit que la fumée du bûcher avait pu être aperçue à plusieurs lieues. Les vies de plus de deux douzaines de beaux animaux avaient en effet été prises durant la nuit, lors d'un grand sacrifice. Conformément aux instructions [FromFrom.Get_du_TitledFirstName], vous avez frotté votre peau avec les cendres pendant quinze jours.;Da Ihr ans Bett gefesselt seid, erzählen Euch die Diener vom Rauch des Scheiterhaufens, der auf Meilen hin sichtbar ist. In der vorangegangenen Nacht hatten mehr als zwei Dutzend auserlesene Tiere bei der großen Opferzeremonie ihr Leben gelassen. Dem Geheiß von [FromFrom.GetTitledFirstName] folgend, habt Ihr Euch zwei Wochen lang ihre Asche auf die Haut gerieben.;;Postrad[Root.GetOA] en cama, los sirvientes dicen que el humo de la hoguera se pudo ver a kilómetros de distancia. Por la noche se acabó con las vidas de las dos docenas de buenos animales en un gran sacrificio. Y siguiendo las órdenes de [FromFrom.GetTitledFirstName], llevas unos quince días restregándote la piel con sus cenizas.;;;;;;;;;x
EVTDESC_RIP_11047_3;The room was lit up only by the flame of a candle. Facing the westward window, [FromFrom.GetTitledFirstName] painted your nails with drops of oil. You felt a heat on your skin as [FromFrom.GetSheHe] moved your hand towards the flame. "Do not fret, my [Root.GetLordLady]. By the wisdom of [Root.Religion.GetRandomGodName], you shall be cleansed.";La salle est éclairée seulement par la flamme d'une bougie. Face à la fenêtre orientée vers l'ouest, [FromFrom.Get_le_TitledFirstName] peint vos ongles avec des gouttes d'huile. Vous sentez une chaleur sur votre peau, alors qu'[FromFrom.GetIlElle] déplace votre main vers la flamme. « Ne vous inquiétez pas, M[Root.GetOnA][Root.GetLordLady]. Que [Root.Religion.GetRandomGodName] vous purifie ».;Der Raum war von Kerzen erleuchtet. Mit dem Gesicht zum Fenster im Westen bemalte [FromFrom.GetTitledFirstName] Euch die Nägel mit Öl. Ihr spürt die Hitze, als [FromFrom.GetSheHe] Eure Hände zur Flamme führt. "Keine Sorge, [Root.GetLordLady]. Die Weisheit von [Root.Religion.GetRandomGodName] wird Euch reinigen.";;Una sola vela iluminaba la habitación. Mirando la ventana que da al oeste, [FromFrom.GetTitledFirstName] te pintó las uñas con gotas de aceite. Sentiste calor en la piel según acercaba tu mano a las llamas. «No temáis, mi [Root.GetLordLady]. Por la sabiduría de [Root.Religion.GetRandomGodName], seréis limpiad[Root.GetOA]»;;;;;;;;;x
EVTDESC_RIP_11047_4;The moon demands your devotion [FromFrom.GetTitledFirstName] said, before handing you a pipe of something with a spicy scent. After a few tokes you looked up at the night sky and improvised the greatest poem in the world. Later, the words elude you...;« La lune exige votre dévotion », vous dit [FromFrom.Get_le_TitledFirstName], avant de vous remettre une pipe contenant quelque chose ayant un parfum épicé. Après quelques bouffées, vous regardez vers le ciel étoilé et improvisez le plus beau poème du monde. Plus tard, les mots vous échappent...;Der Mond verlangt Eure Huldigung, sagte [FromFrom.GetTitledFirstName], dann hieltet Ihr eine Pfeife mit einem scharf riechenden Gemisch in den Händen. Nach einigen Zügen wandtet Ihr den Blick gen Himmel und improvisiertet aus dem Stegreif das wohl großartigste Gedicht der Welt. Mit Versen, an die Ihr Euch später nie wieder erinnern solltet.;;La luna exige vuestra devoción, dijo [FromFrom.GetTitledFirstName], antes de entregaros una pipa de algo con olor especiado. Tras unas pocas caladas, miraste el cielo nocturno e improvisaste el mejor poema del mundo. Más tarde, las palabras te fallaron…;;;;;;;;;x
EVTDESC_RIP_11047_5;[FromFrom.GetTitledFirstName] instructed you to step into the empty tub and left you to undress in private. [FromFrom.GetFirstName]'s return was heralded by a loud "baah!". [FromFrom.GetSheHeCap] was followed by a servant and half a dozen goats. With a deft hand, [FromFrom.GetFirstName] proceeded to grab the goats and slit their throats over the tub, one by one. The stains on the floor will not go away.;[FromFrom.Get_Le_TitledFirstName] vous demande d'entrer dans la baignoire vide et vous laisse vous déshabiller en privé. Le retour de [FromFrom.GetFirstName] s'annonce par un fort « Baah ! ». [FromFrom.GetIlElleCap] est suivi[FromFrom.Get_E] par une domestique et... une demi-douzaine de chèvres. D'une main habile, [FromFrom.GetFirstName] saisit les chèvres l'une après l'autre et les égorge dans la baignoire. Les taches sur le sol ne s'en iront pas.;[FromFrom.GetTitledFirstName] wies Euch an, in die leere Wanne zu steigen, und ließ Euch zum Entkleiden allein. Als [FromFrom.GetFirstName] zurückkehrte, erscholl von der Tür ein lautes Mäh!. [FromFrom.GetSheHeCap] hatte einen Diener und ein halbes Dutzend Ziegen im Schlepptau. Mit geübtem Griff nahm [FromFrom.GetFirstName] die Ziegen und schlitzte ihnen einer nach der anderen die Gurgel durch. Die Flecken auf dem Fußboden werden nie wieder zu beseitigen sein.;;[FromFrom.GetTitledFirstName] te indicó que te metieras en la bañera vacía y te dejó desvestirte a solas. El regreso de [FromFrom.GetFirstName] vino marcado por un sonoro «¡Beee!». [FromFrom.GetElEllaCap] estaba acompañada por un sirviente con media docena de cabras. Con mano diestra, [FromFrom.GetFirstName] procedió a agarrar a las cabras y cortarles las gargantas sobre la bañera, una a una. Las manchas del suelo no se irán nunca.;;;;;;;;;x
EVTDESC_RIP_11047_6;[FromFrom.GetTitledFirstName] had you drink an especially heavy brew, every night before bedtime. "It loosens the fabric of your being, letting the spirits into your body", [FromFrom.GetSheHe] assured you. "It's also quite... relaxing", [FromFrom.GetSheHe] admitted, grinning at you.;[FromFrom.Get_Le_TitledFirstName] vous fait boire un breuvage particulièrement lourd, tous les soirs avant le coucher. « Cela desserre les liens de votre être, laissant les esprits dans votre corps », vous assure-t-[FromFrom.GetIlElle]. « C'est également tout à fait... relaxant », dit-[FromFrom.GetIlElle], avec un sourire.;[FromFrom.GetTitledFirstName] wies Euch an, ein besonders starkes Gebräu zu trinken, und zwar jeden Abend vor dem Zubettgehen. "Es macht Eure Existenz durchlässiger, sodass die Geister einen Weg in Euren Körper haben", versicherte [FromFrom.GetSheHe] Euch. "Außerdem ist es sehr ... entspannend", räumte [FromFrom.GetSheHe] anschließend ein und lächelte.;;[FromFrom.GetTitledFirstName] te hace beber un brebaje especialmente fuerte todas las noches antes de acostarte. «Afloja el tejido de vuestro ser, dejando que los espíritus entren en vuestro cuerpo», te aseguró. «También es bastante… relajante», admitió sonriendo.;;;;;;;;;x
EVTDESC_RIP_11047_7;[FromFrom.GetFirstName] told you that the task of interpreting [Root.Religion.GetScriptureName] is difficult work, but cleansing through fire is an art as old as the world itself. Little did you know [FromFrom.GetSheHe] would have you walk over burning coals.;[FromFrom.GetFirstName] vous a dit qu'interpréter les textes présents dans [Root.Get_le_Scripture] est un travail difficile, mais la guérison par le feu est un art aussi vieux que le monde lui-même. Vous n'imaginiez pas à cet instant qu'[FromFrom.GetIlElle] voulait vous faire marcher sur des charbons ardents.;[FromFrom.GetFirstName] hatte Euch gesagt, dass es schwer sein würde, [Root.Religion.GetScriptureName] zu interpretieren, aber die Reinigung mit Feuer ist eine Kunst, die ebenso alt wie die Welt selbst ist. Allerdings hattet Ihr nicht damit gerechnet, dass [FromFrom.GetSheHe] Euch über glühend heiße Kohlen würde gehen lassen.;;[FromFrom.GetFirstName] te dijo que el trabajo de interpretar a [Root.Religion.GetScriptureName] es una labor complicada, pero la limpieza a través del fuego es tan vieja como el mismo mundo. Qué poco sabías que te haría caminar sobre carbones ardientes.;;;;;;;;;x
EVTDESC_RIP_11047_8;[FromFrom.GetTitledFirstName] told you that [Root.Religion.GetRandomGodName] demands a trial of your mind. Together you traveled until you reached a small lake. Hand in hand, you walked into the water. You were shocked when [FromFrom.GetFirstName] grabbed you by the shoulder and held you down.;[FromFrom.Get_Le_TitledFirstName] vous a dit que [Root.Religion.GetRandomGodName] exige un jugement de votre esprit. Vous voyagez alors ensemble jusqu'à atteindre un petit lac. Main dans la main, vous entrez dans l'eau. C'est un choc pour vous lorsque [FromFrom.GetFirstName] vous attrape par l'épaule et vous met la tête sous l'eau.;[FromFrom.GetTitledFirstName] hatte Euch gesagt, dass [Root.Religion.GetRandomGodName] eine Prüfung Eures Geistes verlangte. Eure Reise führte Euch zu einem kleinen See. Hand in Hand gingt ihr gemeinsam ins Wasser. Ihr wart schockiert, als [FromFrom.GetFirstName] Euch an der Schulter griff und Euch nach unten drückte.;;[FromFrom.GetTitledFirstName] te dijo que [Root.Religion.GetRandomGodName] exige una prueba de mente. Viajasteis juntos hasta un pequeño lago. Codo con codo, entrasteis en el agua. Te horrorizaste cuando[FromFrom.GetFirstName] te agarró por los hombros y te mantuvo hundid[Root.GetOA].;;;;;;;;;x
EVTDESC_RIP_11047_9;[FromFrom.GetTitledFirstName] told you that [Root.Religion.GetRandomGodName] demands a sacrifice. Later that evening you heard screaming. Following the sound you found [FromFrom.GetFirstName] hunched over a body, panic in [FromFrom.GetHerHis] eyes, blood on [FromFrom.GetHerHis] hands. "It was for the good of the realm...!", [FromFrom.GetSheHe] breathed.;[FromFrom.Get_Le_TitledFirstName] vous a dit que [Root.Religion.GetRandomGodName] exige un sacrifice. Plus tard ce soir-là, vous entendez crier. En cherchant l'origine du son, vous trouvez [FromFrom.GetFirstName] penché[FromFrom.Get_E] sur un corps, la panique dans ses yeux et du sang sur ses mains. « C'était pour le bien du pays... », souffle-t-[FromFrom.GetIlElle].;[FromFrom.GetTitledFirstName] hatte Euch erzählt, dass [Root.Religion.GetRandomGodName] ein Opfer verlangte. Dann, eines Abends, hörtet Ihr Schreie. Als Ihr den Schreien folgtet, saht Ihr, wie [FromFrom.GetFirstName] über einen Körper gebeugt dastand, die Augen von Panik erfüllt, die Hände rot von Blut. "Es diente dem Wohle des Reiches ...!", keuchte [FromFrom.GetSheHe] tonlos.;;[FromFrom.GetTitledFirstName] te dijo que [Root.Religion.GetRandomGodName] exige un sacrificio. Después, esa tarde oíste griterío. Siguiendo el sonido, encontraste a [FromFrom.GetFirstName] encorvad[From.GetOA] sobre un cuerpo, ojos llenos de pánico, manos ensangrentadas. «¡Fue por el bien del reino…!», jadeaba.;;;;;;;;;x
EVTDESC_RIP_11047_10;[FromFrom.GetFirstName] gave you a pouch of herbs and sent you on a journey, to find your spirit guide. You wandered the wilderness for days, eating only roots from the pouch, sleeping under the stars. Finally, you felt a presence and you saw a great horned beast. Afterwards you wondered... Are you the beast?;[FromFrom.GetFirstName] vous a donné un sachet d'herbes, et vous a envoyé en voyage pour trouver votre guide spirituel. Vous errez dans le désert pendant des jours, ne mangeant que des racines du sachet et ne dormant qu'à la belle étoile. Finalement, vous sentez une présence et vous voyez une grande bête à cornes. Par la suite, vous vous demandez si vous êtes la bête.;[FromFrom.GetFirstName] gab Euch einen Beutel mit Kräutern und schickte Euch los, Euren spirituellen Führer zu finden. So habt Ihr Tage in der Wildnis verbracht, unter den Sternen geschlafen und Euch von Wurzeln aus Eurem Proviantbeutel ernährt. Schließlich spürt Ihr eine Präsenz, eine große gehörnte Bestie. Später fragtet Ihr Euch ... seid Ihr diese Bestie?;;[FromFrom.GetFirstName] te dio una bolsa de hierbas y te envió en un viaje a encontrar tu espíritu guía. Vagaste por el campo durante días, comiendo solo raíces de la bolsa, durmiendo bajo de las estrellas. Finalmente, sentiste una presencia y viste a una gran bestia cornuda. Después te preguntaste… ¿Eres tú la bestia?;;;;;;;;;x
EVTDESC_RIP_11047_11;[FromFrom.GetTitledFirstName] stood at the end of your bed as the servants lit the candles. A pot was placed in your hands - judging from the sounds, it contained a terrified rat. "The creature will carry your burdens in your stead", [FromFrom.GetSheHe] explained. Then the chanting began.;[FromFrom.Get_Le_TitledFirstName] se tient à votre chevet alors que les domestiques allument les bougies. Un pot a été placé entre vos mains – à en juger par les sons, il contient un rat effrayé. « La bête portera vos fardeaux à votre place », m'explique-t-[FromFrom.GetIlElle]. Puis le chant commence.;[FromFrom.GetTitledFirstName] stand am Fuß des Bettes, als die Diener die Kerzen anzündeten. Ein Behälter wurde Euch in die Hände gelegt, den Geräuschen nach musste sich eine verängstigte Ratte darin befinden. "Diese Kreatur wird Euch Eure Bürde abnehmen", erklärte [FromFrom.GetSheHe]. Dann begann der Gesang.;;[FromFrom.GetTitledFirstName] estaba de pie al extremo de tu cama mientras los criados encendían las velas. Se te puso una vasija en las manos - a juzgar por los sonidos, llevaba una rata aterrorizada. «La criatura llevará vuestras cargas en vuestro lugar», explicó. Entonces comenzaron los cánticos.;;;;;;;;;x
EVTDESC_RIP_11047_12;One early day [FromFrom.GetFirstName] invited you to join [FromFrom.GetHerHim] in [FromFrom.GetHerHis] chambers. As the first bright rays of the morning sun shone into the room [FromFrom.GetFirstName] went on and on about how serving you has been an honor. "For you, [Root.GetMasterMistress]" [FromFrom.GetSheHe] breathed, before slitting [FromFrom.GetHerHis] own throat with an ornamental knife.;En début de matinée, [FromFrom.GetFirstName] vous invite à [FromFrom.GetLeLa] rejoindre dans ses appartements. Alors que les premiers rayons de soleil éclairent la pièce, [FromFrom.GetFirstName] vous dit que vous servir fut un honneur. « Pour vous, [Root.GetMasterMistress] », murmure-t-[FromFrom.GetIlElle], avant de se trancher la gorge avec un couteau ornemental.;Eines Morgens wurdet Ihr von [FromFrom.GetFirstName] zu einem Gespräch unter vier Augen gebeten. Als sich die ersten Sonnenstrahlen zeigten, sprach [FromFrom.GetFirstName] davon, dass es eine Ehre gewesen sei, Euch gedient zu haben. "Für Euch, [Root.GetMasterMistress]", stieß [FromFrom.GetSheHe] hervor, bevor [FromFrom.GetSheHe] sich mit dem kostbar verzierten Messer die Kehle durchschnitt.;;Un día a primera hora, [FromFrom.GetFirstName] te invitó a acompañar[FromFrom.GetRleRla] en sus aposentos. Cuando los primeros rayos brillantes del sol de la mañana brillaron en el cuarto [FromFrom.GetFirstName] habló sin cesar sobre cómo servirte había sido un honor. Por vos, [Root.GetMasterMistress]», jadeó antes de rajarse la garganta con un cuchillo ornamental.;;;;;;;;;x
