EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTDESCC_ZE_12106;[From.GetFirstName] seems even more interested in the letter now that [From.GetSheHe] knows it's forbidden.;L'intérêt de [From.GetFirstName] pour la lettre semble plus développé encore, maintenant qu'[From.GetIlElle] sait que c'est interdit.;[From.GetFirstName] scheint noch mehr Interesse für den Brief zu haben, seit [From.GetSheHe] weiß, dass es verboten ist, ihn zu lesen.;;[From.GetFirstName] parece sentir más interés en la carta ahora que [From.GetSheHe] sabe que está prohibido.;;;;;;;;;x
EVTDESCC_ZE_12110;I have been praying with the [Root.Religion.GetPriestTitle] for a while and some of the other people in the temple are getting ready to leave.;J'ai prié avec le [Root.Religion.GetPriestTitle] un bon moment, et certaines des autres personnes du temple se préparent à partir.;Ich bin nun schon eine ganze Weile mit dem/der [Root.Religion.GetPriestTitle] ins Gebet vertieft und die anderen Besucher des Tempels rüsten zum Aufbruch.;;Yo he estado orando con el [Root.Religion.GetPriestTitle] durante un tiempo y algunas de las otras personas en el templo se están preparando para salir.;;;;;;;;;x
EVTDESCC_ZE_12112;[From.GetFirstName] tells me that [From.GetSheHe] really loves spending time with me. I make [From.GetHerHis] days so much better.;[From.GetFirstName] me dit qu'[From.GetIlElle] adore passer du temps avec moi. Ses journées sont tellement plus agréables en ma compagnie.;[From.GetFirstName] sagt, dass [From.GetSheHe] wirklich gern in meiner Gesellschaft ist und furchtbar gern Zeit mit mir verbringt.;;[From.GetFirstName] me dice que a [From.GetSheHe] le encanta de verdad pasar tiempo conmigo. Hago [From.GetHerHis] días mucho mejores.;;;;;;;;;x
EVTDESCC_ZE_12114;[From.GetFirstName] said that I'm also wonderful to be around. Then [From.GetSheHe] gave me a kiss on the cheek and ran away.;[From.GetFirstName] a dit que c'était fabuleux d'être à mes côtés, m'embrassant sur la joue avant de filer.;[From.GetFirstName] meinte, meine Gesellschaft sei ebenfalls ein Segen. Dann gab [From.GetSheHe] mir einen Kuss auf die Wange und lief davon.;;[From.GetFirstName] me dijo que también es maravilloso tenerme aquí. A continuación [From.GetSheHe] me dio un beso en la mejilla y se escapó corriendo.;;;;;;;;;x
EVTDESCC_ZE_12116;[From.GetFirstName] said that I'm also wonderful to be around. Then [From.GetSheHe] gave me a kiss on the cheek and ran away.;[From.GetFirstName] a dit que c'était fabuleux d'être à mes côtés, m'embrassant sur la joue avant de filer.;[From.GetFirstName] sagte, dass ich ebenfalls eine gute Gesellschaft bin. Dann gab [From.GetSheHe] mir einen Kuss auf die Wange und rannte davon.;;[From.GetFirstName] me dijo que también es maravilloso tenerme aquí. A continuación [From.GetSheHe] me dio un beso en la mejilla y se alejó corriendo.;;;;;;;;;x
EVTDESCC_ZE_12211;Recently, you notice that there is something wrong with Smelly. [Root.GetSheHeCap] doesn't scurry around and play like [Root.GetSheHe] used to, [Root.GetSheHe] just lies down and moans pitifully, peering at you with [Root.GetHerHis] little beady eyes. [Root.GetSheHeCap] is obviously sick and starving.;Récemment, vous avez remarqué que quelque chose ne va pas chez Grignoteur. Il ne court et ne joue pas comme à son habitude et pousse de petits gémissements en restant allongé, vous regardant avec ses petits yeux perçants. Le pauvre animal semble malade et affamé.;Vor Kurzem ist Euch aufgefallen, dass irgendetwas mit Stinki nicht stimmt. Er stöbert und spielt auch nicht mehr, sondern liegt einfach nur da und winselt. Aus traurigen Knopfaugen schaut er dich an. Euch wird klar, dass das Tier verhungern und sterben wird.;;Recientemente, te has dado cuenta de que a Olores le pasa algo. [Root.GetSheHeCap] no corre de un lado a otro y juega como solía hacer, [Root.GetSheHe] se tumba y gime lastimosamente, mirándote con [Root.GetHerHis]  pequeños ojos redondos y brillantes. [Root.GetSheHeCap] está obviamente enfermo[Root.GetOA] y hambrient[Root.GetOA]a.;;;;;;;;;x
EVTDESCC_ZE_12219;As the guards release you from the dungeon, you take one last look back. You see Smelly staring at you intently for a moment, [Root.GetHerHis] little eyes shining strangely in the half-darkness. Then [Root.GetSheHe] scurries away into a corner and out of sight.;Alors que les gardes vous libèrent du cachot, vous jetez un dernier regard en arrière. Vous apercevez Grignoteur qui vous fixe intensément pendant un instant, ses petits yeux brillant d'une lueur étrange dans la pénombre. L'animal détale ensuite dans un coin hors de votre vue.;Als die Wachen Euch freilassen, werft Ihr einen letzten Blick zurück. Aufmerksam schaut Stinki Euch an, wobei seine kleinen Augen im Halbdunkel leuchten. Dann wuselt er los und verschwindet aus Eurem Blickfeld.;;Como las guardias te liberan del calabozo, echas un último vistazo atrás. Ves a Olores mirándote fijamente durante un momento, sus ojitos brillando extrañamente en la semioscuridad. Entonces [Root.GetSheHe] se escapa a un rincón fuera de la vista.;;;;;;;;;x

EVTDESCD_ZE_12002;As I'm beating a rabid dog in the yard, little [From.GetFirstName] runs up and joins in the beating.;Alors que je frappe un chien enragé dans la cour, [From.GetFirstName] accourt et commence à me frapper à coups de bâton.;Als ich auf dem Hof einen tollwütigen Köter verprügle, kommt Klein [From.GetFirstName] und hilft mit.;;Mientras pegaba a un perro rabioso en el patio, el pequeño [From.GetFirstName] se acerca y se une a la paliza.;;;;;;;;;x
EVTDESCD_ZE_12004;My treatment of that uppity peasant really put him and the others in their place.;Ma façon de traiter ce paysan arrogant l'a vraiment remis à sa place, et les autres aussi.;Meine Reaktion gegenüber dem dreisten Bauern hat ihm und den seinen gezeigt, wo ihr Platz ist.;;Mi tratamiento de ese campesino engreído de verdad puso a él y a los demás en su lugar.;;;;;;;;;x
EVTDESCD_ZE_12012;Young [From.GetTitledFirstName] just walked up to me today, and as I was about to greet [From.GetHerHim], [From.GetSheHe] just stuck [From.GetHerHis] tongue out and ran away...;J'étais sur le point de saluer [From.Get_au_TitledFirstName] aujourd'hui, mais [From.GetIlElle] a tiré la langue et a détalé en courant...;Klein [From.GetTitledFirstName] kam heute zu mir, und als ich [From.GetHerHim] grüßen wollte, streckte [From.GetSheHe] mir die Zunge heraus und lief davon ...;;[From.GetElLaCap] joven [From.GetFirstName] se me ha acercado, y cuando estaba a punto de  saludar[From.GetHerHim], [From.GetSheHe] sacó [From.GetHerHis] lengua y echó a correr...;;;;;;;;;x
EVTDESCD_ZE_12014;You shared your bread with the child and then you played together for a while, until your nannies came and angrily interrupted you. As your friend ran away, the nannies said they'd tell [Educator.GetTitledFirstName] that you had been bad.;Vous avez partagé votre pain avec l'enfant et avez joué pendant un moment, jusqu'à ce que vos nourrices vous interrompent brutalement. Alors que votre ami s'enfuit, les nourrices affirment qu'elles rapporteront votre mauvais comportement [Educator.Get_au_TitledFirstName].;Ihr habt Euer Brot mit dem anderen Kind geteilt und dann eine Weile zusammen gespielt. Doch dann kamen Eure Kindermädchen und unterbrachen das Spiel. Sie sagten, sie würden [Educator.GetTitledFirstName] erzählen, dass Ihr ein unartiges Kind gewesen seid.;;Has compartido tu pan con [Root.GetElLa] niñ[Root.GetOA] y, a continuación, has jugado juntos durante algún tiempo, hasta que tus niñeras llegaron y os interrumpieron furiosas. Mientras tu amig[Root.GetOA] escapaba, las niñeras dijeron que le contarían a [Educator.GetTitledFirstName] que habías sido mal[Root.GetOA].;;;;;;;;;x
EVTDESCD_ZE_12022;[From.GetFirstName] came over to me and said [From.GetSheHe] wanted us to be friends!;[From.GetFirstName] m'a dit qu'[From.GetIlElle] voulait qu'on devienne amis !;[From.GetFirstName] kam zu mir und fragte, ob wir nicht Freunde sein wollten!;;[From.GetFirstName] vino a mí. ¡[From.GetSheHe] me dijo que quiere que seamos amigos/as!;;;;;;;;;x
EVTDESCD_ZE_12024;The guests were all very offended at my refusal to sing for them.;Les invités étaient très offensés que je refuse de chanter pour eux.;Die Gäste fühlten sich sehr beleidigt, als klar wurde, dass ich mich weigerte, für sie zu singen.;;Los invitados se sintieron muy ofendidos por mi negativa a cantar para ellos.;;;;;;;;;x
EVTDESCD_ZE_12032;[From.GetFirstName] asks me if I wanted to play dice.;[From.GetFirstName] me demande si je veux jouer aux dés.;[From.GetFirstName] fragt mich, ob ich Lust auf ein Würfelspiel habe.;;[From.GetFirstName] me pregunta si quiero jugar a los dados.;;;;;;;;;x
EVTDESCD_ZE_12034;Agile as a squirrel, I rapidly climbed up the tower and then down again. Everyone was very impressed.;Agile comme un écureuil, j'ai grimpé au sommet de la tour, puis l'ai redescendue. Tout le monde était très impressionné.;Behänd wie ein Eichhörnchen kletterte ich geschwind auf den Turm hinauf und wieder hinab. Die anderen staunten beeindruckt.;;Ágil como una ardilla, subí rápidamente a la torre y la bajé y luego de nuevo. Todos estaban muy impresionados.;;;;;;;;;x
EVTDESCD_ZE_12044;I'm just about to give up, but then it happened. I caught a fish, but it's not very big.;Je suis sur le point d'abandonner quand quelque chose se passe enfin. J'attrape donc un poisson, mais il n'est guère imposant.;Ich wollte gerade aufgeben, aber dann passierte es endlich. Ich habe einen Fisch gefangen. Leider ist er nicht besonders groß.;;Estoy a punto de renunciar, pero entonces sucedió. He atrapado un pez, pero no es muy grande.;;;;;;;;;x
EVTDESCD_ZE_12046;[From.GetFirstName] said I was right and we went back home, away from the scary house.;[From.GetFirstName] a reconnu que j'avais raison, et nous avons rebroussé chemin, loin de la terrifiante bâtisse.;[From.GetFirstName] sagte, dass ich recht habe und wir gingen nach Hause, fort von dem schrecklichen Haus.;;[From.GetFirstName] dijo que tenía razón y volvimos a casa, lejos de la casa de los horrores.;;;;;;;;;x
EVTDESCD_ZE_12052;[From.GetFirstName] asked me to teach [From.GetHerHim] how to whistle. I must have inspired [From.GetHerHim], now [From.GetSheHe] has been at it for hours.;[From.GetFirstName] voulait que je lui montre comment siffler. J'ai dû l'inspirer, voilà des heures qu'[From.GetIlElle] s'y essaie.;[From.GetFirstName] bat mich darum, [From.Getihmihr] das Pfeifen beizubringen. Ich glaube, ich habe [From.GetHerHim] inspiriert, denn nun übt [From.GetSheHe] schon seit Stunden.;;[From.GetFirstName] me pidió que [From.GetHerHim] enseñase a silbar. Debo haber[From.GetHerHim] inspirado, puesto que ahora [From.GetSheHe] lleva horas en eso.;;;;;;;;;x
EVTDESCD_ZE_12054;[From.GetFirstName] said that not everyone learns to whistle. Some can never do it.;[From.GetFirstName] m'a dit que siffler n'était pas donné à tout le monde. Certaines personnes en sont juste incapables.;[From.GetFirstName] sagte, dass nicht jeder pfeifen könne. Manche lernten es nie.;;[From.GetFirstName] dijo que no todo el mundo aprende a silbar. Algunos nunca pueden hacerlo.;;;;;;;;;x
EVTDESCD_ZE_12056;I wake up, and [From.GetFirstName] is still by my side. [From.GetSheHeCap] has brought me some water to drink, and covered me with a blanket. I don't deserve treatment like this. But if [From.GetSheHe] sees good in me...;Je me réveille, et [From.GetFirstName] est encore à mes côtés. [From.GetIlElleCap] m'a apporté de l'eau et a placé une couverture sur moi. Je ne mérite pas qu'on s'occupe de moi ainsi, mais [From.GetIlElle] voit le bon en moi...;Als ich erwache, ist [From.GetFirstName] immer noch bei mir. [From.GetSheHeCap] hat in der Zwischenzeit eine Decke und etwas Wasser für mich geholt. So viel Freundlichkeit habe ich gar nicht verdient. Aber wenn [From.GetSheHe] das Gute in mir erkennen kann ...;;Me despierto, y [From.GetFirstName] todavía está a mi lado. [From.GetSheHeCap] me ha traído algo de agua para beber, y me ha cubierto con una manta. No merezco un tratamiento como este. Pero si [From.GetSheHe] ve algo bueno en mí...;;;;;;;;;x
EVTDESCD_ZE_12062;[From.GetFirstName] came with me to the market today, we both had to go get some groceries and had time to talk a lot.;Aujourd'hui, [From.GetFirstName] a fait la route jusqu'au marché avec moi. Nous avons ainsi fait nos courses ensemble et avons passé un long moment à discuter.;[From.GetFirstName] ging heute mit mir zum Markt. Wir hatten beide einige Dinge zu kaufen und konnten beim Einkaufen viel miteinander sprechen.;;[From.GetFirstName] hoy vino conmigo al mercado, tuvimos que ir a conseguir algunos comestibles y  tuvimos mucho tiempo para hablar tiempo.;;;;;;;;;x
EVTDESCD_ZE_12064;[From.GetFirstName] didn't want to help me out. [From.GetSheHeCap] is already heading out.;[From.GetFirstName] n'a pas voulu m'aider, et [From.GetIlElle] se met déjà en chemin.;[From.GetFirstName] wollte mir nicht helfen. [From.GetSheHeCap] macht sich bereits auf den Weg.;;[From.GetFirstName] no quiso echarme una mano. [From.GetSheHeCap] ya está saliendo.;;;;;;;;;x
EVTDESCD_ZE_12072;[From.GetFirstName] was not in [From.GetHerHis] his room and I was starting to get worried. When [From.GetSheHe] finally answered I found [From.GetHerHim] staring at a burglar who was trying to hide from me.;[From.GetFirstName] n'était pas dans sa chambre et j'ai commencé à m'inquiéter. Quand [From.GetIlElle] a fini par me répondre, [From.GetIlElle] était en train de fixer un cambrioleur qui tentait de se cacher.;[From.GetFirstName] war nicht in [From.GetHerHis]er Kammer und ich wollte mir schon Sorgen machen. Als [From.GetSheHe] endlich antwortete, fand ich [From.GetHerHim] und einen Einbrecher, der versuchte, sich vor mir zu verstecken.;;[From.GetFirstName] no estaba en [From.GetHerHis] su cuarto y me estaba empezando preocupando cuando [From.GetSheHe] respondió finalmente y [From.GetHerHim] encontré mirando un ladrón que intentaba esconderse de mí.;;;;;;;;;x
EVTDESCD_ZE_12074;[From.GetFirstName] seemed shocked when [From.GetSheHe] found me. The guards came and took the man hiding under the table. They said he was a bad man and I should stay away from strangers.;Le visage de [From.GetFirstName] trahissait son choc en me trouvant. Bien vite, les gardes sont arrivés et ont capturé l'homme caché sous la table. C'était un vilain monsieur, m'ont-ils dit, et je ferais bien de rester loin des étrangers à l'avenir.;[From.GetFirstName] schien schockiert, als [From.GetSheHe] mich fand. Die Wachen kamen und nahmen den Mann unter dem Tisch in Gewahrsam. Sie sagten, der Mann sei böse und ich solle mich vor Fremden hüten.;;[From.GetFirstName] pareció impresionado cuando [From.GetSheHe] me encontró. Vinieron los guardias y se llevaron al hombre que se escondía debajo de la mesa. Dijeron que él era un hombre malo y que  debería mantenerme lejos de los extraños.;;;;;;;;;x
EVTDESCD_ZE_12084;I was out too long in the evening, and it hurts when I breathe. The adults say I have to rest a lot.;Ma sortie d'hier soir s'est prolongée tard, et j'ai des douleurs quand je respire. Les adultes disent que je dois beaucoup me reposer;Ich war abends zu lange draußen und nun tut es schrecklich weh, wenn ich atme. Die Erwachsenen sagen, dass ich nun viel schlafen und Ruhe halten muss.;;Pasé demasiado tiempo fuera de noche, y me duele cuando respiro. Los adultos dicen que tengo que descansar mucho.;;;;;;;;;x
EVTDESCD_ZE_12092;[From.GetFirstName] was very happy at dinner today, eating with great appetite.;La joie de [From.GetFirstName], mangeant avec grand appétit, était visible lors du dîner d'aujourd'hui.;[From.GetFirstName] war heute beim Essen sehr fröhlich und aß mit ausgezeichnetem Appetit.;;[From.GetFirstName] hoy estaba muy contento en la cena, comiendo con gran apetito.;;;;;;;;;x
EVTDESCD_ZE_12094;[From.GetFirstName] seemed angry with me and told me to wait until I felt the food's temperature was just right. Now its cool enough.;[From.GetFirstName] semblait en colère contre moi et m'a dit d'attendre que la nourriture refroidisse un peu. Maintenant, elle est juste comme il faut.;[From.GetFirstName] schien böse auf mich zu sein und sagte, ich solle eben warten, bis das Essen abgekühlt sei. Jetzt ist es nicht mehr so heiß.;;[From.GetFirstName] parecía enojado conmigo y me dijo que esperase hasta que sintiera que la temperatura de la comida me parezca bien. Ahora está lo bastante fría.;;;;;;;;;x
EVTDESCD_ZE_12096;[From.GetFirstName] finally fell asleep after I found [From.GetHerHis] toy.;[From.GetFirstName] a fini par s'endormir maintenant que j'ai trouvé son jouet.;[From.GetFirstName] schlief endlich ein, nachdem ich [From.GetHerHis] Spielzeug gefunden hatte.;;[From.GetFirstName] finalmente se durmió después de que encontrase [From.GetHerHis] juguete.;;;;;;;;;x
EVTDESCD_ZE_12102;I had expected some letters today but couldn't find any. I was suspicious at first but when I asked [From.GetFirstName] [From.GetSheHe] pointed to a table where they were already sorted for me, untouched.;J'attendais des lettres aujourd'hui, mais n'en ai trouvé aucune. J'ai commencé par développer une certaine méfiance, mais lorsque j'ai posé la question à [From.GetFirstName], [From.GetIlElle] a pointé du doigt vers une table où toutes les lettres étaient déjà triées pour moi, encore fermées.;Ich hatte heute damit gerechnet, einen Brief zu erhalten, erhielt aber keinen. Ich wollte schon Verdacht schöpfen, aber als ich [From.GetFirstName] darauf ansprach, deutete [From.GetSheHe] bloß zum Tisch, wo meine Briefe fein säuberlich lagen, sortiert und ungeöffnet.;;Había esperado recibir alguna carta hoy, pero no encontré ninguna. Desconfiaba al principio pero cuando le pregunté a [From.GetFirstName] [From.GetSheHe] señaló una mesa donde ya estaban clasificadas para mí, sin tocar.;;;;;;;;;x
EVTDESCD_ZE_12104;[From.GetTitledName] came downstairs just as I was opening the letter but [From.GetSheHe] wasn't angry with me. [From.GetSheHeCap] told me it is considered rude to go through other people's belongings.;[From.Get_Le_TitledName] a descendu les escaliers tandis que j'ouvrais la lettre, mais [From.GetIlElle] n'était pas en colère après moi. [From.GetIlElleCap] m'a dit que c'était impoli de fouiller dans les affaires des autres.;[From.GetTitledName] kam nach unten, als ich gerade den Brief öffnen wollte, aber [From.GetSheHe] war nicht böse auf mich. [From.GetSheHeCap] sagte mir, es sei unhöflich, anderer Leute Habseligkeiten zu durchstöbern.;;[From.GetTitledName] bajó cuando abría la carta pero [From.GetSheHe] no se enfadó conmigo. [From.GetSheHeCap] me dijo que se considera de mala educación revisar las pertenencias de otras personas.;;;;;;;;;x
EVTDESCD_ZE_12106;After talking to [From.GetFirstName] [From.GetSheHe] seems to understand the concept of privacy better.;Après avoir parlé avec [From.GetFirstName], [From.GetIlElle] semble dorénavant mieux comprendre le concept de vie privée.;Nachdem ich mit [From.GetFirstName] gesprochen habe, scheint [From.GetSheHe] besser zu verstehen, was Privatsphäre ist.;;Después de hablar con [From.GetFirstName], [From.GetSheHe] parece entender mejor el concepto de privacidad mejor.;;;;;;;;;x
EVTDESCD_ZE_12112;[From.GetFirstName] and I always get along well and now [From.GetSheHe] told me that we should stay friends forever.;[From.GetFirstName] et moi nous entendons bien et maintenant, [From.GetIlElle] m'a dit qu'on devrait rester amis pour toujours.;[From.GetFirstName] und ich kommen gut miteinander aus und nun hat [From.GetSheHe] mir gesagt, dass wir für immer Freunde sein werden.;;[From.GetFirstName] y yo siempre llevamos bien, y ahora [From.GetSheHe] me dijo que deberíamos seguir siendo amigos para siempre.;;;;;;;;;x
EVTDESCD_ZE_12114;[From.GetFirstName] seemed a bit uneasy when I told [From.GetHerHim] how I felt. [From.GetSheHeCap] said that it was a nice thing to say, but maybe we should spend less time together.;La malaise était clair quand j'ai dit à [From.GetFirstName] ce que je ressentais. [From.GetIlElleCap] m'a dit que c'était flatteur, mais que l'on devrait peut-être passer moins de temps ensemble.;[From.GetFirstName] war etwas verlegen, als ich [From.Getihmihr] davon erzählte. [From.GetSheHeCap] meinte, das sei erfreulich, aber dass wir uns in Zukunft vielleicht weniger häufig treffen sollten.;;[From.GetFirstName] parecía un poco inquieto cuando [From.GetHerHim] dije cómo me sentía. [From.GetSheHeCap] dijo que era algo bueno de decir, pero tal vez deberíamos pasar menos tiempo juntos.;;;;;;;;;x
EVTDESCD_ZE_12116;[From.GetFirstName] seemed a bit uneasy when I told [From.GetHerHim] how I felt. [From.GetSheHeCap] said that it was a nice thing to say, but maybe we should spend less time together.;La malaise était clair quand j'ai dit à [From.GetFirstName] ce que je ressentais. [From.GetIlElleCap] m'a dit que c'était flatteur, mais que l'on devrait peut-être passer moins de temps ensemble.;[From.GetFirstName] wirkte etwas unsicher, als ich [From.Getihmihr] sagte, was ich fühle. [From.GetSheHeCap] sagte, dass es eine nette Geste war, aber dass wir uns vielleicht weniger sehen sollten.;;[From.GetFirstName] parecía un poco inquieto cuando [From.GetHerHim] dije cómo me sentía. [From.GetSheHeCap] dijo que lo dije era bonito pero tal vez deberíamos pasar menos tiempo juntos.;;;;;;;;;x

EVTDESCE_ZE_12054;The bullies all scatter when I tell them to stop. The small child looks at me and asks for food without mentioning the others and what they did. Is this how commoners live?;Les petites brutes se dispersent quand je leur dis d'arrêter. L'enfant me regarde et me demande de la nourriture sans même mentionner les autres et ce qu'ils lui ont fait subir. Est-ce ainsi que vivent les petites gens ?;Die bösen Kinder ergreifen die Flucht, als ich ihnen befehle, aufzuhören. Das kleine Kind schaut mich an und fragt sofort nach etwas zu essen, ohne den Vorfall oder die anderen Kinder überhaupt zu erwähnen. Ist dies das Leben des einfachen Volkes?;;Los abusones se dispersan cuando les digo que paren. El niño pequeño me mira y pide comida sin mencionar a los otros y lo que hicieron. ¿Así viven los plebeyos?;;;;;;;;;x
EVTDESCE_ZE_12056;[From.GetFirstName] seems a bit frustrated by [From.GetHerHis] failed attempts. [From.GetSheHeCap] doesn't seem to respond well to my encouraging words.;[From.GetFirstName] semble quelque peu en colère à force de tentatives ratées. Mes encouragements n'ont pas l'air d'avoir l'effet désiré.;[From.GetFirstName] scheint frustriert aufgrund der vielen Fehlversuche. [From.GetSheHeCap] zeigt keine sonderlich gute Reaktion auf meine aufmunternden Worte.;;[From.GetFirstName] parece un poco frustrado por [From.GetHerHis] intentos fallidos. [From.GetSheHeCap] no parece responder bien a mis palabras de aliento.;;;;;;;;;x
EVTDESCE_ZE_12064;The other children are chasing each other, lots of running and jumping.;Les enfants jouent à cache-cache, courant et sautant dans tous les sens.;Die anderen Kinder spielen Fangen. Sie laufen und springen umher.;;Los otros niños se persiguen entre sí, saltando y corriendo mucho.;;;;;;;;;x
EVTDESCE_ZE_12074;We had some time to play before we finished all of the work.;Nous avions du temps pour nous amuser avant d'en terminer avec notre travail.;Wir hatten Zeit zum Spielen, bevor wir mit der Arbeit fertig waren.;;Tuvimos tiempo para jugar antes de que termine todo el trabajo.;;;;;;;;;x
EVTDESCE_ZE_12084;Yes! I found my vest and no one will even know it was missing.;Oui ! J'ai trouvé ma veste, et personne ne saura que je l'avais perdue.;Hurra! Ich habe meine Jacke gefunden. Niemand wird davon erfahren, dass ich sie jemals verloren hatte.;;¡Sí! Encontré mi chaleco y nadie sabrá aún que lo faltaba.;;;;;;;;;x
EVTDESCE_ZE_12094;I ran very fast and I made it in time. We had lots of fun and the servants seem to like me.;J'étais là à temps grâce à ma vitesse de course. On s'est beaucoup amusés, et les domestiques semblent bien m'aimer.;Ich bin ganz schnell gelaufen und rechtzeitig angekommen. Wir hatten ganz viel Spaß und ich glaube, die Diener mögen mich.;;Corrí muy rápido y llegué a tiempo. Nos divertimos mucho y parece que le gusto a lo sirvientes.;;;;;;;;;x
EVTDESCE_ZE_12096;No matter what I do or avoid doing, there seems to be no good way to make [From.GetFirstName] relax. [From.GetSheHeCap] won't eat at all now and I have no more energy to deal with it.;Peu importe ce que je fais ou ce que j'évite de faire, il ne semble pas y avoir de bonne technique pour calmer [From.GetFirstName]. [From.GetIlElleCap] ne mangera rien, et je n'ai plus d'énergie pour m'occuper de ça.;Ganz gleich, was ich tue oder nicht tue, [From.GetFirstName] will sich einfach nicht entspannen. [From.GetSheHeCap] isst nun überhaupt nichts mehr und allmählich verliere ich die Geduld.;;No importa lo que hago o dejo de hacer, o evitar hacer, parece que no hay ningún modo de conseguir que [From.GetFirstName] se relaje. [From.GetSheHeCap] ahora no comerá nada y no tengo más energía para ocuparme de esto..;;;;;;;;;x
EVTDESCE_ZE_12104;It was a big disgusting rat. It hissed and bit me in the hand and now it hurts, a lot!;C'était un gros rat dégoûtant. Il a sifflé, puis m'a mordu la main, et maintenant j'ai très mal !;Es war eine große, eklige Ratte. Sie zischte mich an und biss mich in die Hand, die nun scheußlich wehtut.;;Era una gran rata asquerosa. ¡Siseó, me mordió en la mano y ahora me duele, mucho!;;;;;;;;;x
EVTDESCE_ZE_12114;After a whole night of religious ritual, I started getting hungry and my mind wandered. Maybe [Root.Religion.GetRandomGodName] is happy with the time I spent here.;Après toute une nuit de rituels religieux, la faim commençait à me gagner, et mon esprit vagabondait. Peut-être que [Root.Religion.GetRandomGodName] trouvera le temps que j'ai passé ici satisfaisant.;Nach einer ganzen Nacht mit religiösen Ritualen wurde ich hungrig und meine Gedanken sind abgeschweift. Vielleicht ist [Root.Religion.GetRandomGodName] zufrieden mit der Zeit, die ich hier verbracht habe.;;Después de toda una noche de ritual religioso, empecé a sentir hambre y mi mente vagaba Tal vez [Root.Religion.GetRandomGodName] está contento con el tiempo que he pasado aquí.;;;;;;;;;x

EVTDESCF_ZE_12056;[From.GetFirstName] went back to [From.GetHerHis] room to do other things now.;[From.GetFirstName] est de retour dans sa chambre pour vaquer à d'autres occupations.;[From.GetFirstName] ging zurück in [From.GetHerHis] Zimmer, um etwas anderes zu tun.;;[From.GetFirstName] ahora volvió a la habitación [From.GetHerHis] para hacer otras cosas.;;;;;;;;;x
EVTDESCF_ZE_12074;She was not ticklish, and now she is telling everybody what a hassle I am to have around.;Elle n'était pas chatouilleuse, et maintenant, elle raconte à tout le monde combien il est pénible de m'avoir dans les pattes.;Sie war nicht kitzlig, aber nun erzählt sie überall herum, wie nervenaufreibend es ist, mit mir zusammen zu sein.;;No tenía cosquillas, y ahora le está diciendo a todo el mundo que es un fastidio tenerme cerca.;;;;;;;;;x
EVTDESCF_ZE_12094;I made it to the servants' quarters, but I got very wet. Then we had a good time and they felt sorry for me having to go out in the cold..;Une fois dans les quartiers des domestiques, après avoir traversé une pluie battante, nous avons passé un excellent moment, et ils étaient désolés que j'aie dû sortir ainsi dans le froid.;Ich habe das Quartier der Bediensteten erreicht, aber ich wurde auf dem Weg pitschnass. Wir hatten viel Spaß und es tat ihnen wirklich leid, dass ich durch eine derartige Kälte musste, um sie zu besuchen.;;Llegué a las habitaciones de los sirvientes, pero me mojé mucho. Luego nos lo pasamos muy bien, y lo sintieron por haberme hecho salir con en el frío.;;;;;;;;;x
EVTDESCF_ZE_12096;[From.GetFirstName] finally decided to eat [From.GetHerHis] food.;[From.GetFirstName] a finalement décidé de manger sa nourriture.;[From.GetFirstName] möchte nun endlich wieder etwas essen.;;[From.GetFirstName] finalmente decidió tomarse [From.GetHerHis] comida.;;;;;;;;;x
EVTDESCF_ZE_12104;I found an injured bird, it seems to have fallen from its nest. Maybe I can keep it as a pet while it recovers.;J'ai trouvé un oiseau blessé qui semble être tombé de son nid. Peut-être que je pourrais le garder comme animal de compagnie le temps qu'il récupère.;Ich fand einen verletzten Vogel, der wohl aus dem Nest gefallen ist. Vielleicht kann ich ihn als Haustier halten, bis er wieder gesund ist.;;Encontré un pájaro herido, parece haber caído de su nido. Tal vez pueda mantenerlo como mascota mientras recupera.;;;;;;;;;x

EVTOPTA_ZE_12000;It's inappropriate, and I will tell [haughty_events_char_1.GetHerHim]!;C'est inapproprié, et je compte bien lui dire !;Das ist ungehörig, und das werde ich [haughty_events_char_1.Getihmihr] sagen!;;¡Es inapropiado, y se [haughty_events_char_1.GetHerHim] diré!;;;;;;;;;x
EVTOPTA_ZE_12002;I'll catch the brat and give [From.GetHerHim] a good hiding!;Je vais l'attraper et lui flanquer une bonne correction !;Ich werde das Balg am Schlafittchen packen und ihm den Hintern versohlen!;;¡Agarraré a ese mocos[From.GetOA] y [From.GetHerHim] daré una buena tunda!;;;;;;;;;x
EVTOPTA_ZE_12004;The [GetRootFromInsult]! I will tell everyone!;Que[From.GetLLle] [GetRootFromInsultNounAdj] ! Je vais le dire à tout le monde !;Dann werde ich eben allen davon erzählen!;;¡Será [GetRootFromInsult]! ¡Se lo contaré a todo el mundo!;;;;;;;;;x
