#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_GBC_1;[GBC_dead_one.GetTitledFirstName] died from the plague. Oh noes!;Oh non ! L'épidémie a emporté [GBC_dead_one.Get_le_TitledFirstName] !;[GBC_dead_one.GetTitledFirstName] starb an der Pest. Oh nein!;;[GBC_dead_one.GetTitledFirstName] ha muerto de la peste. ¡Oh, no!;;;;;;;;;x
EVTDSC_GBC_138;[gbc_lover.GetFirstName]'s face occupies my mind during all my waking hours, and [gbc_lover.GetHerHis] voice haunts my sleep at night. We have to be together! What shall I do about [gbc_lover.GetHerHis] [gbc_rival.GetHusbandWife]? I have had a few ideas...;Le visage de [gbc_lover.GetFirstName] occupe mon esprit durant la journée, et sa voix hante mon sommeil la nuit. Nous devons être ensemble ! Que vais-je faire à propos de s[gbc_rival.GetOnA] [gbc_rival.GetHusbandWife] ? J'ai quelques idées...;Das Antlitz von [gbc_lover.GetFirstName] ist Tag und Nacht vor meinem inneren Auge und die geliebte Stimme erfüllt des Nachts meine Träume. Wir müssen zusammen sein! Doch was soll ich angesichts des Ehepartners tun? Ich hatte da so manche Idee ...;;La cara de [gbc_lover.GetFirstName] me ocupa la mente todas las horas del día, y su voz atormenta mis sueños de noche. ¡Debemos estar juntos! ¿Qué haré con su [gbc_rival.GetHusbandWife]? Tengo algunas ideas…;;;;;;;;;x
EVTDSC_GBC_140;[gbc_rival.GetTitledFirstName]'s great hunt is now over. These weeks have been... eventful. To say the least.;La grande chasse [gbc_rival.Get_du_TitledFirstName] est finie. Ces semaines ont été... mouvementées. C'est le moins que l'on puisse dire.;Die große Jagd von [gbc_rival.GetTitledFirstName] ist vorüber. Diese Wochen waren wirklich ... ereignisreich. Gelinde gesagt.;;La gran cacería de [gbc_rival.GetTitledFirstName] ya ha terminado. Estas semanas han sido ajetreadas, cuando menos.;;;;;;;;;x
EVTDSC_GBC_141;Oh, great [Root.Religion.GetHighGodName], have you no mercy?! It turns out that the screams I heard in the forest were [gbc_lover.GetFirstName]'s! [gbc_lover.GetSheHeCap] was savagely attacked by a wolf. When they found [gbc_lover.GetHerHim], [gbc_lover.GetHerHis] heart was still beating, yet it was too late.;[Root.Religion.GetHighGodNameCap] n'a pas fait preuve de miséricorde... Les cris se sont avérés être ceux de [gbc_lover.GetFirstName]! [gbc_lover.GetIlElleCap] a été sauvagement attaqué[gbc_lover.Get_E] par un loup. Quand ils l'ont trouvé[gbc_lover.Get_E], son coeur battait encore, mais c'était déjà trop tard.;Oh, großer [Root.Religion.GetHighGodName], kennst du denn kein Erbarmen?! Wie sich herausstellte, stammten die Schreie, die ich im Wald hörte, von [gbc_lover.GetFirstName]! [gbc_lover.GetSheHeCap] wurde von einem Wolf bestialisch angegriffen. Als man [gbc_lover.GetHerHim] fand, lebte [gbc_lover.GetSheHe] noch. Trotzdem war es bereits zu spät.;;¡¿Oh, gran [Root.Religion.GetHighGodName], es que no tienes misericordia?! ¡Resulta que los gritos que oí en el bosque eran los de [gbc_lover.GetFirstName]! [gbc_lover.GetElEllaCap] fue salvajemente atacad[Root.GetOA] por un lobo. Cuando [gbc_lover.GetRleRla] encontraron, su corazón aún latía, pero era demasiado tarde.;;;;;;;;;x
EVTDSC_GBC_142;To the [GetFromRootInsult] [Root.GetTitledFirstName], \nYour filthy conduct towards my [gbc_lover.GetHusbandWife] has brought dishonor to my name. No longer can I bear it! I accept your challenge, dog. Get your affairs in order, because I shall show you no mercy! \n\n[gbc_rival.GetTitledFirstName];[Root.Get_Au_TitledFirstName] [Root.GetLeLa] [GetFromRootInsultNounAdj],\nVotre infâme comportement à l'égard de m[gbc_lover.GetOnA] [gbc_lover.GetHusbandWife] a déshonoré mon nom. Je ne peux plus supporter cela plus longtemps ! J'accepte votre défi, pourriture. Faites votre testament, parce que je ne me retiendrai pas ! \n\n[gbc_rival.GetTitledFirstName];[Root.GetTitledFirstName],\nEuer verkommenes Verhalten gegenüber m[gbc_rival.GeteinemeinerOpp] Angetrauten hat meinen Namen besudelt. Ich bin nicht gewillt, dies noch länger zu ertragen, und akzeptiere daher Eure Herausforderung. Trefft alle Vorkehrungen für Euer baldiges Ableben. Ich werde keine Gnade zeigen! \n\n[gbc_rival.GetTitledFirstName];;[Root.GetAlAlaCap] [GetFromRootInsult] de [Root.GetTitledFirstName], \nTu obscena conducta hacia mi [gbc_lover.GetHusbandWife] ha traído deshonra a mi nombre. ¡No puedo seguir soportándolo! Acepto tu reto, perro. ¡Pon tus asuntos en orden, porque no tendré piedad contigo! \n\n[gbc_rival.GetTitledFirstName];;;;;;;;;x
EVTDSC_GBC_143;You walked here together, in this garden, mere months ago. Laughing at each other's quick remarks, stealing short glances... It seems like an altogether different live. Now, it's over, and it will never be the same again. \n\nMaybe being alone is not so bad. It gives you plenty of time to hone your skills and build your realm... No distractions, no limitations. What could be more important than that, after all?;Vous marchiez dans ce jardin tous les deux il y a quelques mois. Rire l'un l'autre, échanger des regards... Cela semble être une vie tout autre. À présent, c'est fini, et ce ne sera jamais plus comme avant. \n\nPeut-être que la solitude n'est pas si mal. Cela vous donne beaucoup de temps pour affûter vos compétences et bâtir votre royaume... Pas de distractions, pas de limitations... Qu'est-ce qui peut être plus important après tout ?;Hier seid ihr spazieren gegangen, in diesem Garten, nur wenige Monate zuvor. Hier habt ihr gelacht über die Schlagfertigkeit des Anderen und einander kurze, vielsagende Blicke zugeworfen. Dies alles scheint nun fern, wie aus dem Leben eines Fremden, ist nun Vergangenheit und wird nie wieder so sein. \n\nVielleicht ist das Alleinsein nicht so schlecht. Nun habt Ihr Zeit, um Eure Fähigkeiten zu schulen und Euer Reich auszubauen ... Keine Ablenkungen, keine Einschränkungen. Was könnte wichtiger sein?;;Caminasteis por aquí juntos, en este jardín, hace apenas unos meses. Riendo con los rápidos comentarios del otro, echando breves vistazos… Parece una vida totalmente distinta. Ahora se acabó, y nunca volverá a ser igual.\n\nTal vez estar solo no esté tan mal. Te da mucho tiempo para perfeccionar tus habilidades y construir tu reino… Sin distracciones ni limitaciones. ¿Qué podría ser más importante que eso, después de todo?;;;;;;;;;x

EVTNAME_GBC_2;A Wistful Night;Nostalgie nocturne;Eine Nacht voller Sehnsucht;;Noche nostálgica;;;;;;;;;x
EVTNAME_GBC_12;The Small Things We Don't Say;Les petits non-dits;Unerwähnte Details;;Las pequeñas cosas que no decimos;;;;;;;;;x
EVTNAME_GBC_13;The Rarity of Friendship;La rareté de l'amitié;Seltene Freundschaft;;Lo excepcional de la amistad;;;;;;;;;x
EVTNAME_GBC_102;What is Love?;Qu'est-ce que l'amour ?;Was ist Liebe?;;¿Qué es el amor?;;;;;;;;;x
EVTNAME_GBC_137;All's Well That Ends Well;Tout est bien qui finit bien;Ende gut, alles gut;;Lo que importa es que todo acabe bien.;;;;;;;;;x
EVTNAME_GBC_143;Once Upon a Dream;Il fut un rêve;Es war einmal ein Traum;;Érase una vez un sueño;;;;;;;;;x

EVTOPTA_GBC_2;I can't believe [GBC_dead_one.GetSheHe]'s not with us anymore.;Je ne peux pas croire qu'[GBC_dead_one.GetIlElle] n'est plus de ce monde.;Ich kann nicht glauben, dass [GBC_dead_one.GetSheHe] nicht mehr unter uns weilt.;;No me puedo creer que [GBC_dead_one.GetElElla] ya no esté con nosotros.;;;;;;;;;x
EVTOPTA_GBC_3;I should talk to someone about this.;Je devrais en parler à quelqu'un.;Ich sollte mit jemandem darüber sprechen.;;Debería hablar de esto con alguien.;;;;;;;;;x
EVTOPTA_GBC_5;I'm more human than they know.;Je suis plus humain[Root.Get_E] qu'ils ne l'imaginent.;Ich bin menschlicher, als die Welt annimmt.;;Soy más human[Root.GetOA] de lo que creen.;;;;;;;;;x
EVTOPTA_GBC_6;That's the cutest thing I've seen since my servant's cat had triplets!;C'est la plus belle chose que j'ai vue depuis la naissance de trois chatons !;Das ist das Süßeste, was ich jemals gesehen habe, seit die Katze meiner Zofe Drillinge hatte!;;¡Es la cosa más mona que he visto desde que la gata de mi sirviente tuvo trillizos!;;;;;;;;;x
EVTOPTA_GBC_8;Wait, what? [GBC_new_friend.GetFirstName], what's the matter?;Quoi ?! Attendez ! [GBC_new_friend.GetFirstName], que se passe-t-il ?;Wie bitte, was? [GBC_new_friend.GetFirstName], was ist denn los?;;Espera, ¿qué? ¿Qué te pasa, [GBC_new_friend.GetFirstName]?;;;;;;;;;x
EVTOPTA_GBC_9;My friend, I've seen the plague before. I don't think this is it.;Mon ami[GBC_new_friend.Get_E], j'ai déjà vu la peste, et je ne pense pas que ce soit ça.;Glaubt mir, ich kenne diese Seuche sehr gut. Ich glaube nicht, dass Ihr krank seid.;;Amig[GBC_new_friend.GetOA] mí[GBC_new_friend.GetOA], ya he visto antes la peste. No creo que sea eso.;;;;;;;;;x
EVTOPTA_GBC_10;[GBC_new_friend.GetSheHeCap] can talk to me when [GBC_new_friend.GetSheHe]'s ready.;[GBC_new_friend.GetIlElleCap] pourra me parler lorsqu'[GBC_new_friend.GetIlElle] sera prêt[GBC_new_friend.Get_E].;[GBC_new_friend.GetSheHeCap] kann mit mir sprechen, sobald [GBC_new_friend.GetSheHe] bereit dazu ist.;;Puede hablar conmigo cuando esté list[GBC_new_friend.GetOA].;;;;;;;;;x
EVTOPTA_GBC_11;You should leave, now.;Vous devriez partir, maintenant.;Ihr solltet gehen, jetzt.;;Deberías marcharte ya.;;;;;;;;;x
EVTOPTA_GBC_11_TOOLTIP;§Y[GBC_new_friend.GetFirstName]§! storms off, slamming the door behind [GBC_new_friend.GetHerHim].\n;§Y[GBC_new_friend.GetFirstName]§! part en claquant la porte.\n;§Y[GBC_new_friend.GetFirstName]§! stürmt hinaus und wirft die Tür hinter sich ins Schloss.\n;;§Y[GBC_new_friend.GetFirstName]§! se marcha echando chispas, dando un portazo tras [GBC_new_friend.GetElElla].\n;;;;;;;;;x
EVTOPTA_GBC_12;Oh, please. I was never worried!;Oh, s'il vous plaît. Je n'en avais jamais douté.;Oh, bitte. Ich habe mir nie ernsthaft Sorgen gemacht.;;Oh, por favor. ¡No estaba preocupad[Root.GetOA]!;;;;;;;;;x
EVTOPTA_GBC_12_TOOLTIP;All is well.;Tout va bien.;Alles ist gut.;;Todo está bien.;;;;;;;;;x
EVTOPTA_GBC_13;May we meet again, [GBC_new_friend.GetFirstName].;Puissions-nous nous revoir, [GBC_new_friend.GetFirstName].;Ich hoffe, wir werden uns wiedersehen, [GBC_new_friend.GetFirstName].;;Ojalá nos volvamos a encontrar, [GBC_new_friend.GetFirstName];;;;;;;;;x
EVTOPTA_GBC_13_TOOLTIP;At least you have Hedwig.\n;Au moins vous avez Hedwig.\n;Wenigstens habt Ihr noch Hedwig.\n;;Al menos tienes a Hedwig.\n;;;;;;;;;x
EVTOPTA_GBC_17;Even the sun has its ups and downs.;Même le soleil a ses hauts et ses bas.;Selbst die Sonne hat ihre Höhen und Tiefen.;;Hasta el sol tiene sus altibajos.;;;;;;;;;x
EVTOPTA_GBC_17_TOOLTIP;The future may be uncertain, but at least you are by [GBC_new_friend.GetHerHis] side again.;L'avenir est incertain, mais au moins vous êtes de nouveau à ses côtés.;Mag sein, dass die Zukunft ungewiss ist ... doch wenigstens wisst Ihr nun [GBC_new_friend.GetHerHim] an Eurer Seite.;;El futuro puede ser incierto, pero al menos vuelves a estar a su lado.;;;;;;;;;x
EVTOPTA_GBC_73;I suppose grief has brought us together.;Je suppose que le chagrin nous a rapprochés.;Vermutlich ist es die Trauer, die uns verbindet.;;Supongo que la pena nos ha unido.;;;;;;;;;x
EVTOPTA_GBC_102;Is [gbc_lover.GetSheHe] the answer to my prayers?;Est-[gbc_lover.GetIlElle] la réponse à mes prières ?;Ist [gbc_lover.GetSheHe] die Antwort auf meine Gebete?;;¿Será [gbc_lover.GetElElla] la respuesta a mis oraciones?;;;;;;;;;x
EVTOPTA_GBC_104;May I have the honor of this dance?;Aurais-je l'honneur de cette danse ?;Darf ich bitten?;;¿Me concede el honor de este baile?;;;;;;;;;x
EVTOPTA_GBC_105;I must find [gbc_lover.GetHerHim], before [gbc_lover.GetSheHe] leaves!;Je dois [gbc_lover.GetLeLa] trouver, avant qu'[gbc_lover.GetIlElle] ne parte !;Ich muss [gbc_lover.GetHerHim] finden, bevor [gbc_lover.GetSheHe] geht!;;¡Debo encontrar[gbc_lover.GetRleRla], antes de que se vaya!;;;;;;;;;x
EVTOPTA_GBC_108;I will give [gbc_lover.GetHerHim] time.;Je vais lui laisser du temps.;Ich werde [gbc_lover.Getihmihr] etwas Zeit geben.;;[gbc_lover.GetRleRlaCap] daré tiempo.;;;;;;;;;x
EVTOPTA_GBC_109;My feelings must be known, I will write a poem!;Mes sentiments doivent être connus, je vais écrire un poème !;Meine Gefühle verlangen nach Ausdruck. Ich werde ein Gedicht schreiben!;;Debe conocer mis sentimientos. ¡Escribiré un poema!;;;;;;;;;x
EVTOPTA_GBC_110;I pray [gbc_lover.GetSheHe] will sense my ardent feelings through this verse!;Je prie pour que mes sentiments [gbc_lover.GetLeLa] touchent à travers ces vers !;Ich hoffe inständig, dass [gbc_lover.GetSheHe] in den Versen meine leidenschaftlichen Gefühle erkennt!;;¡Ruego porque [gbc_lover.GetElElla] sienta mis sentimientos ardientes mediante estos versos!;;;;;;;;;x
EVTOPTA_GBC_111;It is the thought that counts. I am sure [gbc_lover.GetFirstName] will agree.;C'est l'intention qui compte. Je pense que [gbc_lover.GetFirstName] sera d'accord.;Der Gedanke allein zählt bereits. Sicher wird [gbc_lover.GetFirstName] mir zustimmen.;;Lo que importa es la intención. Seguro que [gbc_lover.GetFirstName] está de acuerdo.;;;;;;;;;x
EVTOPTA_GBC_113;I will keep writing them for you, my [gbc_lover.GetAdultCompliment]!;Je vais continuer à écrire pour vous !;Ich werde Euch weitere schreiben, m[gbc_lover.Geteineine] liebe[gbc_lover.GetrMale] [gbc_lover.GetAdultCompliment]!;;¡Entonces te seguiré escribiendo, [gbc_lover.GetAdultCompliment] mí[gbc_lover.GetOA]!;;;;;;;;;x
EVTOPTA_GBC_114;Of course I'll accept! I'd do anything for just a glimpse of [gbc_lover.GetFirstName].;Bien sûr que j'accepte ! Je ferais n'importe quoi rien que pour apercevoir [gbc_lover.GetFirstName].;Natürlich nehme ich an. Ich würde alles tun, um einen Blick auf [gbc_lover.GetFirstName] zu erhaschen.;;¡Por supuesto que aceptaré! Haré lo que sea para vislumbrar siquiera a [gbc_lover.GetFirstName];;;;;;;;;x
EVTOPTA_GBC_116;I must seek [gbc_lover.GetHerHim] out after the feast!;Je dois aller à sa rencontre après le banquet !;Ich muss [gbc_lover.GetHerHim] aufsuchen, nachdem das Fest geendet hat!;;¡Debo buscar[gbc_lover.GetRleRla] tras el banquete!;;;;;;;;;x
EVTOPTA_GBC_118;I must have gotten lost... I was just looking for the privy!;Je me suis perdu[Root.Get_E]... Je cherchais juste les cabinets !;Ich muss mich verlaufen haben ... ich wollte doch zum Abort!;;Creo que me he perdido… ¡estaba buscando el excusado!;;;;;;;;;x
EVTOPTA_GBC_119;I must find the [gbc_lover.GetLordLady] in peril, it could be [gbc_lover.GetFirstName]!;Je dois m'y rendre, ce pourrait être [gbc_lover.GetFirstName] qui est en péril !;Ich muss herausfinden, wer in Not ist. Es könnte sich um [gbc_lover.GetFirstName] handeln!;;Debo encontrar [gbc_lover.GetAlAla] [gbc_lover.GetManWoman] en peligro, ¡podría ser [gbc_lover.GetFirstName]!;;;;;;;;;x
EVTOPTA_GBC_121;Shoot an arrow towards the wolf;Tirer une flèche sur le loup;Schießt einen Pfeil in Richtung des Wolfs;;Dispara una flecha contra el lobo;;;;;;;;;x
EVTOPTA_GBC_121_TOOLTIP_A;successful shot.;tir réussi.;erfolgreicher Schuss.;;tiro acertado;;;;;;;;;x
EVTOPTA_GBC_123;Oh, [gbc_lover.GetFirstName]! [gbc_lover.GetKingQueen] of my heart!;Oh, [gbc_lover.GetFirstName]! [gbc_lover.GetKingQueen] de mon coeur !;Oh, [gbc_lover.GetFirstName]! [gbc_lover.GetKingQueen] meines Herzens!;;¡Oh, [gbc_lover.GetFirstName]! ¡[gbc_lover.GetKingQueen] de mi corazón!;;;;;;;;;x
EVTOPTA_GBC_124;I'll pretend to be ill and visit [gbc_lover.GetHerHim] while [gbc_lover.GetHerHis] [gbc_rival.GetHusbandWife] is away!;Je vais prétendre être malade et lui rendre visite lorsque s[gbc_rival.GetOnA] [gbc_rival.GetHusbandWife] ne sera pas là !;Ich werde so tun, als sei ich krank, und [gbc_lover.GetHerHim] besuchen, während [gbc_lover.GetSheHe] allein ist!;;¡Fingiré estar enferm[Root.GetOA] y [gbc_lover.GetRleRla] visitaré cuando su [gbc_lover.GetHusbandWife] esté fuera!;;;;;;;;;x
EVTOPTA_GBC_126;Luckily, I am a fast runner!;Heureusement, je cours vite !;Zum Glück bin ich ein behänder Läufer!;;¡Por suerte, corro muy rápido!;;;;;;;;;x
EVTOPTA_GBC_128;I will find a way to free you from [gbc_rival.GetTitledFirstName]!;Je vais trouver un moyen de nous en débarrasser !;Ich werde einen Weg finden, Euch von [gbc_rival.GetTitledFirstName] zu befreien!;;¡Encontraré el modo de salvarte de [gbc_rival.GetTitledFirstName]!;;;;;;;;;x
EVTOPTA_GBC_130;[gbc_lover.GetFirstName], my dearest angel, I've done it! You're free!;[gbc_lover.GetFirstName], mon ange, je l'ai fait ! Vous êtes libre !;[gbc_lover.GetFirstName], mein geliebter Engel. Ich habe es geschafft! Du bist frei!;;[gbc_lover.GetFirstName], mi ángel querido, ¡lo he conseguido! ¡Eres libre!;;;;;;;;;x
EVTOPTA_GBC_131;I have failed you, my angel...;J'ai échoué, mon ange...;Mein Engel, ich habe versagt ...;;Te he fallado, ángel mío…;;;;;;;;;x
EVTOPTA_GBC_132;I knew [gbc_rival.GetSheHe] would understand, [gbc_lover.GetFirstName]!;Je savais qu'[gbc_rival.GetIlElle] comprendrait, [gbc_lover.GetFirstName]!;Ich wusste, dass wir zu einer Einigung kommen würden, [gbc_lover.GetFirstName]!;;¡Sabía que [gbc_rival.GetElElla] lo entendería, [gbc_lover.GetFirstName]!;;;;;;;;;x
EVTOPTA_GBC_133;Let go of me, hounds! Let go, I say!;Lâchez-moi, chiens ! Lâchez-moi, vous dis-je !;Lasst mich los, Ihr Bluthunde! Lasst mich los, sage ich!;;¡Soltadme, perros! ¡He dicho que me soltéis!;;;;;;;;;x
EVTOPTA_GBC_134;I must go to [gbc_lover.GetFirstName] at once!;Je dois immédiatement me rendre chez [gbc_lover.GetFirstName]!;Ich muss sofort zu [gbc_lover.GetFirstName]!;;¡Debo ir con [gbc_lover.GetFirstName] enseguida!;;;;;;;;;x
EVTOPTA_GBC_135;Perhaps I went too far...;En aurais-je trop fait ?;Vielleicht bin ich zu weit gegangen ...;;Tal vez fui demasiado lejos.;;;;;;;;;x
EVTOPTA_GBC_137;[gbc_lover.GetFirstName], my [gbc_lover.GetAdultCompliment], I love you!;[gbc_lover.GetFirstName], je vous aime !;[gbc_lover.GetFirstName], m[gbc_lover.Geteineine] [gbc_lover.GetAdultCompliment], ich liebe dich!;;[gbc_lover.GetFirstName], [gbc_lover.GetAdultCompliment] mía/o ¡te quiero!;;;;;;;;;x
EVTOPTA_GBC_138;I shall challenge [gbc_rival.GetTitledFirstName] to a duel to the death!;Je vais défier [gbc_rival.Get_le_TitledFirstName] dans un duel à mort !;Ich werde [gbc_rival.GetTitledFirstName] zu einem Duell auf den Tod fordern!;;¡Desafiaré a [gbc_rival.GetTitledFirstName] a un duelo a muerte!;;;;;;;;;x
EVTOPTA_GBC_140;After all, I am glad to be home.;Finalement, je suis bien chez moi.;Jedenfalls bin ich nun froh, wieder zu Hause zu sein.;;Después de todo, me alegro de estar en casa.;;;;;;;;;x
EVTOPTA_GBC_141;Could I have saved [gbc_lover.GetHerHim]? Is this my fault?;Aurais-je dû [gbc_lover.GetLeLa] sauver ? Est-ce de ma faute ?;Hätte ich Hilfe leisten können? Muss ich mir die Schuld geben?;;¿Pude haber[gbc_lover.GetRleRla] salvado? ¿Es culpa mía?;;;;;;;;;x
EVTOPTA_GBC_142;You are the one who should be afraid, you [GetRootFromInsult]!;La peur devrait être de votre côté, [GetRootFromInsultNounAdj] !;Angst haben müsst nur Ihr!;;¡Eres tú quien debe tener miedo, so [GetRootFromInsult]!;;;;;;;;;x
EVTOPTA_GBC_143;Yet, I cannot stop thinking of [gbc_lover.GetHerHim]...;Pourtant, je ne peux pas arrêter de penser à [gbc_lover.GetLuiElle]...;Und doch kann ich nicht anders, als ständig an [gbc_lover.GetHerHim] zu denken ...;;Y no obstante, no puedo dejar de recordar[gbc_lover.GetRleRla]…;;;;;;;;;x

EVTOPTB_GBC_3;No one understands me.;Personne ne peut me comprendre.;Niemand versteht mich.;;Nadie me entiende.;;;;;;;;;x
EVTOPTB_GBC_5;I don't need to talk about it. I'm fine! Seriously.;Je n'ai pas besoin d'en parler. Je vais bien ! Sérieusement.;Ich muss darüber nicht sprechen. Es geht mir prima! Wirklich.;;No necesito hablar sobre ello. ¡Estoy bien! De verdad.;;;;;;;;;x
EVTOPTB_GBC_6;I shouldn't. I can barely take care of myself.;Je ne devrais pas. Je peux à peine prendre soin de moi.;Ich sollte es bleiben lassen. Ich kann kaum für mich selbst sorgen.;;No debería. Apenas puedo cuidar de mí mismo.;;;;;;;;;x
EVTOPTB_GBC_8;NO! You can't take her! I won't let you!;NON ! Vous ne pouvez pas l'emmener. Je ne vous laisserai pas faire !;NEIN! Ihr könnt sie nicht behalten. Das lasse ich nicht zu!;;¡No! ¡No te la puedes llevar! ¡No te dejaré!;;;;;;;;;x
EVTOPTB_GBC_9;Compose yourself, [GBC_new_friend.GetFirstName]!;Ressaisissez-vous, [GBC_new_friend.GetFirstName]!;Reißt Euch zusammen, [GBC_new_friend.GetFirstName]!;;¡Vuelve en ti, [GBC_new_friend.GetFirstName]!;;;;;;;;;x
EVTOPTB_GBC_10;I should demand to know what is up with [GBC_new_friend.GetFirstName]!;Je devrais exiger de savoir ce qu'il se passe avec [GBC_new_friend.GetFirstName] !;Ich sollte verlangen, dass man mir sagt, was mit [GBC_new_friend.GetFirstName] los ist!;;¡Debería exigir saber qué pasa con [GBC_new_friend.GetFirstName]!;;;;;;;;;x
EVTOPTB_GBC_12;Oh, dear [GBC_new_friend.GetFirstName]. I'm glad you're well.;Oh, m[GBC_new_friend.GetOnA] ch[GBC_new_friend.GetErEre] [GBC_new_friend.GetFirstName]. Je suis content[Root.Get_E] que vous alliez bien.;Oh, [GBC_new_friend.GetFirstName]. Ich bin so froh, dass Ihr gesund seid.;;Oh, querid[GBC_new_friend.GetOA] [GBC_new_friend.GetFirstName]. Me alegro que estés bien.;;;;;;;;;x
EVTOPTB_GBC_17;I thought friends talked about everything.;Je croyais que les amis parlaient de tout.;Ich dachte immer, Freunde könnten sich alles erzählen?;;Creía que los amigos hablaban de todo.;;;;;;;;;x
EVTOPTB_GBC_17_TOOLTIP;You look forward to the two of you getting past this, even though the future seems uncertain right now.;Vous attendez avec impatience d'avoir dépassé ça tous les deux, même si l'avenir semble incertain en ce moment.;Ihr würdet es begrüßen, diese Sache hinter Euch zu lassen, selbst wenn die Zukunft momentan ungewiss scheint.;;Espera que los dos podáis superar esto, aunque el futuro ahora parezca incierto.;;;;;;;;;x
EVTOPTB_GBC_73;I don't know what you're talking about.;Je ne sais pas de quoi vous parler.;Ich weiß nicht, wovon Ihr sprecht.;;No sé de qué me hablas.;;;;;;;;;x
EVTOPTB_GBC_104;I better leave, [gbc_spouse.GetFirstName] is looking displeased...;Je ferais mieux de partir, vu l'air contrarié de [gbc_spouse.GetFirstName]...;Ich gehe besser, [gbc_spouse.GetFirstName] wirkt etwas verstimmt ...;;Mejor me marcho, [gbc_spouse.GetFirstName] parece disgustad[gbc_spouse.GetOA]…;;;;;;;;;x
EVTOPTB_GBC_105;This is wrong... I must forget [gbc_lover.GetHerHim].;Tout ceci est faux... Je dois l'oublier.;Es ist falsch ... ich muss diese Sache vergessen.;;Esto está mal… Debo olvidar[gbc_lover.GetRleRla].;;;;;;;;;x
EVTOPTB_GBC_109;I shall capture the essence of my love and send it to [gbc_lover.GetHerHim].;Je dois reproduire l'essence de mon amour et lui envoyer.;Ich werde die Essenz meiner Liebe einfangen und es [gbc_lover.Getihmihr] schicken.;;¡Captaré la esencia de mi amor y se lo enviaré a [gbc_lover.GetElElla].;;;;;;;;;x
EVTOPTB_GBC_111;This is useless. I should just buy some gift.;C'est inutile. Je vais simplement acheter un cadeau.;Das führt zu nichts. Ich sollte einfach ein Geschenk kaufen.;;Esto es inútil. Debería comprar un regalo.;;;;;;;;;x
EVTOPTB_GBC_113;I ruined everything...;J'ai tout gâché...;Ich habe alles ruiniert!;;Lo he estropeado todo…;;;;;;;;;x
EVTOPTB_GBC_114;This won't end well. I'd better decline.;Cela finira mal. Je ferais mieux de décliner.;Das würde kein gutes Ende nehmen. Besser, ich lehne ab.;;Esto no acabará bien. Será mejor que rehúse.;;;;;;;;;x
EVTOPTB_GBC_116;I shouldn't push my luck. I am sure I will see [gbc_lover.GetHerHim] tomorrow.;Je ne devrais pas forcer le destin. Je [gbc_lover.GetLeLa] verrai sans doute demain.;Ich sollte es nicht übertreiben. Sicher werde ich [gbc_lover.GetHerHim] auch morgen noch sehen.;;No debo tentar a la suerte. Seguro que [gbc_lover.GetRleRla] veré mañana.;;;;;;;;;x
EVTOPTB_GBC_119;I am sure it was nothing. Scared by a pheasant, perhaps.;Je suis sûr[Root.Get_E] que ce n'était rien. Effrayé[gbc_lover.Get_E] par un faisan peut-être.;Bestimmt war es falscher Alarm. Wahrscheinlich ein furchteinflößender Fasan, mehr nicht.;;Seguro que no fue nada. Tal vez le asustó un faisán.;;;;;;;;;x
EVTOPTB_GBC_121;Attempt to distract the wolf;Tenter de distraire le loup;Versucht, den Wolf abzulenken;;Intenta distraer al lobo;;;;;;;;;x
EVTOPTB_GBC_121_TOOLTIP_A;successful distraction.;distraction réussie.;erfolgreiches Ablenkungsmanöver.;;distracción acertada;;;;;;;;;x
EVTOPTB_GBC_123;Uh... Let's get you back to [gbc_rival.GetFirstName].;Euh... On va vous ramener chez [gbc_rival.GetFirstName].;Oh ... wir sollten zu [gbc_rival.GetFirstName] zurückkehren.;;Ah… volvamos con [gbc_rival.GetFirstName].;;;;;;;;;x
EVTOPTB_GBC_124;I better join the hunt today, lest [gbc_rival.GetTitledFirstName] becomes suspicious.;Je ferais mieux de rejoindre la chasse aujourd'hui, de crainte que [gbc_rival.Get_le_TitledFirstName] n'ait des soupçons.;Ich sollte lieber an der Jagd teilnehmen. Anderenfalls könnte [gbc_rival.GetTitledFirstName] Verdacht schöpfen.;;Mejor que me una a la caza de hoy, no sea que [gbc_rival.GetTitledFirstName] sospeche.;;;;;;;;;x
EVTOPTB_GBC_128;We knew it had to be this way. There's nothing I can do.;Nous savions que cela arriverait. Il n'y a rien que je puisse faire.;Wir wussten, dass es so kommen musste. Es gibt nichts, was ich tun kann.;;Sabíamos que sería así. No puedo hacer nada.;;;;;;;;;x
EVTOPTB_GBC_138;I must attempt to appeal to [gbc_rival.GetHerHis] better senses.;Je dois essayer de faire appel à son bon sens.;Ich muss an [gbc_rival.GetHerHis]e Vernunft appellieren.;;Debo intentar apelar a su razón.;;;;;;;;;x
EVTOPTB_GR_11;We are masters of our own destiny!;Nous sommes les maîtres de notre destin !;Wir sind unseres eigenen Schicksals Schmied!;;¡Nosotros decidimos nuestro destino!;;;;;;;;;x

EVTOPTC_GBC_8;Take it. I was growing it tired of it anyway.;Emmenez-la. Je commençais à m'en lasser de toute manière.;Nehmt sie. Das Tier wurde mir ohnehin schon lästig.;;Llévatela. Ya me estaba cansando de ella.;;;;;;;;;x
