#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TITLE_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision for §Y$TITLE$§!;Ne peut pas prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Kann NICHT den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;;;;;;;;;x
TITLE_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision for §Y$TITLE$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;;;;;;;;;x
TITLE_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision for §Y$TITLE$§!;Est en droit de prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Berechtigt, den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchzusetzen;;Capaz tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;;;;;;;;;x
TITLE_NEW_PRIMARY_IS_NOMADIC;§RNomads cannot set Primary Title!§!;§RLes nomades ne peuvent déterminer de titre principal !§!;§RNomaden können keine Primärtitel festlegen!§!;;§R¡Nómadas no pueden poner título primario!§!;;;;;;;;;x
TITLE_NOT_NOMAD;Title is not a Clan title;Ce titre n'est pas un titre de clan.;Titel ist kein Klantitel;;Título no es un título de clan;;;;;;;;;x
TOGGLE_LOOTER_FAIL_FORCED_NOT_LOOT; Unit is allowed to raid;  Cette unité est autorisée à piller.;  Einheit darf plündern;;Unidad autorizada a asaltar;;;;;;;;;x
TOTAL_DEFENCE;Total Defence: §Y$DEF$§!;Défense totale : §Y$DEF$§!;Gesamtwert Verteidigung: §Y$DEF$§!;;Defensa total:§Y$DEF$§!;;;;;;;;;x
tower_stands;Tower stands.;La tour reste debout.;Turm bleibt stehen.;;Torre permanece.;;;;;;;;;x
tower_topples;Tower topples.;La tour s'effondre.;Turm stürzt ein.;;Torre cae.;;;;;;;;;x
TRIBAL_CANT_BUILD_HOLDINGS_DESC;Empty Holding slots actually provide more troops for Tribes. To build proper Holdings you need to become either a Feudal state or a Republic (check your Decisions.);Les propriétés inutilisées procurent des troupes aux tribus. Pour établir des propriétés proprement-dites, vous devez devenir un état féodal ou une république (consultez le menu des décisions).;Leere Besitztumsfelder liefern faktisch sogar mehr Truppen für die Stämme. Um normale Besitztümer bauen zu können, müsst Ihr entweder ein feudaler Staat oder eine Republik werden.;;Los Dominios o Propiedades vacantes pueden proporcionar más tropas para las Tribus. Para construir Dominios apropiados, necesitas convertirte en un estado feudal o en una república (revisa tus Decisiones.);;;;;;;;;x
TRIBAL_TAX;Tribal Tax;Impôt tribal;Stammesbesteuerung;;Impuesto tribal;;;;;;;;;x
TRIBAL_VASSAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
TRIBUTARY;Tributary;Tributaire;Tributpflichtig;;Tributario;;;;;;;;;x
TRIGGER_BAND_CREATOR;Band creator;Créateur d'une bande de mercenaires;Truppgründer;;Creador de la compañía;;;;;;;;;x
TRIGGER_MOST_PART_CRUSADER;Most Contributing Crusader;Croisé le plus contributif;Kreuzritter mit dem größten Beitrag;;El cruzado que más contribuye.;;;;;;;;;x
UNUSED_MANPOWER;Unused Manpower;Effectifs inexploités;Freie Mannstärke;;Mano de obra no usada;;;;;;;;;x
USES_DECADENCE;Use Decadence;Utilise la décadence;Mit Dekadenz;;Utilice Decadencia;;;;;;;;;x
usurp_title_interaction_LONG_DESC;Usurp this title.;Usurpez ce titre.;Diesen Titel übernehmen.;;Usurpa este título.;;;;;;;;;x
usurp_title_interaction_TITLE;Usurp Title;Usurper le titre;Titel übernehmen;;Usurpa título;;;;;;;;;x
WILL_CANCEL_OLD_AMBITION;You can only have one Ambition active at a time. Choosing a new Ambition will cancel your current one.;Vous pouvez seulement avoir une ambition active à la fois. Choisir une nouvelle ambition annulera celle en cours.;Maximal eine Ambition kann ausgewählt sein. Bei der Auswahl einer neuen wird die aktuelle aufgehoben.;;Sólo puedes tener un ambición activa a la vez. Al elegir una nueva ambición, cancelarás la actual.;;;;;;;;;x
WILL_CANCEL_OLD_FOCUS;You can only have one Focus active at a time. Choosing a new Focus will cancel your current one.;Vous pouvez seulement avoir un intérêt à la fois. Choisir un nouvel intérêt annulera celui en cours.;Maximal ein Fokus kann ausgewählt sein. Bei der Auswahl eines neuen wird der aktuelle aufgehoben.;;Sólo puedes tener un enfoque activo a la vez. Al elegir un enfoque nuevo, cancelarás el actual.;;;;;;;;;x
WILL_CANCEL_OLD_PLOT;You can only have one Plot active at a time. Choosing a new Plot will cancel your current one.;Vous ne pouvez prendre part qu'à un seul complot à la fois. Choisir un nouveau complot annulera celui en cours.;Maximal eine Intrige kann aktiv sein. Bei der Auswahl einer neuen Intrige wird die aktuelle abgebrochen.;;Sólo puedes tener una trama activa a la vez. Al elegir una nueva trama, cancelarás la actual.;;;;;;;;;x
YOU_IN_ATTACKERS;You are an attacker in this battle;Vous êtes un attaquant dans ce combat;Ihr seid unter den Angreifern in dieser Schlacht.;;Eres un atacante en esta batalla;;;;;;;;;x
YOU_IN_DEFENDERS;You are a defender in this battle;Vous êtes un défenseur dans ce combat;Ihr gehört zu den Verteidigern in dieser Schlacht.;;Eres un defensor en esta batalla;;;;;;;;;x
