RULE_NON_EPIDEMIC_DISEASES;§BThe Reaper's Due:§! Non-Epidemic Diseases;Maladies non épidémiques (§BReaper's Due§! - Notre dû à la Faucheuse);§BReaper's Due:§! Nicht-epidemische Krankheiten;;§BReaper's Due:§! Enfermedades no epidémicas;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_DEFAULT_DESC;Characters will develop and contract non-epidemic diseases, such as pneumonia and cancer, at the default rate.;Les personnages développeront des maladies non épidémiques, telles que la pneumonie et le cancer, au taux par défaut.;Charaktere erkranken zur Standardrate an nicht-epidemischen Krankheiten wie Lungenentzündung und Krebs.;;Los personajes desarrollarán y contraerán enfermedades no epidémicas como la neumonía y el cáncer al ritmo predeterminado.;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_FEWER_DESC;There will be fewer cases of non-epidemic diseases.;Il y aura moins de cas de maladies non épidémiques.;Es wird weniger Fälle nicht-epidemischer Krankheiten geben.;;Habrá menos casos de enfermedades no epidémicas.;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_MORE_DESC;There will be more cases of non-epidemic diseases.;Il y aura plus de cas de maladies non épidémiques.;Es wird mehr Fälle nicht-epidemischer Krankheiten geben.;;Habrá más casos de enfermedades no epidémicas.;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_NONE_DESC;There will be practically no cases of non-epidemic diseases.;Il y aura pratiquement aucun cas de maladies non épidémiques.;Es wird so gut wie keine Fälle nicht-epidemischer Krankheiten geben.;;Prácticamente no habrá casos de enfermedades no epidémicas.;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_RARE_DESC;Cases of non-epidemic diseases will be rare.;Les cas de maladies non épidémiques seront rares.;Fälle nicht-epidemischer Krankheiten treten selten auf.;;Los casos de enfermedades no epidémicas serán poco frecuentes.;;;;;;x
RULE_NORTHERN_CRUSADE;§BHoly Fury:§! Northern Crusade;Croisade balte (§BHoly Fury§! - Fureur Sacrée);§BHoly Fury:§! Nördlicher Kreuzzug;;§BHoly Fury:§! Cruzada del Norte;;;;;x
RULE_NORTHERN_CRUSADE_OFF;The Northern Crusade is disabled.;La Croisade balte est désactivée.;Nördlicher Kreuzzug ist deaktiviert.;;La Cruzada del Norte está desactivada;;;;x
RULE_NORTHERN_CRUSADE_ON;The Northern Crusade is enabled.;La Croisade balte est activée.;Nördlicher Kreuzzug ist aktiviert.;;La Cruzada del Norte está activada;;;;x
RULE_OPTION_ADVENTURERS_ONLY;Only Adventurers;Seulement les aventuriers;Nur Abenteurer;;Solo aventureros;;;;;;;;;x
RULE_OPTION_AI_ONLY;On (AI only);Activé (IA uniquement);An (Nur KI);;Activado (solo IA);;;;;;;;;x
RULE_OPTION_ALL;All;Tout;Alle;;Todo;;;;;;;;;x
RULE_OPTION_ANYONE;Anyone;Quiconque;Jeder;;Cualquiera;;;;;;;;;x
RULE_OPTION_DE_JURE_REQUIREMENT_REQUIRED;Required;Requis;Erforderlich;;Obligatorio;;;;;;;;;x
RULE_OPTION_DE_JURE_REQUIREMENT_REQUIRED_DESC;Titles with De Jure land will eventually be destroyed if a character holds no De Jure land of the title within their realm.;Un titre avec des terres de jure sera détruit si le détenteur n'a aucune de ces terres dans son pays.;Titel mit De-jure-Ländereien werden irgendwann zerstört, wenn ein Charakter in seinem Reich keine De-jure-Ländereien des Titels innehat.;;Si un personaje ostenta unas tierras que no sean de iure para su título dentro de sus dominios, los títulos con tierras de iure se acabarán destruyendo.;;;;;;;;;x
RULE_OPTION_DEFAULT;Default;Par défaut;Standard;;Por defecto;;;;;;;;;x
RULE_OPTION_DEFENDERS;Defenders;Défenseurs;Verteidiger;;Defensores;;;;;;;;;x
RULE_OPTION_DELAYED_RANDOM;Delayed Random;Aléatoire retardé;Verzögerter Zufall;;Retraso aleatorio;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_HARSH_DESC;Exclaves of Independent Rulers at peace will be removed on succession unless they are connected via a limited naval path or part of the character's De Jure.;Les enclaves de seigneurs indépendants en paix seront perdues à la succession à moins qu'elles soient reliées par un accès naval limité en longueur ou une partie du territoire de jure du personnage.;Exklaven unabhängiger Herrscher werden bei Nachfolge in Friedenszeiten entfernt, es sei denn, sie sind durch einen limitierten Seeweg oder Teil des De-Jure-Territoriums des Charakters verbunden.;;Los exclaves de gobernantes independientes en paz serán purgados en la sucesión a menos que les conecte una ruta naval limitada o sean parte del territorio de iure del personaje.;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_LIMITED_DESC;Exclaves of Independent Rulers at peace will be removed on succession unless they are connected to the Capital area by at least one County, via a naval path or part of the character's De Jure territory.;Les enclaves de seigneurs indépendants en paix seront perdues à la succession à moins qu'elles soient reliées à la zone de la capitale par au moins un comté, par un accès naval ou une partie du territoire de jure du personnage.;Exklaven unabhängiger Herrscher werden bei Nachfolge in Friedenszeiten entfernt, es sei denn, sie sind durch mindestens eine Grafschaft mit der Hauptstadt verbunden, sei es über einen Seeweg oder Teil des De-Jure-Territoriums des Charakters.;;Los exclaves de gobernantes independientes en paz serán purgados en la sucesión a menos que conecten con el área de la capital por al menos un condado, con una ruta naval o sean parte del territorio de iure del personaje.;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_LIMITED_NAVAL_DESC;Exclaves of Independent Rulers at peace will be removed on succession unless they are connected to the Capital area by at least one County, via a limited naval path or part of the character's De Jure territory.;Les enclaves de seigneurs indépendants en paix seront perdues à la succession à moins qu'elles soient reliées à la zone de la capitale par au moins un comté, par un accès naval limité en longueur ou une partie du territoire de jure du personnage.;Exklaven unabhängiger Herrscher werden bei Nachfolge in Friedenszeiten entfernt, es sei denn, sie sind durch mindestens eine Grafschaft mit der Hauptstadt verbunden, sei es über einen limitierten Seeweg oder Teil des De-Jure-Territoriums des Charakters.;;Los exclaves de gobernantes independientes en paz serán purgados en la sucesión a menos que se conecten con el área de la capital por al menos un condado, con una ruta naval limitada o sean parte del territorio de iure del personaje.;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_OFF_DESC;Independent Rulers can have exclaves (disconnected land) anywhere in the world.;Les seigneurs indépendants peuvent avoir des enclaves (des terres isolées) n'importe où dans le monde.;Unabhängige Herrscher können überall auf der Welt Exklaven (abgetrenntes Land) haben.;;Los gobernantes independientes pueden tener exclaves (territorios desconectados) en cualquier lugar del mundo.;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_SIGNIFICANT_DESC;Exclaves of Independent Rulers at peace will be removed on succession unless they are connected via a naval path or part of the character's De Jure territory.;Les enclaves de seigneurs indépendants en paix seront perdues à la succession à moins qu'elles soient reliées par un accès naval ou une partie du territoire de jure du personnage.;Exklaven unabhängiger Herrscher werden bei Nachfolge in Friedenszeiten entfernt, es sei denn, sie sind durch einen Seeweg oder Teil des De-Jure-Territoriums des Charakters verbunden.;;Los exclaves de gobernantes independientes en paz serán purgados en la sucesión si no están conectados mediante una ruta naval o sean parte del territorio de iure del personaje.;;;;;;;;;x
RULE_OPTION_EXCLAVE_PURGE_TOTAL_DESC;Exclaves of Independent Rulers at peace will be removed on succession unless they are connected via a limited naval path.;Les enclaves de seigneurs indépendants en paix seront perdues à la succession à moins qu'elles soient reliées par un accès naval limité en longueur.;Exklaven unabhängiger Herrscher werden bei Nachfolge in Friedenszeiten entfernt, es sei denn, sie sind durch einen limitierten Seeweg verbunden.;;Los exclaves de gobernantes independientes en paz serán purgados en la sucesión a menos que les conecte una vía naval limitada.;;;;;;;;;x
RULE_OPTION_EXTREMELY_POWERFUL;Extremely Powerful;Extrêmement puissantes;Extrem stark;;Extremadamente fuertes;;;;;;x
RULE_OPTION_FEWER;Fewer;Moins;Weniger;;Fiebre;;;;;;;;;x
RULE_OPTION_FREE;Free;Libre;Frei;;Libre;;;;;;;;;x
RULE_OPTION_HALF;Half;Moitié;Halbiert;;Mitad;;;;;;;;;x
RULE_OPTION_HARSH;Harsh;Sévère;Streng;;Severa;;;;;;;;;x
RULE_OPTION_HISTORICAL;Historical;Historique;Historisch;;Histórico;;;;;;;;;x
RULE_OPTION_HISTORICAL_RESTRICTIVE;Historical Restricted;Historique restreint;Historische Einschränkung;;Restricción histórica;;;;;;;;;;x
RULE_OPTION_LIMITED;Limited;Limitation;Limitiert;;Limitado;;;;;;;;;x
RULE_OPTION_LIMITED_NAVAL;Limited (Naval);Limité (naval);Limitiert (See);;Limitada (naval);;;;;;;;;x
RULE_OPTION_LONGER;Long;Long;Lang;;Largo;;;;;;;;;x
RULE_OPTION_MANUAL;All;Tout;Alle;;Todos;;;;;;;;;x
RULE_OPTION_MINIMAL;Minimal;Minimum;Minimal;;Mínima;;;;;;;;;x
RULE_OPTION_MORE;More;Davantage;Mehr;;Más;;;;;;;;;x
RULE_OPTION_NO_CLOSE_PLAYER_RELATIVES;No Player Relatives;Pas de proches de joueurs;Keine Bekannten von Spielern;;Sin jugadores parientes;;;;;;;;;x
RULE_OPTION_NO_MAJOR_INVASIONS;No Major Invasions;Pas d'invasions majeures;Keine großen Invasionen;;Sin grandes invasiones;;;;;;;;;x
RULE_OPTION_NO_PLAYERS;No Players;Aucun joueur;Keine Spieler;;Desactivado para jugadores;;;;;;x
RULE_OPTION_NOMAD_STABILITY_STABLE;Stable;Stable;Stabil;;Estable;;;;;;;;;x
RULE_OPTION_NOMAD_STABILITY_STABLE_DESC;Nomad vassals will NOT have the opportunity to go independent on succession of the Khagan.;Les vassaux nomades n'ont pas la possibilité de déclarer l'indépendance à la succession du khagan.;Die Nomadenvasallen haben NICHT die Gelegenheit, sich bei der Thronfolge des Khagan unabhängig zu machen.;;Los vasallos nómadas NO tendrán la oportunidad de independizarse tras la sucesión de los kagan.;;;;;;;;;x
RULE_OPTION_NOMAD_STABILITY_UNSTABLE;Unstable;Instable;Instabil;;Inestable;;;;;;;;;x
RULE_OPTION_NOMAD_STABILITY_UNSTABLE_DESC;Upon succession of the Khagan, vassals of Nomadic hordes have a chance to declare independence. The succeeding ruler will have just cause to reclaim the land.;Lors de la succession du khagan, les vassaux des hordes nomades peuvent déclarer l'indépendance. Le successeur obtiendra un casus belli pour récupérer les terres.;Nach der Thronfolge des Khagan haben die Vasallen der nomadischen Horden die Gelegenheit, die Unabhängigkeit zu erklären. Der Thronfolger hat guten Grund, das Land zurückzuerobern.;;Tras suceder a los kagan, los vasallos de las hordas nómadas tienen la oportunidad de proclamar la independencia. El sucesor tendrá una causa justa para reclamar las tierras.;;;;;;;;;x
RULE_OPTION_NONE;None;Aucun;Keine;;Ninguno;;;;;;;;;x
RULE_OPTION_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x
RULE_OPTION_OFF;Off;Règle désactivée;Aus;;Desactivado;;;;;;;;;x
RULE_OPTION_ON;On;Règle activée;An;;Activado;;;;;;;;;x
RULE_OPTION_OPEN;Open;Ouverte;Offen;;Abierto;;;;;;;;;x
RULE_OPTION_POWERFUL;Powerful;Puissantes;Stark;;Fuertes;;;;;;x
RULE_OPTION_QUARTERED;Quartered;Quart;Geviertelt;;Cuarto;;;;;;;;;x
RULE_OPTION_RANDOM;Random;Aléatoire;Zufällig;;Aleatorio;;;;;;;;;x
RULE_OPTION_RARE;Rare;Rare;Selten;;Raro;;;;;;;;;x
RULE_OPTION_RESTRICTED;Restricted;Avec restriction;Eingeschränkt;;Restringido;;;;;;;;;x
RULE_OPTION_SHORTER;Short;Court;Kurz;;Corto;;;;;;;;;x
RULE_OPTION_SHORTEST;Very Short;Très court;Sehr Kurz;;muy corto;;;;;;;;;x
RULE_OPTION_SIGNIFICANT;Significant;Significatif;Bedeutsam;;Significativa;;;;;;;;;x
RULE_OPTION_TOTAL;Total;Total;Gänzlich;;Total;;;;;;;;;x
RULE_OPTION_UNLIMITED;Unlimited;Sans limite;Unbegrenzt;;Ilimitado;;;;;;;;;x
RULE_OPTION_UNRESTRICTED;Unrestricted;Sans restriction;Unbeschränkt;;Sin restricción;;;;;;;;;x
RULE_OPTION_VERY_POWERFUL;Very Powerful;Très puissantes;Sehr stark;;Muy fuertes;;;;;;x
RULE_OPTION_WITHIN_RANGE;Within Range;À portée;In Reichweite;;Dentro del alcance;;;;;;;;;x
RULE_OTTO_STORY;§BThe Iron Century:§! Story Events;Siècle de fer : Événements;Geschichtsereignisse des §BEisernen Jahrhunderts§!;;Eventos históricos del §BSiglo de hierro:§!;;;;;x
RULE_OTTO_STORY_OFF_DESC;The various story events surrounding 'The Iron Century' bookmark will be disabled.;Les divers événements autour du marque-page 'Le siècle de fer' sont désactivés.;Die zahlreichen Geschichtsereignisse rund um das "Eiserne Jahrhundert" sind deaktiviert.;;Se desactivarán los diferentes eventos de historia que rodean al marcador 'El siglo de hierro'.;;;;;x
RULE_OTTO_STORY_ON_DESC;The various story events surrounding 'The Iron Century' bookmark will be enabled.;Les divers événements autour du marque-page 'Le siècle de fer' sont activés.;Die zahlreichen Geschichtsereignisse rund um das "Eiserne Jahrhundert" sind aktiviert.;;Se activarán los diferentes eventos de historia que rodean al marcador 'El siglo de hierro'.;;;;;x
RULE_PAGAN_REFORMATION;Pagan Reformation;Réforme païenne;Reformation von Heiden;;Reforma pagana;;;;;;;;;x
RULE_PAGAN_REFORMATION_ALLOWED;Allowed;Activée;Erlaubt;;Permitida;;;;;;;;;x
RULE_PAGAN_REFORMATION_ALLOWED_DESC;Pagan religions can be reformed when controlling enough Holy Sites.;Les religions païennes peuvent être réformées quand assez de lieux saints sont contrôlés.;Heidnische Religionen können reformiert werden, wenn Ihr genügend heilige Stätten kontrolliert.;;Las religiones paganas pueden ser reformadas si se controlan suficientes Lugares sagrados.;;;;;;;;;x
RULE_PAGAN_REFORMATION_DISALLOWED;Disallowed;Désactivée;Nicht erlaubt;;Desactivada;;;;;;;;;x
RULE_PAGAN_REFORMATION_DISALLOWED_DESC;Pagan religions cannot be reformed.;Les religions païennes ne peuvent pas être réformées.;Heidnische Religionen können nicht reformiert werden.;;Las religiones paganas no pueden ser reformadas.;;;;;;;;;x
RULE_PAGAN_REFORMATION_PLAYERS;Players Only;Joueurs uniquement;Nur Spieler;;Solo jugadores;;;;;;;;;x
RULE_PAGAN_REFORMATION_PLAYERS_DESC;Only players are allowed to reform Pagan religions.;Seuls les joueurs peuvent réformer les religions païennes.;Nur Spieler können heidnische Religionen reformieren.;;Solo los jugadores pueden reformar las religiones paganas;;;;;;;;;x
RULE_PREGNANCY_FLAVOR;Pregnancy Flavor;Événements de grossesse;Ereignisse für Schwangerschaft;;Experiencia de embarazo;;;;;;x
RULE_PREGNANCY_FLAVOR_LIMITED;Pregnant characters receive less flavor events and are not forced into a regency during the final months of gestation.;Les femmes enceintes reçoivent moins d'événements liés à la grossesse et ne sont pas contraintes à une régence pendant les derniers mois de la gestation.;Schwangere Charaktere erhalten weniger Ereignisse bezüglich Schwangerschaft und werden in den letzten Monaten der Schwangerschaft nicht in eine Regentschaft gezwungen.;;Los personajes embarazados recibirán menos eventos de experiencia y no tendrán que aceptar una regencia en los últimos meses de gestación.;;;;;;x
RULE_PREGNANCY_FLAVOR_OFF;Pregnant characters receive no flavor events during their pregnancy and are not forced into a regency during the final months of gestation..;Les femmes enceintes ne reçoivent aucun événement lié à la grossesse et ne sont pas contraintes à une régence pendant les derniers mois de la gestation.;Schwangere Charaktere erhalten keine Ereignisse bezüglich Schwangerschaft und werden in den letzten Monaten der Schwangerschaft nicht in eine Regentschaft gezwungen.;;Los personajes embarazados no recibirán eventos de experiencia ni tendrán que aceptar una regencia en los últimos meses de gestación.;;;;;;x
RULE_PREGNANCY_FLAVOR_ON;Pregnant characters can receive flavor events normally and are temporarily forced into a regency during the final months of gestation.;Les femmes enceintes peuvent recevoir des événements liés à la grossesse normalement et sont forcées à une régence pendant les derniers mois de la gestation.;Schwangere Charaktere könne besondere Ereignisse erhalten und werden in den letzten Monaten der Schwangerschaft vorübergehen in eine Regentschaft gezwungen.;;Los personajes embarazados pueden recibir eventos de experiencia normalmente y tendrán que aceptar una regencia temporal en los últimos meses de gestación.;;;;;;x
RULE_PROVINCE_REVOLTS;Provincial Revolts;Révoltes provinciales;Provinziale Aufstände;;Revueltas provinciales;;;;;;;;;x
RULE_PROVINCE_REVOLTS_NONE_DESC;Random Provincial Revolts will be disabled.;Les révoltes provinciales aléatoires ne se produisent jamais.;Zufällige provinziale Aufstände sind deaktiviert.;;Revueltas provinciales aleatorias ocurrirán con una frecuencia normal.;;;;;;;;;x
RULE_PROVINCE_REVOLTS_NORMAL_DESC;Random Provincial Revolts will occur at a normal rate.;Les révoltes provinciales aléatoires se produisent à une fréquence normale.;Zufällige provinziale Aufstände treten mit normaler Häufigkeit auf.;;Pretendiente y Aventureros asaltantes aparecerán con menos frecuencia.;;;;;;;;;x
RULE_PROVINCE_REVOLTS_RARE_DESC;Random Provincial Revolts will be less frequent.;Les révoltes provinciales aléatoires se produisent moins fréquemment.;Zufällige provinziale Aufstände treten weniger häufig auf.;;No aparecerá ningún Pretendiente o Aventureros asaltantes, a excepción de Nómadas sin tierras y de Aventureros creados por un evento específico.;;;;;;;;;x
RULE_PROVINCIAL_REVOLT_STRENGTH;§BThe Old Gods:§! Provincial Revolt Strength;Révolte provinciale (§BThe Old Gods§! - Les Ancieux Dieux);§BThe Old Gods:§! Stärke provinzialer Aufstände;;§BThe Old Gods:§! Fuerza de revueltas provinciales;;;;;;x
RULE_PROVINCIAL_REVOLT_STRENGTH_DEFAULT_DESC;The strength of provincial revolts is at the default level.;La puissance des révoltes provinciales est au taux par défaut.;Die Stärke der Provinzaufstände ist auf der Standardstufe.;;La fuerza de las revueltas provinciales está en el nivel predeterminado.;;;;;;x
RULE_PROVINCIAL_REVOLT_STRENGTH_EXTREMELY_POWERFUL_DESC;Provincial revolts are extremely powerful. Their armies are six times as numerous as at the default level.;Les révoltes provinciales sont extrêmement puissantes. Leurs armées sont six fois plus nombreuses que le taux par défaut.;Provinzaufstände sind extrem stark. Ihre Armeen sind sechs Mal so zahlreich wie auf der Standardstufe.;;Las revueltas provinciales son extremadamente fuertes. Sus ejércitos son seis veces más numerosos que en el nivel predeterminado.;;;;;;x
RULE_PROVINCIAL_REVOLT_STRENGTH_POWERFUL_DESC;Provincial revolts are powerful. Their armies are twice as numerous as at the default level.;Les révoltes provinciales sont puissantes. Leurs armées sont deux fois plus nombreuses que le taux par défaut.;Provinzaufstände sind stark. Ihre Armeen sind doppelt so zahlreich wie auf der Standardstufe.;;Las revueltas provinciales son fuertes. Sus ejércitos son dos veces más numerosos que en el nivel predeterminado.;;;;;;x
RULE_PROVINCIAL_REVOLT_STRENGTH_VERY_POWERFUL_DESC;Provincial revolts are very powerful. Their armies are four times as numerous as at the default level.;Les révoltes provinciales sont très puissantes. Leurs armées sont quatre fois plus nombreuses que le taux par défaut.;Provinzaufstände sind sehr stark. Ihre Armeen sind vier Mal so zahlreich wie auf der Standardstufe.;;Las revueltas provinciales son muy fuertes. Sus ejércitos son cuatro veces más numerosos que en el nivel predeterminado.;;;;;;x
RULE_PUNISHMENT_RELEASE_PRISONER;Release Prisoners After Punishment;Libérer les prisonniers après un châtiment;Gefangenen nach der Strafe freilassen;;Liberación de prisioneros tras el castigo;;;;;;x
RULE_PUNISHMENT_RELEASE_PRISONER_OFF_DESC;Blinding, castration, torture, mutilation, humiliation, and poetry readings no longer release prisoners.;L'aveuglement, la castration, la torture, la mutilation, l'humiliation et la lecture de poésie n'impliquent plus la libération du prisonnier.;Blenden, Kastrieren, Tortur, Verstümmelung, Erniedrigen und Gedichtvorlesungen lassen Gefangene nicht mehr frei.;;La ceguera, la castración, la tortura, la mutilación, la humillación y las lecturas de poesía ya no liberan a los prisioneros.;;;;;;x
RULE_PUNISHMENT_RELEASE_PRISONER_ON_DESC;Prisoners are released after having received their punishment.;Les prisonniers sont libérés après avoir reçu leur châtiment.;Die Gefangenen werden nach der Strafe freigelassen;;Los prisioneros son liberados tras haber recibido su castigo.;;;;;;x
RULE_RAIDING;Raiding;Pillage;Raubzüge;;Incursiones;;;;;;;;;x
RULE_RAIDING_HISTORICAL_DESC;A character can raid if the Government, Culture and/or Religion of the character allows it.;Un personnage peut piller si son gouvernement, sa culture ou sa religion le permet.;Eine Person kann Raubzüge durchführen, wenn die Regierung, Kultur und/oder Religion der Person es erlauben.;;Un personaje puede realizar una incursión si el Gobierno, Cultura y/o Religión del mismo lo permiten.;;;;;;;;;x
RULE_RAIDING_OFF_DESC;No character is allowed to raid, with the sole exception of Raiding Adventurers. §RWARNING: This also prevents Viking raids!§!;Aucun personnage n'est autorisé à piller, à part les aventuriers. §RCette règle empêche aussi les pillages vikings !§!;Nur Plündererabenteurer können Raubzüge durchführen. §RWARNUNG: Dadurch werden auch Wikingerüberfälle deaktiviert!§!;;Ningún personaje podrá realizar incursiones, con la única excepción de Aventureros asaltantes. §RADVERTENCIA: ¡Esto también previene las incursiones vikingas!§!;;;;;;;;;x
RULE_RAIDING_UNRESTRICTED_DESC;All characters can raid, regardless of Government, Culture and/or Religion.;Tous les personnages peuvent piller, peu importe son gouvernement, sa culture ou sa religion.;Alle Personen können Raubzüge durchführen, unabhängig von Regierung, Kultur und/oder Religion.;;Todos los personajes pueden realizar una incursión, sin importar Gobierno, Cultura y/o Religión.;;;;;;;;;x
RULE_RECONQUISTA;§BHoly Fury:§! Reconquista;Reconquista (§BHoly Fury§! - Fureur Sacrée);§BHoly Fury:§! Reconquista;;§BHoly Fury:§! Reconquista;;;;;x
RULE_RECONQUISTA_LIMITED;The Reconquista is enabled, but Adventurers are disabled.;La Reconquista est activée, mais les aventuriers sont désactivés.;Die Reconquista ist aktiviert, aber Abenteurer sind deaktiviert.;;Reconquista activada, pero aventureros desactivados.;;;;;x
RULE_RECONQUISTA_OFF;The Reconquista is disabled.;La Reconquista est désactivée.;Die Reconquista ist deaktiviert.;;Reconquista desactivada.;;;;;x
RULE_RECONQUISTA_ON;The Reconquista is enabled.;La Reconquista est activée.;Die Reconquista ist aktiviert.;;Reconquista activada.;;;;;x
RULE_REGENCIES;Regencies;Régences;Regentschaften;;Regencias;;;;;;;;;x
RULE_REGENCIES_OFF_DESC;Underage, incapable or otherwise unavailable characters will not be assigned a Regent.;Les personnages mineurs, incapables ou autrement indisponibles ne se verront pas assigner un régent.;Minderjährigen, unfähigen oder anderweitig nicht verfügbaren Personen wird kein Regent zugewiesen.;;A los personajes menores de edad, incapaces o no disponibles por otros motivos no se les asignará un Regente.;;;;;;;;;x
RULE_REGENCIES_ON_DESC;Underage, incapable or otherwise unavailable characters will be assigned a Regent.;Les personnages mineurs, incapables ou autrement indisponibles se verront assigner un régent.;Minderjährigen, unfähigen oder anderweitig nicht verfügbaren Personen wird ein Regent zugewiesen.;;A los personajes menores de edad, incapaces o no disponibles por otros motivos, se les asignará un Regente.;;;;;;;;;x
RULE_RELIGIOUS_CONVERSION;Religious Conversion Speed;Vitesse de conversion religieuse;Geschwindigkeit religiöser Konversion;;Velocidad de conversión religiosa;;;;;;;;;x
RULE_RELIGIOUS_CONVERSION_DEFAULT_DESC;The speed at which counties are converted by means of using the 'Proselytize' job action is unchanged.;La vitesse à laquelle les comtés sont convertis suite à l'action 'Faire du prosélytisme' est inchangée.;Die Geschwindigkeit, mit der Provinzen durch den Bekehren-Auftrag konvertiert werden, bleibt unverändert.;;La velocidad de conversión de las provincias usando la acción de trabajo «proselitismo» no ha cambiado.;;;;;;;;;x
RULE_RELIGIOUS_CONVERSION_SLOWER;Slower;Plus lente;Langsamer;;Más lenta;;;;;;;;;x
RULE_RELIGIOUS_CONVERSION_SLOWER_DESC;The speed at which counties are converted by means of using the 'Proselytize' job action is reduced by a factor of three.;La vitesse à laquelle les comtés sont convertis suite à l'action 'Faire du prosélytisme' est divisée par trois.;Die Geschwindigkeit, mit der Provinzen durch den Bekehren-Auftrag konvertiert werden, wird um das Dreifache reduziert.;;La velocidad de conversión de las provincias usando la acción de trabajo «proselitismo» se divide por tres.;;;;;;;;;x
RULE_RESTRICTED_DESC;Only characters within the Eastern Steppes, India or Tibet can use Grace Actions. Tributaries cannot extend China's diplomatic range.;Seuls les personnages des steppes orientales, de l'Inde ou du Tibet peuvent utiliser les actions de Grâce. Les tributaires ne peuvent pas étendre la portée diplomatique de la Chine.;Nur Charaktere der östlichen Steppen, Indien oder Tibet können Gunst-Aktionen verwenden. Tributstaaten erweitern Chinas diplomatische Reichweite NICHT.;;Solo los personajes en las estepas orientales, la India o el Tíbet pueden usar acciones de gracia. Los tributarios no pueden aumentar el alcance diplomático de China.;;;;;;;;;x
RULE_SECRET_CULTS;Secret Religious Cults;Sectes religieuses secrètes;Geheime religiöse Kulte;;Sectas religiosas secretas;;;;;;;;;x
RULE_SECRET_CULTS_DEFAULT_DESC;Secret Religious Cults can be founded.;Les sectes religieuses secrètes peuvent être fondées.;Es können geheime religiöse Kulte gefunden werden.;;Pueden fundarse sectas religiosas secretas.;;;;;;;;;x
RULE_SECRET_CULTS_NONE_DESC;Secret Religious Cults can not be founded.;Les sectes religieuses secrètes ne peuvent pas être fondées.;Es können keine geheimen religiösen Kulte gefunden werden.;;No pueden fundarse sectas religiosas secretas.;;;;;;;;;x
RULE_SHATTERED_RETREAT;Shattered Retreat;Déroute;Chaotischer Rückzug;;Retirada rota;;;;;;;;;x
RULE_SHATTERED_RETREAT_OFF_DESC;Retreating armies will move into a neighboring county. This tends to make the game easier.;Les armées en déroute se rendront dans un comté voisin. Ceci a tendance à rendre le jeu plus facile.;Armeen auf dem Rückzug ziehen in eine benachbarte Provinz. Dadurch wird das Spiel für gewöhnlich einfacher.;;Los ejércitos en retirada se moverán a las provincias vecinas. Esto suele hacer el juego más fácil.;;;;;;;;;x
RULE_SHATTERED_RETREAT_ON_DESC;Armies will try to retreat into friendly or otherwise safe territory. Retreating armies cannot be engaged by enemy forces. Movement Speed and Morale Regain Rate is increased for retreating armies.;Les armées en déroute essaieront de se rendre en territoire ami ou du moins sans danger et ne peuvent être attaquées. Leur vitesse de mouvement et leur regain du moral sont augmentés.;Armeen versuchen, sich in verbündetes oder sicheres Gebiet zurückzuziehen. Armeen auf dem Rückzug können nicht angegriffen werden und erhalten höhere Bewegungsrate und Moral-Regeneration.;;Los ejércitos intentarán retirarse a territorio amigo o al menos, seguro. Los ejércitos en retirada no pueden ser atacados por fuerzas enemigas. La velocidad de movimiento y el ritmo de recuperación de la moral aumentan en los ejércitos en retirada.;;;;;;;;;x
RULE_SHEPHERDS_CRUSADE;§BSons of Abraham:§! Shepherds' Crusade;Croisade des pastoureaux (§BSons of Abraham§! - Les Fils d'Abraham);§BSons of Abraham:§! Hirtenkreuzzug;;§BSons of Abraham:§! Cruzada de los pastores;;;;;x
RULE_SHEPHERDS_CRUSADE_OFF;Shepherds' Crusade is disabled.;La Croisade des Pastoureaux est désactivée.;Kreuzzug der Hirten ist deaktiviert;;La Cruzada de los pastores está desactivada;;;;x
RULE_SHEPHERDS_CRUSADE_ON;Shepherds' Crusade is enabled.;La Croisade des Pastoureaux est activée.;Kreuzzug der Hirten ist aktiviert.;;La Cruzada de los pastores está activada;;;;x
RULE_SIEGE_ASSAULTS;Siege Assaults;Assauts de siège;Belagerungsangriffe;;Asaltos de asedio;;;;;;;;;x
RULE_SIEGE_ASSAULTS_OFF_DESC;Armies cannot take besieged Holdings by storm.;Les armées ne peuvent pas tenter de prendre d'assaut les propriétés assiégées;Armeen können belagerte Besitztümer nicht stürmen.;;Ejércitos NO pueden asaltar las posesiones asediadas.;;;;;;;;;x
